song,artist,popularity
"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS,59.0
Fire,KIDS SEE GHOSTS,69.0
Cudi Montage,KIDS SEE GHOSTS,63.0
KIDS SEE GHOSTS,KIDS SEE GHOSTS,60.0
Violent Crimes,Kanye West,83.0
Singles You Up,Jordan Davis,73.0
I Thought About Killing You,Kanye West,63.0
No Mistakes,Kanye West,64.0
Rich & Sad,Post Malone,69.0
Lust,Lil Skies,74.0
Paranoid,Post Malone,68.0
All The Stars,Kendrick Lamar & SZA,86.0
Infrared,Pusha T,49.0
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",72.0
If You Know You Know,Pusha T,58.0
For The First Time,Darius Rucker,62.0
Most People Are Good,Luke Bryan,65.0
Everyday,Logic & Marshmello,8.0
The Games We Play,Pusha T,62.0
Change Lanes,Kevin Gates,52.0
Like That,Kris Wu,33.0
Southside,Lil Baby,61.0
Let It Sing,Kevin Gates,44.0
Sangria Wine,Pharrell Williams x Camila Cabello,55.0
Stay,Post Malone,77.0
ATM,J. Cole,64.0
Kevin's Heart,J. Cole,76.0
No Excuses,Meghan Trainor,61.0
Outside Today,YoungBoy Never Broke Again,70.0
Stir Fry,Migos,77.0
Over Now,Post Malone,69.0
Zack And Codeine,Post Malone,65.0
When We,Tank,62.0
Takin' Shots,Post Malone,64.0
92 Explorer,Post Malone,73.0
Barbie Tingz,Nicki Minaj,68.0
Otherside,Post Malone,65.0
Blame It On Me,Post Malone,64.0
Diamond Teeth Samurai,YoungBoy Never Broke Again,54.0
Famous,Mason Ramsey,47.0
Preach,YoungBoy Never Broke Again,53.0
Candy Paint,Post Malone,78.0
Sugar Wraith,Post Malone,65.0
Motiv8,J. Cole,64.0
Jonestown (Interlude),Post Malone,59.0
1985 (Intro To The Fall Off),J. Cole,64.0
Photograph,J. Cole,61.0
Brackets,J. Cole,57.0
Wake Me Up!,Avicii,88.0
Window Pain (Outro),J. Cole,57.0
Thunder,Imagine Dragons,88.0
Once An Addict (Interlude),J. Cole,55.0
Let You Down,NF,82.0
Feel It Still,Portugal. The Man,81.0
Intro,J. Cole,64.0
The Long Way,Brett Eldredge,58.0
This Is Me,Keala Settle & The Greatest Showman Ensemble,12.0
Thru Your Phone,Cardi B,73.0
I Fall Apart,Post Malone,81.0
Him & I,G-Eazy & Halsey,80.0
Bad At Love,Halsey,76.0
Marry Me,Thomas Rhett,71.0
Bickenhead,Cardi B,54.0
Let Me,Zayn,70.0
Wasted Times,The Weeknd,72.0
Get Up 10,Cardi B,58.0
Money Bag,Cardi B,55.0
Billy,6ix9ine,68.0
She's With Me,High Valley,54.0
Broken Clocks,SZA,81.0
Five More Minutes,Scotty McCreery,72.0
Gotti,6ix9ine,66.0
Hardaway,Derez De'Shon,51.0
Tell Me You Love Me,Demi Lovato,64.0
Try Me,The Weeknd,74.0
Broken Halos,Chris Stapleton,79.0
All On Me,Devin Dawson,63.0
No Roots,Alice Merton,57.0
Privilege,The Weeknd,67.0
No Smoke,YoungBoy Never Broke Again,62.0
Tempo,Chris Brown,57.0
OKRA,"Tyler, The Creator",63.0
Echame La Culpa,Luis Fonsi & Demi Lovato,64.0
Written In The Sand,Old Dominion,70.0
Beautiful Trauma,P!nk,66.0
Focus,H.E.R.,66.0
Gummo,6ix9ine,63.0
Betrayed,Lil Xan,70.0
44 More,Logic,67.0
Booty,Blac Youngsta,53.0
Rubbin Off The Paint,YBN Nahmir,67.0
Young Dumb & Broke,Khalid,82.0
How Long,Charlie Puth,76.0
Going Down!,XXXTENTACION,66.0
Everybody Hates Me,The Chainsmokers,59.0
Sorry Not Sorry,Demi Lovato,77.0
Contra,Logic,52.0
Overnight,Logic,51.0
Midnight,Logic,56.0
Yuck,Logic,49.0
X,"ScHoolboy Q, 2 Chainz & Saudi",65.0
BoomTrap Protocol,Logic,50.0
Paramedic!,SOB X RBE,64.0
Want You Back,5 Seconds Of Summer,66.0
Yours,Russell Dickerson,68.0
You Broke Up With Me,Walker Hayes,63.0
Kooda,6ix9ine,60.0
The Ways,Khalid & Swae Lee,62.0
Make Me Feel,Janelle Monae,66.0
Rock,Plies,50.0
Shape Of You,Ed Sheeran,89.0
Too Good At Goodbyes,Sam Smith,86.0
Gucci Gang,Lil Pump,65.0
Big Shot,Kendrick Lamar & Travis Scott,65.0
Legends,Kelsea Ballerini,52.0
For You (Fifty Shades Freed),Liam Payne & Rita Ora,63.0
One Foot,WALK THE MOON,63.0
Female,Keith Urban,51.0
Filthy,Justin Timberlake,54.0
Black Panther,Kendrick Lamar,54.0
Rewrite The Stars,Zac Efron & Zendaya,15.0
Like I Loved You,Brett Young,67.0
Losing Sleep,Chris Young,59.0
Man Of The Woods,Justin Timberlake,50.0
Diplomatic Immunity,Drake,55.0
Sick Boy,The Chainsmokers,69.0
A Girl Like You,Easton Corbin,57.0
Supplies,Justin Timberlake,47.0
Believer,Imagine Dragons,90.0
Supastars,Migos,52.0
Gang Gang,Migos,56.0
Higher We Go (Intro),Migos,48.0
Auto Pilot,Migos,47.0
Emoji A Chain,Migos,48.0
Round Here Buzz,Eric Church,64.0
Bank Account,21 Savage,79.0
Attention,Charlie Puth,85.0
Greatest Love Story,LANCO,71.0
No Name,NF,65.0
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",73.0
Never Enough,Loren Allred,75.0
My Dawg,Lil Baby,61.0
The Weekend,SZA,77.0
My My My!,Troye Sivan,67.0
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",51.0
...Ready For It?,Taylor Swift,85.0
That's What I Like,Bruno Mars,88.0
I Could Use A Love Song,Maren Morris,67.0
Too Much To Ask,Niall Horan,70.0
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",73.0
Juice,Yo Gotti,49.0
What About Us,P!nk,78.0
Look What You Made Me Do,Taylor Swift,86.0
Light It Up,Luke Bryan,66.0
The Race,Tay-K,72.0
Modern Slavery,Huncho Jack,60.0
Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,60.0
Black & Chinese,Huncho Jack,61.0
Huncho Jack,Huncho Jack,56.0
Motorcycle Patches,Huncho Jack,62.0
Saint,Huncho Jack,65.0
Humble.,Kendrick Lamar,86.0
There's Nothing Holdin' Me Back,Shawn Mendes,88.0
When It Rains It Pours,Luke Combs,84.0
Unforgettable,Thomas Rhett,72.0
Danger,Migos & Marshmello,62.0
Untouchable,Eminem,48.0
Love So Soft,Kelly Clarkson,58.0
Transportin',Kodak Black,75.0
Ask Me How I Know,Garth Brooks,33.0
Sauce It Up,Lil Uzi Vert,68.0
Praying,Kesha,71.0
Do Re Mi,blackbear,74.0
Slow Hands,Niall Horan,78.0
Fix A Drink,Chris Janson,68.0
Go Flex,Post Malone,80.0
Total Eclipse Of The Heart,Chloe Kohanski,23.0
Awful Things,Lil Peep,69.0
Every Little Thing,Carly Pearce,62.0
Questions,Chris Brown,68.0
XO TOUR Llif3,Lil Uzi Vert,83.0
Something Just Like This,The Chainsmokers & Coldplay,75.0
Call It What You Want,Taylor Swift,82.0
Gorgeous,Taylor Swift,85.0
Smooth,Florida Georgia Line,54.0
The Plan,G-Eazy,50.0
Body Like A Back Road,Sam Hunt,77.0
Location,Khalid,79.0
Heartache On The Dance Floor,Jon Pardi,78.0
B.E.D.,Jacquees,73.0
All The Pretty Girls,Kenny Chesney,67.0
More Girls Like You,Kip Moore,60.0
Feed Me Dope,Future,54.0
4 Da Gang,Future,53.0
Friends,Justin Bieber + BloodPop,71.0
Bedroom Floor,Liam Payne,56.0
Say You Won't Let Go,James Arthur,88.0
Small Town Boy,Dustin Lynch,71.0
They Don't Know,Jason Aldean,53.0
Do I Make You Wanna,Billy Currington,68.0
No Promises,A Boogie Wit da Hoodie,55.0
Say A',A Boogie Wit da Hoodie,59.0
DNA,BTS,72.0
Redbone,Childish Gambino,85.0
Hi Bich,Bhad Bhabie,57.0
It Ain't My Fault,Brothers Osborne,68.0
No Such Thing As A Broken Heart,Old Dominion,66.0
Stay,Zedd & Alessia Cara,78.0
Felices Los 4,Maluma,77.0
Wish I Knew You,The Revivalists,69.0
Mask Off,Future,83.0
Drinkin' Problem,Midland,73.0
These Heaux,Bhad Bhabie,47.0
Magnolia,Playboi Carti,81.0
Found You,Kane Brown,56.0
Versace On The Floor,Bruno Mars,77.0
444+222,Lil Uzi Vert,60.0
My Girl,Dylan Scott,70.0
Most Girls,Hailee Steinfeld,71.0
Dark Queen,Lil Uzi Vert,66.0
X,Lil Uzi Vert,83.0
Revenge,XXXTENTACION,87.0
Somebody Else Will,Justin Moore,59.0
Reminder,The Weeknd,89.0
No Fear,DeJ Loaf,63.0
DNA.,Kendrick Lamar,81.0
Two,Lil Uzi Vert,84.0
For Real,Lil Uzi Vert,57.0
No Sleep Leak,Lil Uzi Vert,56.0
Depression & Obsession,XXXTENTACION,71.0
Save Me,XXXTENTACION,69.0
Carry On,XXXTENTACION,74.0
Now Or Never,Halsey,67.0
Castle On The Hill,Ed Sheeran,81.0
You Look Good,Lady Antebellum,57.0
Younger Now,Miley Cyrus,58.0
Honest,The Chainsmokers,57.0
Flatliner,Cole Swindell,68.0
Perplexing Pegasus,Rae Sremmurd,58.0
For Her,Chris Lane,53.0
Patty Cake,Kodak Black,63.0
Untouchable,YoungBoy Never Broke Again,68.0
Privacy,Chris Brown,64.0
In Case You Didn't Know,Brett Young,77.0
Malibu,Miley Cyrus,78.0
Bad Liar,Selena Gomez,69.0
First Day Out,Tee Grizzley,72.0
El Amante,Nicky Jam,72.0
Issues,Julia Michaels,77.0
Rolex,Ayo & Teo,71.0
Passionfruit,Drake,87.0
Learn To Let Go,Kesha,52.0
Signs,Drake,68.0
Numb,Linkin Park,87.0
In The End,Linkin Park,88.0
Issues,Meek Mill,43.0
Wins & Losses,Meek Mill,58.0
1942 Flows,Meek Mill,59.0
Yours If You Want It,Rascal Flatts,57.0
Imitadora,Romeo Santos,79.0
The Story Of O.J.,JAY-Z,65.0
Heavy Heart,Meek Mill,40.0
24K Magic,Bruno Mars,81.0
4:44,JAY-Z,73.0
Crying In The Club,Camila Cabello,71.0
Every Time I Hear That Song,Blake Shelton,53.0
The Cure,Lady Gaga,67.0
Weak,AJR,67.0
Element.,Kendrick Lamar,73.0
Hurricane,Luke Combs,80.0
Kill Jay Z,JAY-Z,51.0
Moonlight,JAY-Z,48.0
Marcy Me,JAY-Z,58.0
Get Low,Zedd & Liam Payne,58.0
Famous,21 Savage,52.0
T-Shirt,Migos,69.0
Tunnel Vision,Kodak Black,75.0
Sign Of The Times,Harry Styles,86.0
Who Dat Boy,"Tyler, The Creator",68.0
Losin Control,Russ,76.0
How Not To,Dan + Shay,63.0
If I Told You,Darius Rucker,61.0
Scars To Your Beautiful,Alessia Cara,80.0
Look At Me!,XXXTENTACION,83.0
First Day Out,Kodak Black,52.0
My Old Man,Zac Brown Band,57.0
Nobody Else But You,Trey Songz,58.0
Swang,Rae Sremmurd,76.0
Black,Dierks Bentley,63.0
Hometown Girl,Josh Turner,65.0
Gyalchester,Drake,70.0
Scared To Be Lonely,Martin Garrix & Dua Lipa,79.0
Paris,The Chainsmokers,77.0
Somethin Tells Me,Bryson Tiller,55.0
Me Enamore,Shakira,70.0
Self-Made,Bryson Tiller,57.0
Run Me Dry,Bryson Tiller,65.0
No Longer Friends,Bryson Tiller,56.0
Deja Vu,Lauren Duski,28.0
Money On You,Chris Blue,23.0
The Dance,Lauren Duski,20.0
Boy,Lee Brice,65.0
Either Way,Chris Stapleton,63.0
Any Ol' Barstool,Jason Aldean,65.0
Love On The Brain,Rihanna,86.0
Bounce Back,Big Sean,71.0
The Weekend,Brantley Gilbert,64.0
Prblms,6LACK,72.0
Yeah Boy,Kelsea Ballerini,58.0
Good Life,G-Eazy & Kehlani,59.0
Cake,Flo Rida & 99 Percent,32.0
Ghost In This House,Lauren Duski,18.0
Everybody,Logic,65.0
The Night We Met,Lord Huron,81.0
Galway Girl,Ed Sheeran,81.0
Moves,Big Sean,59.0
Down,Marian Hill,58.0
First Time,Kygo & Ellie Goulding,68.0
Yah.,Kendrick Lamar,67.0
Sweet Creature,Harry Styles,77.0
Call On Me,Starley,64.0
Mercy,Shawn Mendes,82.0
Feel.,Kendrick Lamar,69.0
Pride.,Kendrick Lamar,85.0
Lust.,Kendrick Lamar,66.0
Green Light,Lorde,75.0
Hard Times,Paramore,76.0
Fear.,Kendrick Lamar,68.0
No Frauds,"Nicki Minaj, Drake & Lil Wayne",60.0
God.,Kendrick Lamar,63.0
Deja Vu,J. Cole,74.0
Blood.,Kendrick Lamar,63.0
Dirt On My Boots,Jon Pardi,78.0
Duckworth.,Kendrick Lamar,73.0
Fast,Luke Bryan,57.0
Fake Love,Drake,75.0
Play That Song,Train,67.0
Free Smoke,Drake,65.0
Road Less Traveled,Lauren Alaina,64.0
The One,The Chainsmokers,59.0
Draco,Future,61.0
Blem,Drake,67.0
Think A Little Less,Michael Ray,60.0
Teenage Fever,Drake,82.0
Bar At The End Of The World,Kenny Chesney,55.0
How Far I'll Go,Alessia Cara,67.0
Million Reasons,Lady Gaga,78.0
Water Under The Bridge,Adele,71.0
Tin Man,Miranda Lambert,59.0
Jorja Interlude,Drake,68.0
Madiba Riddim,Drake,66.0
Do Not Disturb,Drake,77.0
Party Monster,The Weeknd,84.0
Nothings Into Somethings,Drake,64.0
Lose You,Drake,63.0
Skepta Interlude,Drake,59.0
Heathens,twenty one pilots,83.0
Caroline,Amine,74.0
Regret In Your Tears,Nicki Minaj,48.0
Better Man,Little Big Town,66.0
Changed It,Nicki Minaj & Lil Wayne,46.0
Chanel,Frank Ocean,78.0
Liability,Lorde,75.0
I Got You,Bebe Rexha,64.0
Dive,Ed Sheeran,75.0
Today,Brad Paisley,51.0
Selfish,PnB Rock,71.0
Happier,Ed Sheeran,80.0
All Time Low,Jon Bellion,68.0
New Man,Ed Sheeran,65.0
Supermarket Flowers,Ed Sheeran,76.0
What Do I Know?,Ed Sheeran,68.0
How Would You Feel (Paean),Ed Sheeran,67.0
Eraser,Ed Sheeran,60.0
Hearts Don't Break Around Here,Ed Sheeran,64.0
Barcelona,Ed Sheeran,66.0
Star Of The Show,Thomas Rhett,56.0
A Guy With A Girl,Blake Shelton,65.0
Treat You Better,Shawn Mendes,87.0
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,33.0
Love,Lana Del Rey,72.0
Make Love,Gucci Mane & Nicki Minaj,5.0
Love Me Now,John Legend,65.0
Not Nice,PARTYNEXTDOOR,64.0
This Town,Niall Horan,80.0
Rent Money,Future,56.0
Guys My Age,Hey Violet,61.0
Seein' Red,Dustin Lynch,58.0
Super Trapper,Future,53.0
Dancing On My Own,Calum Scott,82.0
Zoom,Future,49.0
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,28.0
Helium,Sia,70.0
Heroe Favorito,Romeo Santos,67.0
Way Down We Go,KALEO,85.0
Everything 1K,Kodak Black,44.0
Wanna Be That Song,Brett Eldredge,63.0
Sex With Me,Rihanna,73.0
Bad Romance,Lady Gaga,84.0
HandClap,Fitz And The Tantrums,69.0
Halfway Off The Balcony,Big Sean,47.0
Jump Out The Window,Big Sean,63.0
Owe Me,Big Sean,46.0
Beauty And The Beast,Ariana Grande & John Legend,68.0
80s Mercedes,Maren Morris,64.0
Now & Later,Sage The Gemini,54.0
OTW,DJ Luke Nasty,52.0
Blue Ain't Your Color,Keith Urban,71.0
Call Casting,Migos,52.0
Get Right Witcha,Migos,62.0
If The Boot Fits,Granger Smith,50.0
Dirty Laundry,Carrie Underwood,62.0
Fresh Eyes,Andy Grammer,69.0
Love On The Weekend,John Mayer,69.0
Song For Another Time,Old Dominion,65.0
Water,Ugly God,55.0
You Was Right,Lil Uzi Vert,69.0
In The Name Of Love,Martin Garrix & Bebe Rexha,82.0
Not Afraid Anymore,Halsey,56.0
Red Opps,21 Savage,65.0
Neighbors,J. Cole,75.0
Parachute,Chris Stapleton,76.0
Beibs In The Trap,Travis Scott,71.0
OOOUUU,Young M.A,68.0
Sleep Without You,Brett Young,61.0
Drinkin' Too Much,Sam Hunt,46.0
Immortal,J. Cole,65.0
What They Want,Russ,74.0
Unsteady,X Ambassadors,75.0
How I'll Always Be,Tim McGraw,52.0
Hallelujah,Pentatonix,61.0
Shaky Shaky,Daddy Yankee,0.0
Faith,George Michael,79.0
No Flockin,Kodak Black,76.0
Hate U Love U,Olivia O'Brien,73.0
"Mary, Did You Know?",Pentatonix,56.0
1 Night,Lil Yachty,65.0
Change,J. Cole,68.0
She's Mine Pt. 1,J. Cole,68.0
Ville Mentality,J. Cole,64.0
For Whom The Bell Tolls,J. Cole,60.0
Six Feet Under,The Weeknd,70.0
Foldin Clothes,J. Cole,58.0
In Da Getto,J Balvin & Skrillex,0.0
Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",2.0
Ghostbusters,Ray Parker Jr.,66.0
Overpass Graffiti,Ed Sheeran,75.0
Somebody's Watching Me,Rockwell,59.0
Demon High,Lil Uzi Vert,55.0
Rap Freaks,Yung Miami,38.0
Eat It,Megan Thee Stallion,58.0
WFM,RealestK,71.0
Ghost Town,Benson Boone,77.0
One Right Now,Post Malone & The Weeknd,3.0
Escape Plan,Travis Scott,74.0
No Love,Summer Walker & SZA,56.0
Mafia,Travis Scott,72.0
Throw It Away,Summer Walker,62.0
Reciprocate,Summer Walker,57.0
You Don't Know Me,Summer Walker,53.0
Insane,Summer Walker,63.0
Circus,Summer Walker,53.0
4th Baby Mama,Summer Walker,58.0
Closure,Summer Walker,53.0
Session 33,Summer Walker,60.0
Broken Promises,Summer Walker,53.0
Dat Right There,"Summer Walker, Pharrell Williams & The Neptunes",54.0
Slow Down Summer,Thomas Rhett,59.0
Super Gremlin,Kodak Black,75.0
All Too Well (Taylor's Version),Taylor Swift,87.0
State Of Grace (Taylor's Version),Taylor Swift,73.0
Already Dead,Juice WRLD,72.0
Red (Taylor's Version),Taylor Swift,81.0
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,75.0
I Knew You Were Trouble (Taylor's Version),Taylor Swift,81.0
Bad Man (Smooth Criminal),Polo G,71.0
Better Man (Taylor's Version) (From The Vault),Taylor Swift,74.0
22 (Taylor's Version),Taylor Swift,80.0
Doin' This,Luke Combs,70.0
Treacherous (Taylor's Version),Taylor Swift,73.0
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,82.0
I Almost Do (Taylor's Version),Taylor Swift,72.0
The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,77.0
Stay Stay Stay (Taylor's Version),Taylor Swift,72.0
Babe (Taylor's Version) (From The Vault),Taylor Swift,74.0
Holy Ground (Taylor's Version),Taylor Swift,71.0
Begin Again (Taylor's Version),Taylor Swift,73.0
Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,70.0
The Moment I Knew (Taylor's Version),Taylor Swift,70.0
The Lucky One (Taylor's Version),Taylor Swift,71.0
Sad Beautiful Tragic (Taylor's Version),Taylor Swift,72.0
Come Back...Be Here (Taylor's Version),Taylor Swift,74.0
Starlight (Taylor's Version),Taylor Swift,70.0
Oh My God,Adele,80.0
I Drink Wine,Adele,77.0
My Little Love,Adele,67.0
Can I Get It,Adele,73.0
To Be Loved,Adele,68.0
Strangers By Nature,Adele,64.0
Cry Your Heart Out,Adele,64.0
Hold On,Adele,66.0
abcdefu,GAYLE,83.0
All Night Parking (Interlude),Adele With Erroll Garner,68.0
Woman Like Me,Adele,64.0
Love Is A Game,Adele,66.0
God's Country,State Of Mine & Drew Jacobs,30.0
Heart On Fire,Eric Church,62.0
By Your Side,Rod Wave,71.0
Pick Out A Christmas Tree,Dan + Shay,28.0
Christmas Tree Farm (Old Timey Version),Taylor Swift,43.0
Always Been You,Jessie Murph,74.0
I Hate U,SZA,77.0
Merry Christmas,Ed Sheeran & Elton John,55.0
Me Or Sum,"Nardo Wick, Lil Baby & Future",71.0
Young N Dumb,Polo G,56.0
Mercedes,Brent Faiyaz,69.0
Partin Ways,Polo G,69.0
Burn,Juice WRLD,73.0
Mistletoe,Justin Bieber,63.0
Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,45.0
Feline,"Juice WRLD, Polo G & Trippie Redd",69.0
Rockstar In His Prime,Juice WRLD,65.0
You Wouldn't Understand,Juice WRLD,64.0
Doom,Juice WRLD,64.0
Go Hard,Juice WRLD,63.0
Not Enough,Juice WRLD,65.0
Man In The Mirror,A Boogie Wit da Hoodie,69.0
From My Window,Juice WRLD,65.0
Relocate,Juice WRLD,61.0
Feel Alone,Juice WRLD,62.0
Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,14.0
Christmastime Is Here,Vince Guaraldi Trio,11.0
25 Million,Roddy Ricch,61.0
Christmas Isn't Canceled (Just You),Kelly Clarkson,35.0
Thailand,Roddy Ricch,56.0
