ID,song,artist,track_length,track_popularity,valence,danceability,energy,loudness,tempo
2wOnrN7fkzV4NsLqym2C6O,Already Won (feat. Lil Durk),Rod Wave,212063,59,0.152,0.321,0.525,-9.891,75.774
4mOkfIYbMX9PXx27hj8NTi,Betrayal (feat. Drake),Trippie Redd,152024,58,0.129,0.74,0.564,-6.71,158.114
55sgQENF3LY1sUcJUwasLl,Don’t Go (with Justin Bieber & Don Toliver),Skrillex,168253,63,0.359,0.689,0.695,-5.22,75.05
3zc8VZEpM1onYV4FWGdFvm,Tombstone,Rod Wave,160078,70,0.535,0.55,0.637,-5.212,84.448
0rt63HYAAIzUZo5O2D0uA6,Visiting Hours,Ed Sheeran,215506,69,0.263,0.471,0.396,-6.654,149.609
5WSYEQSBKIuibgoQTn8eeU,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,181714,60,0.67,0.422,0.491,-5.703,184.344
5gZYpjakt37G3c58FKcQwJ,Miss The Rage (feat. Playboi Carti),Trippie Redd,236883,76,0.353,0.581,0.877,-4.938,77.006
2cc8Sw1OnCuA5bV8nqWqpE,You,Regard,233386,74,0.514,0.691,0.695,-5.6,106.064
3Dc7EiHP7aDOhTI92OQaKi,MP5 (feat. SoFaygo),Trippie Redd,160000,58,0.567,0.674,0.824,-4.74,150.017
7l4mdOTSYwOayDaHc3s0PV,Paralyzed,Sueco,163260,62,0.359,0.588,0.856,-5.288,150.008
1is8gU4RVcN4J8xItxWoOY,I GUESS I'M IN LOVE,Clinton Kane,204093,76,0.223,0.422,0.34,-6.577,77.213
04EHa1ZzBl8OPvcnddph4p,Get Ready (feat. Kodak Black),Rod Wave,231771,55,0.15,0.425,0.672,-5.586,85.801
7jjbfUEecddD2AW1UncQzb,Danny Phantom (feat. XXXTENTACION),Trippie Redd,136377,56,0.809,0.634,0.804,-6.688,147.259
1jNapyyVxPB4X6gewQjEM8,What's Wrong,Rod Wave,155259,65,0.126,0.712,0.636,-7.188,134.927
1hE8iI3YK9x1VUBDtSzg3x,Demon Time (feat. Ski Mask The Slump God),Trippie Redd,159452,65,0.856,0.718,0.684,-5.16,146.084
3JXebpWufTcs8iegiRCBW7,Tick Tock,Young Thug,159240,49,0.626,0.944,0.693,-8.605,134.061
3XYRV7ZSHqIRDG87DKTtry,Permission to Dance,BTS,187585,78,0.646,0.702,0.741,-5.33,124.925
5zAKS2742J6jxxJ8QzeOF9,Time Heals,Rod Wave,193493,54,0.317,0.509,0.762,-4.57,84.847
5xyLeb2q1lxDf7hXKYlC1H,Mind of Melvin (feat. Lil Uzi Vert),YNW Melly,230880,63,0.307,0.663,0.432,-8.553,130.108
3nkW3TPQjBip1lER4h78NX,papercuts,Machine Gun Kelly,180370,61,0.295,0.528,0.627,-3.719,139.988
1MIGkQxcdAt2lDx6ySpsc5,SUVs (Black on Black),Jack Harlow,157675,67,0.5,0.801,0.688,-4.594,162.928
3X2r2CnHOJeV5YekPTgBnK,Straightenin,Migos,255532,64,0.109,0.847,0.629,-5.81,135.976
2CwG4BXIlGmmYLDmDvwMTH,Blame It On You,Jason Aldean,215360,61,0.594,0.484,0.783,-5.334,137.918
4lUmnwRybYH7mMzf16xB0y,Hats Off (feat. Travis Scott),Lil Baby,257428,67,0.188,0.596,0.65,-5.167,133.997
22ruOqBqBRiZDiXFud4OXa,Over The Top (feat. Drake),Smiley,153406,70,0.259,0.833,0.498,-5.196,139.928
6fOKWhVo0bQkd5U3EeM4Vc,Brainwashed,Tom MacDonald,242234,50,0.307,0.767,0.762,-6.116,94.145
5B0kgjHULYJhAQkK5XsMoC,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",121572,76,0.852,0.493,0.653,-5.666,142.347
5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,152666,86,0.218,0.369,0.272,-10.497,172.929
5A0DZWivlvlNm1fZZaz5rl,Outside (Better Days),MO3,215495,60,0.433,0.57,0.431,-8.685,154.918
0cu0rhnlCnJ7JIeHRiLpj3,Ball If I Want To,DaBaby,112546,72,0.628,0.902,0.669,-5.049,139.949
2nkKBegmLjGjCZ0cP9xA09,Next Girl,Carly Pearce,164677,58,0.962,0.585,0.872,-4.205,160.066
7KrlNS2VqiNNJ82RMQdxBn,I Like Dat,T-Pain,242085,63,0.337,0.565,0.491,-6.902,175.694
0vzSAyinyA619ZbrOaAi04,Steal My Love,Dan + Shay,162120,61,0.751,0.59,0.633,-5.452,179.856
6uTID2glulLOXYhcwMETS1,"5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez)",EST Gee,184833,62,0.792,0.843,0.697,-6.542,98.081
6tDDoYIxWvMLTdKpjFkc1B,telepatía,Kali Uchis,160191,85,0.553,0.653,0.524,-9.016,83.97
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),Machine Gun Kelly,139460,77,0.298,0.731,0.675,-5.134,124.939
38GBNKZUhfBkk3oNlWzRYd,NDA,Billie Eilish,195776,77,0.554,0.765,0.373,-9.921,85.016
4bRPecD9suGW8CfNZhzjS1,EPMD 2 (feat. Eminem & EPMD),Nas,214434,54,0.703,0.689,0.83,-4.047,94.566
7nVERWQXlgZRQsYw4fHf3b,Lose,KSI,205653,57,0.248,0.682,0.721,-4.633,101.067
4ka1FkKAMde6dQAFFMXKac,i hope ur miserable until ur dead,Nessa Barrett,177582,68,0.477,0.706,0.544,-7.275,115.935
2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,175933,86,0.338,0.395,0.443,-9.72,168.924
2Ty7EDf9XLYzEUqEIwJfDC,Twerkulator,City Girls,138541,62,0.076,0.895,0.469,-5.882,126.917
7Bk0uXKk1uPT0XuQbpFzvs,Fiel,Los Legendarios,261665,73,0.505,0.849,0.701,-4.407,98.005
465eCPwUAz2qz7IdQaxUui,Rare,Nas,206777,53,0.518,0.498,0.851,-5.496,78.025
4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),24kGoldn,140533,83,0.732,0.701,0.716,-3.671,91.007
5NUXE8W12lWcUXgJRCjeEw,One Too Many,Keith Urban,203893,68,0.594,0.697,0.535,-6.504,82.959
4HOryCnbme0zBnF8LWij3f,Getting Older,Billie Eilish,244221,74,0.367,0.599,0.128,-17.261,159.679
2KnuaZYoGzDoHiBTNYOTXG,Billie Bossa Nova,Billie Eilish,196730,80,0.549,0.895,0.389,-11.036,110.023
4t2OeILB07eMGTXSUbMPEu,Oxytocin,Billie Eilish,210232,71,0.18,0.757,0.598,-7.777,124.951
7bcy34fBT2ap1L4bfPsl9q,I Didn't Change My Number,Billie Eilish,158463,76,0.677,0.849,0.48,-5.835,142.021
6g3XrmNrWVa33dZuxIhMbF,Way Less Sad,AJR,206108,66,0.4,0.701,0.547,-8.238,140.015
4191RXFPa7Ge9XkA4cWlna,Lost Cause,Billie Eilish,212496,72,0.522,0.526,0.334,-8.491,74.966
5XsAal7ZcWg1I5T4NcRjkv,Halley's Comet,Billie Eilish,234761,79,0.0381,0.403,0.159,-16.728,72.38
2ygvZOXrIeVL4xZmAWJT2C,my future,Billie Eilish,208155,73,0.0875,0.444,0.309,-10.956,104.745
7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,Bella Poarch,122772,75,0.866,0.855,0.463,-7.454,102.931
3Dah4SWoWwekrG4GShaHVP,From the Garden (feat. Lil Uzi Vert),Isaiah Rashad,189306,54,0.636,0.866,0.64,-6.195,142.04
31sSFHIe4NaxltVFOEIcTa,working,Tate McRae,210219,64,0.512,0.783,0.435,-7.78,106.974
65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),Drake,192956,83,0.1,0.578,0.449,-6.349,136.006
53bZYxVbCYm6w1Gx8U64bz,Settling Down,Miranda Lambert,197453,61,0.934,0.643,0.756,-5.8,90.001
7IhfjcaXuXCq20ZiAA7igK,Gone,Dierks Bentley,205960,60,0.473,0.521,0.746,-6.173,149.977
1YDebgap5OFwXEBG18NJvy,Red Light Green Light,DaBaby,159082,67,0.934,0.933,0.656,-5.85,119.987
3zs87EV3EZSh2UpiXxT52Y,Better Believe,Belly,206629,57,0.445,0.797,0.573,-7.85,124.995
6P5ulGKtC4x6RnFbzfpq8O,Lick Back,EST Gee,93799,63,0.687,0.838,0.573,-5.667,160.963
6755DFiZ7CWe2WMdTGW5C1,Ski,Young Stoner Life,152333,69,0.883,0.953,0.621,-7.638,123.016
0Lavu1rppGgXfiK27cAMyU,Minimum Wage,Blake Shelton,228266,58,0.744,0.551,0.941,-3.793,90.039
7xJqJxiM5f0BZQLWCbOuWz,STILL CHOSE YOU (feat. Mustard),The Kid LAROI,171428,64,0.317,0.724,0.5,-7.112,97.694
5wANPM4fQCJwkGd4rN57mH,drivers license,Olivia Rodrigo,242013,88,0.137,0.561,0.431,-8.81,143.875
3UoULw70kMsiVXxW0L3A33,pov,Ariana Grande,201882,76,0.173,0.487,0.534,-5.664,131.798
4LaGu95Ui2s4vprSQYWUAZ,Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,203586,63,0.411,0.716,0.67,-6.995,145.043
2wzionesqIt3x5Sglb4n91,More Time,Pop Smoke,120827,59,0.259,0.628,0.581,-8.377,145.396
2O8fDNr7arCI2vvOtnfyt0,Am I The Only One,Aaron Lewis,269724,55,0.345,0.617,0.626,-4.883,112.072
24YG5Z8Of1VHovrfXsbvCZ,30 (feat. Bizzy Banks),Pop Smoke,228251,57,0.595,0.578,0.684,-5.908,106.743
0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",Olivia Rodrigo,173160,84,0.699,0.695,0.575,-6.334,163.929
3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,Lil Tjay,205458,81,0.202,0.907,0.393,-7.636,104.949
4sf2L157iEgAR7yrCNLgSq,Breaking Up Was Easy In The 90's,Sam Hunt,215933,65,0.376,0.562,0.649,-5.4,145.913
2cny5OSTr2976U3o018GoV,[The Jackie] (with J. Cole & Lil Tjay),Bas,204434,62,0.635,0.784,0.473,-6.139,128.014
7d60r7KyCj5DwG6yTTmKof,Follow You,Various Artists,175643,3,0.489,0.542,0.732,-5.956,124.912
0G2zPzWqVjR68iNPmx2TBe,Volando - Remix,Mora,273474,80,0.632,0.659,0.688,-4.649,153.979
1mAey8kEPmDM2icL56kS9d,4 Da Gang (with Roddy Ricch),42 Dugg,156367,72,0.691,0.87,0.561,-10.388,100.458
267NGliXM8YLVZiKAD9Otm,De Museo,Bad Bunny,209770,67,0.231,0.592,0.494,-10.618,132.037
6N9U1wkWniSXD4TKD4ln0h,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),Brent Faiyaz,301304,64,0.374,0.443,0.72,-3.743,89.378
4LmN3eU1R1vVEdKuDELpGk,All I Know So Far,P!nk,277413,68,0.296,0.578,0.639,-5.749,108.045
5hChuUMe5iHfjkXgzj1D4b,Track Star,Mooski,199706,59,0.285,0.641,0.598,-5.7,131.459
1TwQ0XtQfCgcstxhpOSg7t,Cry No More,G Herbo,221815,58,0.534,0.74,0.611,-7.312,129.947
5FG7Tl93LdH117jEKYl3Cm,Essence (feat. Tems),Wizkid,248040,75,0.602,0.849,0.707,-6.002,104.027
7vF3xkCMvZjAe2nTWY0uQZ,Made For You,Jake Owen,238400,69,0.337,0.581,0.441,-6.829,82.125
2NM0qHzx4Ohy8iXHEEgwlO,Having Our Way (feat. Drake),Migos,278191,63,0.221,0.927,0.538,-3.917,125.983
3aQem4jVGdhtg116TmJnHz,What’s Next,Drake,178153,74,0.0628,0.781,0.594,-6.959,129.895
2TOzTqQXNmR2zDJXihjZ2e,enough for you,Olivia Rodrigo,202826,78,0.269,0.638,0.259,-10.706,88.485
7nc7mlSdWYeFom84zZ8Wr8,Tell Em,Cochise,180379,80,0.473,0.672,0.717,-7.476,157.905
0BiK5BbYNFLb88CCOxBFJe,LUMBERJACK,"Tyler, The Creator",138312,64,0.433,0.386,0.762,-6.341,170.691
1BVzLiBS3MWmXzqcxBFJDt,Almost Maybes,Jordan Davis,179186,68,0.53,0.476,0.864,-4.025,180.316
3JJL91ilRV6fXhKqu0FGXs,HOT WIND BLOWS (feat. Lil Wayne),"Tyler, The Creator",155292,69,0.729,0.371,0.75,-5.382,173.456
46oHvXwpEZOFX518we1nJD,CORSO,"Tyler, The Creator",146481,66,0.745,0.703,0.845,-4.851,97.672
0FFsgUoFibYISzMxuGS61W,I Don't Do Drugs (feat. Ariana Grande),Doja Cat,188893,70,0.45,0.683,0.615,-5.737,77.014
4ydmav4vl7hebadtfZtMrg,SIR BAUDELAIRE (feat. DJ Drama),"Tyler, The Creator",88624,64,0.51,0.467,0.635,-6.115,127.596
3EG9FJ0ToLfgnc1IG2Z1wz,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator",588139,78,0.39,0.468,0.652,-4.912,140.223
2goHCrsDJaflEwQ930ef0o,MASSA,"Tyler, The Creator",223718,61,0.46,0.685,0.855,-6.724,157.181
13HsOwrwTA5HgLuoaDHncP,RUNITUP (feat. Teezo Touchdown),"Tyler, The Creator",229564,62,0.142,0.665,0.469,-7.778,115.852
1pbbsI2KGPOMu0HmuGccBu,WILSHIRE,"Tyler, The Creator",515865,65,0.555,0.555,0.712,-7.446,78.958
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,160000,82,0.543,0.709,0.548,-8.493,83.995
0YrKSfpvflYnLSBd4Jtu6J,Time Today,Moneybagg Yo,136899,73,0.327,0.912,0.608,-7.686,136.994
1M4OcYkxAtu3ErzSgDEfoi,Up,Cardi B,156944,73,0.819,0.868,0.795,-6.044,166.0
2LbNkvmYabhVf9jBCVeLm7,Beat Box 4 (with NLE Choppa),SpotemGottem,212026,66,0.392,0.816,0.46,-8.177,159.985
5TWAIHYaOnYg4txfmCgon5,Nobody,Dylan Scott,160706,63,0.645,0.573,0.747,-6.46,79.952
23OYT3SFtoJqhiAUqktbc1,No Return (with The Kid LAROI & Lil Durk),Polo G,168728,62,0.381,0.479,0.645,-7.336,155.057
6m9dXLvLs98Y1xRHiYOtyU,No More Parties - Remix,Various Artists,192880,0,0.742,0.867,0.411,-9.4,78.496
4iCZ6Cr76For1TuHUQ90r8,Quicksand,Morray,224933,63,0.599,0.901,0.656,-7.452,119.956
1uMMWkJbsMkecvfx96d2F7,Gang WithMe,Polo G,192052,66,0.326,0.818,0.331,-10.617,85.064
2I7CJZLo2nDqGuzZJA1XlZ,Pick Up Your Feelings,Jazmine Sullivan,229413,62,0.599,0.758,0.413,-6.239,85.46
4KD0lLJ4OGonZhBeKtct9I,Avalanche,Migos,206271,59,0.687,0.917,0.623,-8.231,126.063
5cJdf78OTp3pW3Eg5zEmm1,We’re Good,Various Artists,165506,0,0.59,0.722,0.588,-5.932,134.01
5cAN3P7jWVf78gev1eF7TJ,Still Runnin (feat. Meek Mill),Lil Baby,173419,61,0.286,0.856,0.727,-5.616,146.044
62nb5YUYUqtYJhVPwRhCke,How It Feels,Lil Baby,166911,65,0.479,0.788,0.628,-5.746,104.083
25qk9xa71F1POdI4vj7rbi,Black Hearted,Polo G,190509,66,0.153,0.506,0.563,-7.664,168.146
25uBGaikHi0DhMiGMfuXYE,Painting Pictures,Polo G,137691,59,0.459,0.522,0.466,-8.05,78.43
2Igem6Q4sfvXGJ3JkG7Baw,Modern Day,Migos,241790,58,0.512,0.87,0.629,-7.598,134.944
3h3NKhcfHkr6GvEpC3FRI5,Toxic,Polo G,131968,63,0.299,0.685,0.515,-8.666,162.071
7s2kWabRM60W9I61HpKg8C,Solar Power,Lorde,192621,68,0.883,0.73,0.483,-8.565,87.996
3v1zVVdzNVNt7vmI9VG2gq,Malibu (feat. Polo G),Migos,248651,57,0.859,0.831,0.719,-6.836,155.038
4N4wemxs9Em6nJ5kXTjEsS,Type Shit (feat. Cardi B),Migos,189511,52,0.207,0.772,0.535,-7.41,76.065
4CPcZHzSvIBM8AKhdHUwnL,Clueless (with Pop Smoke & Fivio Foreign),Polo G,165404,65,0.674,0.734,0.712,-6.217,140.369
3E3pb3qH11iny6TFDJvsg5,Voice of the Heroes,Lil Baby,209299,58,0.316,0.754,0.66,-6.811,83.0
6Q7Tv7ZxmoOokvuPchcaO1,Heart of a Giant (with Rod Wave),Polo G,168765,59,0.522,0.802,0.588,-6.768,87.501
38Z8SRBxln5pP7yWLqRYwC,Party Lyfe (with DaBaby),Polo G,171231,58,0.707,0.861,0.487,-8.533,92.998
1EnWTwagv0XR5OJ51WMdzj,Go Part 1 (with G Herbo),Polo G,161627,54,0.145,0.664,0.375,-9.768,171.784
1SjBcdzWbs79UTCrH4qXJf,Epidemic,Polo G,177272,66,0.476,0.616,0.617,-8.431,175.929
6vQnpXl0KvwTfLpIhoOLHc,Boom,Polo G,126625,54,0.39,0.738,0.658,-7.44,128.208
2ELp0EL65yitpfJYwc5983,2040,Lil Baby,192920,63,0.238,0.744,0.697,-4.067,150.046
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",Olivia Rodrigo,163586,80,0.419,0.473,0.203,-12.627,168.884
7Cj3tnMCpXpHgE8CIISbGq,Bloody Canvas,Polo G,265404,58,0.339,0.772,0.48,-11.392,91.047
3vJKLsUYcC7mARUTOMUPaJ,Who I Want,Lil Baby,173207,63,0.81,0.77,0.561,-4.97,145.928
7FGdjbZ32vMybPuP0IuE7d,Back in Blood (feat. Lil Durk),Pooh Shiesty,184489,71,0.831,0.759,0.538,-8.256,146.933
1huoY7hw3hGVGfuPPe9y8P,Still Hood,Lil Baby,195063,56,0.178,0.742,0.701,-5.92,137.951
3jweuceENR5zzn10LhcjPH,Okay,Lil Baby,216547,64,0.248,0.89,0.674,-5.45,134.028
4nNw167LUp6j2VvuJdbtv8,Man of my Word,Lil Baby,172400,67,0.0816,0.789,0.609,-5.969,136.001
5BCzsnN4U4OvOegjErHTUF,Medical,Lil Baby,187680,53,0.482,0.763,0.798,-4.692,77.987
6MSyik7EzWsHQjTOPLFBrr,Rich Off Pain (feat. Rod Wave),Lil Baby,235014,60,0.135,0.469,0.613,-6.556,72.434
5LtzwqIWPXKEYfVcaY3bjc,Lying,Lil Baby,181980,55,0.56,0.741,0.892,-4.225,159.088
6gcRcCkx2K09BucndWZMCS,Snowflakes,Tom MacDonald,229375,59,0.277,0.53,0.826,-6.369,95.99
6dug6dIV40JMz2myhafHrm,That's Facts,Lil Baby,218610,60,0.854,0.884,0.577,-4.716,137.032
042Sl6Mn83JHyLEqdK7uI0,Your Power,Billie Eilish,245896,77,0.208,0.632,0.284,-14.025,129.642
3zWR0zS9p39c0FVkYkHfVF,Please,Lil Baby,206253,56,0.496,0.677,0.634,-6.231,90.268
0VYhxVxH9ijmdHUKsON9Bk,SideLine Watching (Hold Up),Lil Uzi Vert,191033,61,0.262,0.747,0.553,-7.294,141.888
1zejeOnykpCoyVSit6Bwp3,hope ur ok,Olivia Rodrigo,209560,76,0.172,0.443,0.298,-12.181,77.253
1EXRmdtTA2IEnYGiuw9plD,If You Want To,Lil Baby,195453,55,0.351,0.795,0.599,-7.819,97.033
1TZv3bujNaYz646eezRE91,Seeing Green (with Drake & Lil Wayne),Nicki Minaj,339506,66,0.231,0.573,0.867,-2.876,74.861
3hLuHKzG1cmlRpq53ZVWd8,The Good Ones,Gabby Barrett,215140,76,0.331,0.519,0.552,-5.023,89.957
4mXGooManGPH6xAWRAtRJU,Hell Of A View,Eric Church,175026,71,0.919,0.689,0.592,-6.758,98.997
4Iedi94TIaB2GGb1nMB68v,On Me,Lil Baby,135959,77,0.483,0.856,0.564,-6.295,77.972
7zl7kehxesNEo2pYkKXTSe,Killer (feat. Jack Harlow & Cordae) - Remix,Eminem,236665,67,0.848,0.924,0.73,-6.125,99.01
0axUHkhMMY0YSC1jFBVWqv,Amarillo Sky,Jason Aldean,202546,66,0.428,0.491,0.776,-3.887,154.988
6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,243836,87,0.43,0.841,0.728,-3.37,130.049
6rTInqW3YECMkQsBEHw4sd,Solid (feat. Drake),Young Stoner Life,215693,72,0.328,0.887,0.485,-9.358,125.987
2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,190534,77,0.367,0.905,0.647,-5.065,130.97
6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,164000,80,0.235,0.798,0.62,-7.079,120.031
0xTMi9fPY4AoRr7SGj9aPD,Give It To You - 95 South Remix,Jordan Knight,312840,16,0.422,0.743,0.809,-8.218,135.079
0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,Future,213520,72,0.387,0.752,0.658,-6.297,151.951
1nahzW3kfMuwReTka28tH5,Hold On,Justin Bieber,170813,75,0.302,0.658,0.634,-6.068,140.002
3cBsEDNhFI9E82vPj3kvi3,Wasted On You,Morgan Wallen,178520,87,0.252,0.505,0.657,-5.24,196.0
2MnLkFqY9Rpg9s3Zv6ZJdK,Botella Tras Botella,Gera MX,197333,80,0.69,0.727,0.546,-4.572,106.891
0baNzeUcPQnQSagpe8T0mD,worldstar money (interlude),Joji,126312,78,0.459,0.577,0.387,-8.607,146.565
60ynsPSSKe6O3sfwRnIBRf,Streets,Doja Cat,226986,83,0.189,0.749,0.463,-8.433,90.035
2udb4fwjeknDOSRgS5Lq1f,100 Miles,Various Artists,209677,26,0.588,0.669,0.696,-7.535,149.983
0YH1xT3Z7wR6dZyaCwSziK,24 Hours (feat. Lil Durk),A Boogie Wit da Hoodie,205702,64,0.146,0.586,0.474,-9.21,91.105
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,Elton John,202245,80,0.486,0.667,0.75,-4.602,126.041
28PeqNMnFfVQnXvXmyf88G,Fractions,Nicki Minaj,181690,55,0.144,0.924,0.523,-6.362,131.892
2IePEfMAtqWS6rLXXFZIgI,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,224042,69,0.408,0.792,0.707,-5.218,134.997
44OnxLiNTE4sLq3ujDwLBU,White Teeth,YoungBoy Never Broke Again,174683,57,0.738,0.638,0.66,-7.115,157.996
1uYxHHZBRliM9cNzCxq93g,Itty Bitty Piggy,Nicki Minaj,246752,61,0.798,0.761,0.722,-4.343,92.45
5iMRhOHzze2CujxHiJ6cRL,Street Runner,Rod Wave,252021,73,0.434,0.599,0.61,-8.633,159.933
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,Bad Bunny,203200,82,0.391,0.856,0.618,-4.892,81.993
2Ox2c1WEJDeQCHTXPE3YKM,Shottas (Lala),Moneybagg Yo,122728,59,0.961,0.925,0.463,-9.309,133.061
0soNGRgFn7aq1T4LXtFDMb,NEVER LEFT,Lil Tecca,168727,66,0.433,0.81,0.658,-6.92,82.532
2gclcvxYXSwDxS4vmuzfYr,Higher Power,Various Artists,211294,4,0.489,0.507,0.828,-6.023,178.032
2fSuoIlA1uTERXunbshSWh,Lady,Brett Young,194293,66,0.428,0.403,0.516,-7.983,170.015
2nxy7TbWDWOBm2bseZJX2A,Crocodile Teeth (with Skillibeng) - Remix,Nicki Minaj,217882,52,0.224,0.635,0.634,-8.91,107.008
6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,173710,80,0.485,0.83,0.585,-6.476,109.978
35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,172324,84,0.682,0.737,0.802,-4.771,144.015
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,169265,84,0.0823,0.667,0.373,-9.389,124.148
47EiUVwUp4C9fGccaPuUCS,DÁKITI,Bad Bunny,205090,82,0.145,0.731,0.573,-10.059,109.928
3q6TQTEbiLNv3RfNQfPgo3,You’re Mines Still (feat. Drake),Yung Bleu,226220,48,0.339,0.575,0.609,-4.88,83.004
4YNsxqc7YwrIcyVYrUrDDR,Therefore I Am,Various Artists,174321,10,0.716,0.889,0.34,-7.773,94.009
4oR2cCQGs0Yt0Mgr2diV6V,What’s Your Country Song,Thomas Rhett,171333,71,0.479,0.359,0.706,-6.151,174.079
3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,279204,81,0.412,0.436,0.655,-8.37,121.002
3FE6cfCDhmhOraeSLPe6Vj,Just the Way,Parmalee,193880,70,0.815,0.544,0.829,-2.84,90.048
4TIqzdAssasqx3DAe6cG9J,Ramen & OJ,Joyner Lucas,218447,74,0.165,0.597,0.571,-6.205,106.196
6QpZSfLid1YZ6c01BvB5jH,Down To One,Luke Bryan,221633,61,0.551,0.62,0.776,-4.109,93.963
4ELmykSaWrdjQS5iADqHxS,Hard For The Next (with Future),Moneybagg Yo,166326,56,0.375,0.639,0.564,-7.326,175.053
7iC56CDz8miPDKaH0OEIqS,What You Need,Don Toliver,217609,61,0.137,0.656,0.672,-7.385,130.006
20GrahbI4AzAOWxpYfDKkf,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,165366,66,0.364,0.757,0.721,-2.906,124.036
4tB6ApBRk7JEBKet5mRFF3,Tampa,Cico P,176160,65,0.751,0.888,0.407,-10.158,77.031
03ERnTvSV5fy8WAyvA4uNP,Big Gangsta,Kevin Gates,243462,65,0.346,0.879,0.574,-5.602,144.911
3641Vdge9brzX9EneSPVZM,Hellcats & Trackhawks,LilRonnie FYG,174785,9,0.37,0.71,0.669,-7.012,157.133
0mehSdTadpXbHAWTrnrIXO,Richer (feat. Polo G),Rod Wave,190458,66,0.734,0.726,0.411,-12.929,137.905
4eNOLmx8r2IJAVKvBBL1jv,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,144349,76,0.395,0.808,0.639,-7.266,118.0
4FpgCVHDfwcHQ17hJ9SyuL,Motion God,Moneybagg Yo,142437,71,0.616,0.85,0.761,-5.923,155.039
1KMkcUvF7m3SDChDOa7i5L,WITHOUT YOU,The Kid LAROI,161384,78,0.467,0.662,0.413,-7.357,93.005
1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Chris Brown,176960,77,0.581,0.755,0.578,-8.932,94.148
6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,173710,80,0.485,0.83,0.585,-6.476,109.978
5OypcrFg58e4k2iYHi69ED,"SORRY NOT SORRY (feat. Nas, JAY-Z & James Fauntleroy) - Harmonies by The Hive",DJ Khaled,258982,49,0.301,0.397,0.545,-8.052,142.214
3hboOw4dS0aXGuP0fyyvbC,Somebody Like That,Tenille Arts,198208,72,0.58,0.574,0.798,-5.356,105.034
1IZGMPe57hATuLJgmMR4eP,"BODY IN MOTION (feat. Bryson Tiller, Lil Baby & Roddy Ricch)",DJ Khaled,306193,58,0.335,0.669,0.687,-5.782,91.969
6c5wQFfJApRMooKE7UQnlH,durag activity (with Travis Scott),Baby Keem,224457,65,0.498,0.893,0.759,-4.245,80.45
3LVcKphzONOdQ2EATazlZq,Final Warning,NLE Choppa,156894,71,0.88,0.847,0.912,-3.129,81.486
08Uu8bkE5fuHbjhnZFsyoz,If Pain Was A Person,Moneybagg Yo,240917,56,0.798,0.584,0.611,-8.692,144.347
5suOUHDyRxvWDYF5GA6dly,THANKFUL (feat. Lil Wayne & Jeremih),DJ Khaled,338637,45,0.653,0.352,0.758,-2.491,84.281
0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,190476,80,0.347,0.823,0.586,-6.606,125.971
0lx2cLdOt3piJbcaXIV74f,willow,Taylor Swift,214706,82,0.529,0.392,0.574,-9.195,81.112
0KS2h61pHQ4WmOwruD7uxD,Damage,H.E.R.,223414,62,0.18,0.646,0.696,-6.505,81.336
1HjTPHXn4awvfwhjclnjfZ,Free Promo (with Polo G & Lil Durk),Moneybagg Yo,179398,51,0.437,0.774,0.627,-6.874,155.116
