,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
144,"[{'label': 'NEU', 'score': 0.9546990394592285}]","[{'label': 'NEU', 'score': 0.9423635005950928}]","[{'label': 'POS', 'score': 0.9166724681854248}]","[{'label': 'NEU', 'score': 0.936798095703125}]","[{'label': 'NEU', 'score': 0.8970245122909546}]","[{'label': 'NEU', 'score': 0.9235197901725769}]","[{'label': 'NEG', 'score': 0.7713956832885742}]","[{'label': 'NEU', 'score': 0.9446567893028259}]","[{'label': 'NEU', 'score': 0.8534101843833923}]","[{'label': 'NEU', 'score': 0.9368833303451538}]","[{'label': 'NEU', 'score': 0.9416044354438782}]","[{'label': 'NEU', 'score': 0.8571224212646484}]","[{'label': 'POS', 'score': 0.6438313722610474}]","[{'label': 'NEU', 'score': 0.8751270174980164}]","[{'label': 'POS', 'score': 0.894994854927063}]","[{'label': 'NEU', 'score': 0.9370825290679932}]","[{'label': 'NEU', 'score': 0.8742358684539795}]","[{'label': 'NEU', 'score': 0.8786066770553589}]","[{'label': 'NEU', 'score': 0.8627840876579285}]","[{'label': 'NEU', 'score': 0.8975391387939453}]","[{'label': 'NEU', 'score': 0.9472129940986633}]","[{'label': 'NEU', 'score': 0.9394877552986145}]","[{'label': 'NEU', 'score': 0.5408180356025696}]","[{'label': 'NEU', 'score': 0.8955309987068176}]","[{'label': 'NEU', 'score': 0.8623899221420288}]",
145,"[{'label': 'NEU', 'score': 0.9430812001228333}]","[{'label': 'NEU', 'score': 0.9419471025466919}]","[{'label': 'NEU', 'score': 0.9056947231292725}]","[{'label': 'NEU', 'score': 0.9328054785728455}]","[{'label': 'NEU', 'score': 0.942215621471405}]","[{'label': 'NEU', 'score': 0.9599295258522034}]","[{'label': 'NEU', 'score': 0.9482975602149963}]","[{'label': 'NEU', 'score': 0.8725402355194092}]","[{'label': 'NEU', 'score': 0.9239463806152344}]","[{'label': 'NEU', 'score': 0.5166110396385193}]","[{'label': 'NEU', 'score': 0.9237159490585327}]","[{'label': 'NEU', 'score': 0.9158833026885986}]","[{'label': 'NEU', 'score': 0.8772677779197693}]","[{'label': 'NEU', 'score': 0.9246971011161804}]","[{'label': 'NEU', 'score': 0.8226594924926758}]","[{'label': 'NEU', 'score': 0.9522354006767273}]","[{'label': 'NEU', 'score': 0.897389829158783}]","[{'label': 'NEG', 'score': 0.6913895010948181}]","[{'label': 'NEU', 'score': 0.9687016010284424}]","[{'label': 'NEU', 'score': 0.9147887229919434}]","[{'label': 'NEU', 'score': 0.8328165411949158}]","[{'label': 'NEU', 'score': 0.8975391387939453}]","[{'label': 'NEU', 'score': 0.9558355808258057}]","[{'label': 'NEU', 'score': 0.961336612701416}]","[{'label': 'NEU', 'score': 0.9312859773635864}]",
146,"[{'label': 'NEU', 'score': 0.9367349147796631}]","[{'label': 'NEU', 'score': 0.8582555651664734}]","[{'label': 'NEU', 'score': 0.9300055503845215}]","[{'label': 'NEU', 'score': 0.936619222164154}]","[{'label': 'NEU', 'score': 0.92934250831604}]","[{'label': 'NEU', 'score': 0.9238109588623047}]","[{'label': 'NEU', 'score': 0.9649136662483215}]","[{'label': 'NEU', 'score': 0.9467967748641968}]","[{'label': 'NEU', 'score': 0.9392971396446228}]","[{'label': 'NEU', 'score': 0.8958827257156372}]","[{'label': 'NEU', 'score': 0.9306462407112122}]","[{'label': 'NEU', 'score': 0.9384207725524902}]","[{'label': 'NEU', 'score': 0.8865836262702942}]","[{'label': 'NEU', 'score': 0.9037446975708008}]","[{'label': 'NEU', 'score': 0.8913679718971252}]","[{'label': 'NEU', 'score': 0.9353500008583069}]","[{'label': 'POS', 'score': 0.7295675873756409}]","[{'label': 'NEU', 'score': 0.9394877552986145}]","[{'label': 'NEU', 'score': 0.9449333548545837}]","[{'label': 'NEU', 'score': 0.9175446629524231}]","[{'label': 'NEU', 'score': 0.8849033117294312}]","[{'label': 'NEU', 'score': 0.8643373250961304}]","[{'label': 'NEU', 'score': 0.9090397357940674}]","[{'label': 'NEU', 'score': 0.9449610114097595}]","[{'label': 'NEU', 'score': 0.8646761178970337}]",
147,"[{'label': 'NEU', 'score': 0.9262098670005798}]","[{'label': 'NEU', 'score': 0.9033268094062805}]","[{'label': 'NEU', 'score': 0.8813951015472412}]","[{'label': 'NEU', 'score': 0.9398718476295471}]","[{'label': 'NEU', 'score': 0.9135361909866333}]","[{'label': 'NEU', 'score': 0.9401956796646118}]","[{'label': 'NEU', 'score': 0.9603081941604614}]","[{'label': 'NEU', 'score': 0.9274287819862366}]","[{'label': 'NEU', 'score': 0.9142281413078308}]","[{'label': 'NEU', 'score': 0.9234061241149902}]","[{'label': 'NEU', 'score': 0.9404651522636414}]","[{'label': 'POS', 'score': 0.9580076336860657}]","[{'label': 'NEU', 'score': 0.9239646196365356}]","[{'label': 'NEU', 'score': 0.9283931851387024}]","[{'label': 'NEU', 'score': 0.9631448984146118}]","[{'label': 'NEU', 'score': 0.9380878806114197}]","[{'label': 'NEU', 'score': 0.9407587051391602}]","[{'label': 'NEU', 'score': 0.8867471218109131}]","[{'label': 'NEU', 'score': 0.9402675032615662}]","[{'label': 'NEU', 'score': 0.962488055229187}]","[{'label': 'NEU', 'score': 0.8885429501533508}]","[{'label': 'NEU', 'score': 0.9170312881469727}]","[{'label': 'NEU', 'score': 0.9209818840026855}]","[{'label': 'NEU', 'score': 0.9519599080085754}]","[{'label': 'NEU', 'score': 0.9037446975708008}]",
148,"[{'label': 'NEU', 'score': 0.9198237061500549}]","[{'label': 'NEU', 'score': 0.9315442442893982}]","[{'label': 'NEU', 'score': 0.9220750331878662}]","[{'label': 'NEU', 'score': 0.9263472557067871}]","[{'label': 'NEU', 'score': 0.9047771692276001}]","[{'label': 'NEU', 'score': 0.9474392533302307}]","[{'label': 'NEU', 'score': 0.9282682538032532}]","[{'label': 'NEU', 'score': 0.9458176493644714}]","[{'label': 'NEU', 'score': 0.9367986917495728}]","[{'label': 'NEU', 'score': 0.9265138506889343}]","[{'label': 'NEU', 'score': 0.9260973930358887}]","[{'label': 'NEU', 'score': 0.7723954319953918}]","[{'label': 'NEU', 'score': 0.9172914028167725}]","[{'label': 'NEU', 'score': 0.9252316355705261}]","[{'label': 'NEU', 'score': 0.9366394877433777}]","[{'label': 'NEU', 'score': 0.9205983281135559}]","[{'label': 'NEU', 'score': 0.9422202110290527}]","[{'label': 'NEU', 'score': 0.9002358913421631}]","[{'label': 'NEU', 'score': 0.9142653942108154}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'NEU', 'score': 0.9209818840026855}]","[{'label': 'NEU', 'score': 0.9407078623771667}]","[{'label': 'NEU', 'score': 0.6672011017799377}]","[{'label': 'NEU', 'score': 0.9390496015548706}]","[{'label': 'NEU', 'score': 0.895349383354187}]",
149,"[{'label': 'NEU', 'score': 0.9440996050834656}]","[{'label': 'NEU', 'score': 0.8702918887138367}]","[{'label': 'NEU', 'score': 0.9444870352745056}]","[{'label': 'NEU', 'score': 0.9174321889877319}]","[{'label': 'NEU', 'score': 0.940245509147644}]","[{'label': 'NEU', 'score': 0.9468648433685303}]","[{'label': 'NEU', 'score': 0.9686047434806824}]","[{'label': 'NEU', 'score': 0.8785640001296997}]","[{'label': 'NEU', 'score': 0.8987745642662048}]","[{'label': 'NEU', 'score': 0.524307131767273}]","[{'label': 'NEG', 'score': 0.7500380277633667}]","[{'label': 'NEU', 'score': 0.9260500073432922}]","[{'label': 'NEU', 'score': 0.9312511682510376}]","[{'label': 'NEU', 'score': 0.6836870312690735}]","[{'label': 'NEU', 'score': 0.5474891066551208}]","[{'label': 'POS', 'score': 0.5248374938964844}]","[{'label': 'NEU', 'score': 0.9432826638221741}]","[{'label': 'NEU', 'score': 0.904867947101593}]","[{'label': 'NEU', 'score': 0.9060102701187134}]","[{'label': 'NEU', 'score': 0.8483443856239319}]","[{'label': 'NEU', 'score': 0.8718886375427246}]","[{'label': 'NEU', 'score': 0.9542194604873657}]","[{'label': 'NEU', 'score': 0.8700517416000366}]","[{'label': 'NEU', 'score': 0.8728844523429871}]","[{'label': 'POS', 'score': 0.7295675873756409}]",
150,"[{'label': 'NEU', 'score': 0.947136402130127}]","[{'label': 'NEU', 'score': 0.9266921281814575}]","[{'label': 'NEU', 'score': 0.9515436291694641}]","[{'label': 'NEU', 'score': 0.9554218649864197}]","[{'label': 'NEG', 'score': 0.8969817161560059}]","[{'label': 'NEU', 'score': 0.8741374015808105}]","[{'label': 'NEU', 'score': 0.9368833303451538}]","[{'label': 'NEU', 'score': 0.7401037812232971}]","[{'label': 'NEU', 'score': 0.9189532995223999}]","[{'label': 'NEU', 'score': 0.9312025904655457}]","[{'label': 'NEU', 'score': 0.9064196348190308}]","[{'label': 'NEU', 'score': 0.9079377055168152}]","[{'label': 'NEU', 'score': 0.9041544198989868}]","[{'label': 'NEU', 'score': 0.9096578359603882}]","[{'label': 'NEU', 'score': 0.7568070292472839}]","[{'label': 'NEU', 'score': 0.9551485180854797}]","[{'label': 'NEU', 'score': 0.9060102701187134}]","[{'label': 'NEU', 'score': 0.6002955436706543}]","[{'label': 'NEU', 'score': 0.8966253399848938}]","[{'label': 'NEU', 'score': 0.872697651386261}]","[{'label': 'NEG', 'score': 0.6847160458564758}]","[{'label': 'NEU', 'score': 0.9046236872673035}]","[{'label': 'NEU', 'score': 0.9118810296058655}]","[{'label': 'NEU', 'score': 0.8651551008224487}]","[{'label': 'NEU', 'score': 0.8980714678764343}]",
151,"[{'label': 'NEU', 'score': 0.897043764591217}]","[{'label': 'NEU', 'score': 0.867312490940094}]","[{'label': 'NEU', 'score': 0.7786843776702881}]","[{'label': 'NEU', 'score': 0.9375219345092773}]","[{'label': 'NEU', 'score': 0.9663670063018799}]","[{'label': 'NEU', 'score': 0.812822699546814}]","[{'label': 'NEG', 'score': 0.9266449213027954}]","[{'label': 'NEU', 'score': 0.9153513312339783}]","[{'label': 'NEU', 'score': 0.8251789212226868}]","[{'label': 'NEU', 'score': 0.9445141553878784}]","[{'label': 'NEU', 'score': 0.7523976564407349}]","[{'label': 'NEU', 'score': 0.8890997171401978}]","[{'label': 'NEU', 'score': 0.8936200737953186}]","[{'label': 'NEU', 'score': 0.909613847732544}]","[{'label': 'NEU', 'score': 0.9231857061386108}]","[{'label': 'POS', 'score': 0.6134665608406067}]","[{'label': 'NEU', 'score': 0.92934250831604}]","[{'label': 'NEU', 'score': 0.924250066280365}]","[{'label': 'NEU', 'score': 0.916999101638794}]","[{'label': 'NEU', 'score': 0.7208229899406433}]","[{'label': 'NEU', 'score': 0.9362586736679077}]","[{'label': 'NEU', 'score': 0.9245389103889465}]","[{'label': 'NEU', 'score': 0.8917430639266968}]","[{'label': 'NEU', 'score': 0.9113496541976929}]","[{'label': 'NEU', 'score': 0.9010027647018433}]",
152,"[{'label': 'NEU', 'score': 0.8684912919998169}]","[{'label': 'NEU', 'score': 0.9384042620658875}]","[{'label': 'NEU', 'score': 0.9634931683540344}]","[{'label': 'NEU', 'score': 0.7875198721885681}]","[{'label': 'NEU', 'score': 0.7389015555381775}]","[{'label': 'POS', 'score': 0.5131181478500366}]","[{'label': 'NEU', 'score': 0.9131981134414673}]","[{'label': 'NEU', 'score': 0.6771271228790283}]","[{'label': 'NEU', 'score': 0.8369421362876892}]","[{'label': 'NEU', 'score': 0.9656268358230591}]","[{'label': 'NEU', 'score': 0.9316055774688721}]","[{'label': 'POS', 'score': 0.9914819002151489}]","[{'label': 'NEU', 'score': 0.930071234703064}]","[{'label': 'POS', 'score': 0.9911652207374573}]","[{'label': 'NEU', 'score': 0.9541839361190796}]","[{'label': 'NEU', 'score': 0.9357748627662659}]","[{'label': 'NEU', 'score': 0.9015459418296814}]","[{'label': 'NEU', 'score': 0.9407557249069214}]","[{'label': 'NEU', 'score': 0.8873494863510132}]","[{'label': 'NEU', 'score': 0.6612535119056702}]","[{'label': 'NEU', 'score': 0.9470611214637756}]","[{'label': 'NEU', 'score': 0.8863149881362915}]","[{'label': 'NEU', 'score': 0.8374545574188232}]","[{'label': 'NEU', 'score': 0.9308272004127502}]","[{'label': 'NEU', 'score': 0.7478602528572083}]",
153,"[{'label': 'NEU', 'score': 0.9409556984901428}]","[{'label': 'NEU', 'score': 0.908557116985321}]","[{'label': 'NEG', 'score': 0.8627688884735107}]","[{'label': 'NEU', 'score': 0.8607814311981201}]","[{'label': 'NEU', 'score': 0.9073302149772644}]","[{'label': 'NEU', 'score': 0.9426389336585999}]","[{'label': 'NEU', 'score': 0.9105661511421204}]","[{'label': 'NEU', 'score': 0.9626436829566956}]","[{'label': 'NEU', 'score': 0.9019219875335693}]","[{'label': 'NEU', 'score': 0.9208440780639648}]","[{'label': 'NEU', 'score': 0.9696041941642761}]","[{'label': 'NEU', 'score': 0.911105751991272}]","[{'label': 'NEU', 'score': 0.9410347938537598}]","[{'label': 'NEU', 'score': 0.914208173751831}]","[{'label': 'NEU', 'score': 0.949602484703064}]","[{'label': 'NEU', 'score': 0.9336609244346619}]","[{'label': 'NEU', 'score': 0.8453359603881836}]","[{'label': 'NEU', 'score': 0.7653011679649353}]","[{'label': 'NEU', 'score': 0.9277577996253967}]","[{'label': 'NEU', 'score': 0.6487273573875427}]","[{'label': 'NEU', 'score': 0.793930172920227}]","[{'label': 'NEU', 'score': 0.8565368056297302}]","[{'label': 'NEU', 'score': 0.8859071731567383}]","[{'label': 'NEU', 'score': 0.9285019040107727}]","[{'label': 'NEU', 'score': 0.8711199164390564}]",
154,"[{'label': 'NEU', 'score': 0.7766842246055603}]","[{'label': 'NEU', 'score': 0.9011871814727783}]","[{'label': 'NEU', 'score': 0.8346339464187622}]","[{'label': 'NEU', 'score': 0.7464421391487122}]","[{'label': 'NEU', 'score': 0.9447121024131775}]","[{'label': 'NEU', 'score': 0.9515445232391357}]","[{'label': 'NEU', 'score': 0.9366475343704224}]","[{'label': 'NEU', 'score': 0.949749231338501}]","[{'label': 'NEU', 'score': 0.9540523290634155}]","[{'label': 'NEU', 'score': 0.9311324954032898}]","[{'label': 'NEU', 'score': 0.9471201300621033}]","[{'label': 'NEU', 'score': 0.9616591930389404}]","[{'label': 'NEU', 'score': 0.9304586052894592}]","[{'label': 'NEU', 'score': 0.9246565103530884}]","[{'label': 'NEU', 'score': 0.9504502415657043}]","[{'label': 'NEU', 'score': 0.9229124784469604}]","[{'label': 'NEU', 'score': 0.9014363288879395}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'NEU', 'score': 0.9299814105033875}]","[{'label': 'NEU', 'score': 0.9075731635093689}]","[{'label': 'NEU', 'score': 0.9286513328552246}]","[{'label': 'NEU', 'score': 0.9438971877098083}]","[{'label': 'NEU', 'score': 0.6983201503753662}]","[{'label': 'POS', 'score': 0.6134665608406067}]","[{'label': 'NEU', 'score': 0.9173077940940857}]",
155,"[{'label': 'NEU', 'score': 0.7118561863899231}]","[{'label': 'NEU', 'score': 0.8630660772323608}]","[{'label': 'POS', 'score': 0.5181809663772583}]","[{'label': 'NEU', 'score': 0.9351099133491516}]","[{'label': 'NEU', 'score': 0.877770721912384}]","[{'label': 'NEU', 'score': 0.8027181029319763}]","[{'label': 'NEU', 'score': 0.9276929497718811}]","[{'label': 'NEU', 'score': 0.9407644271850586}]","[{'label': 'NEU', 'score': 0.9264720678329468}]","[{'label': 'NEG', 'score': 0.5185729265213013}]","[{'label': 'NEU', 'score': 0.8510946035385132}]","[{'label': 'NEU', 'score': 0.9246746897697449}]","[{'label': 'NEG', 'score': 0.8661689162254333}]","[{'label': 'NEU', 'score': 0.940144419670105}]","[{'label': 'NEU', 'score': 0.7281509637832642}]","[{'label': 'NEG', 'score': 0.865683913230896}]","[{'label': 'NEU', 'score': 0.9116351008415222}]","[{'label': 'NEU', 'score': 0.8677114248275757}]","[{'label': 'NEG', 'score': 0.6847160458564758}]","[{'label': 'NEU', 'score': 0.9274527430534363}]","[{'label': 'NEU', 'score': 0.9053409695625305}]","[{'label': 'NEU', 'score': 0.5272025465965271}]","[{'label': 'NEU', 'score': 0.5977615714073181}]","[{'label': 'NEU', 'score': 0.7568070292472839}]","[{'label': 'NEU', 'score': 0.9108911752700806}]",
156,"[{'label': 'NEU', 'score': 0.9687007069587708}]","[{'label': 'NEG', 'score': 0.774505078792572}]","[{'label': 'NEU', 'score': 0.8958826661109924}]","[{'label': 'NEU', 'score': 0.9683711528778076}]","[{'label': 'NEU', 'score': 0.925504207611084}]","[{'label': 'NEU', 'score': 0.9233823418617249}]","[{'label': 'NEU', 'score': 0.9538074731826782}]","[{'label': 'NEU', 'score': 0.7566684484481812}]","[{'label': 'NEU', 'score': 0.9018244743347168}]","[{'label': 'NEU', 'score': 0.9420822858810425}]","[{'label': 'POS', 'score': 0.9911465048789978}]","[{'label': 'NEU', 'score': 0.9096120595932007}]","[{'label': 'NEU', 'score': 0.9038905501365662}]","[{'label': 'NEU', 'score': 0.9237425923347473}]","[{'label': 'NEU', 'score': 0.9432826638221741}]","[{'label': 'NEU', 'score': 0.9567961692810059}]","[{'label': 'NEU', 'score': 0.9563475251197815}]","[{'label': 'NEU', 'score': 0.9552800059318542}]","[{'label': 'NEU', 'score': 0.9567995667457581}]","[{'label': 'NEU', 'score': 0.9561338424682617}]","[{'label': 'NEU', 'score': 0.961336612701416}]","[{'label': 'NEG', 'score': 0.68117356300354}]","[{'label': 'NEU', 'score': 0.9118227362632751}]","[{'label': 'NEU', 'score': 0.9528543949127197}]","[{'label': 'NEU', 'score': 0.9619922637939453}]",
157,"[{'label': 'NEU', 'score': 0.7311330437660217}]","[{'label': 'NEG', 'score': 0.7266897559165955}]","[{'label': 'NEU', 'score': 0.9177168011665344}]","[{'label': 'NEU', 'score': 0.6170374155044556}]","[{'label': 'NEU', 'score': 0.860105574131012}]","[{'label': 'NEU', 'score': 0.9514763951301575}]","[{'label': 'NEU', 'score': 0.7416447401046753}]","[{'label': 'NEU', 'score': 0.9103187322616577}]","[{'label': 'NEU', 'score': 0.9548209309577942}]","[{'label': 'NEU', 'score': 0.9334710836410522}]","[{'label': 'NEU', 'score': 0.9193495512008667}]","[{'label': 'NEU', 'score': 0.9321747422218323}]","[{'label': 'NEU', 'score': 0.9348520636558533}]","[{'label': 'NEU', 'score': 0.9454215168952942}]","[{'label': 'NEU', 'score': 0.9435235857963562}]","[{'label': 'NEU', 'score': 0.8777848482131958}]","[{'label': 'NEU', 'score': 0.9058223366737366}]","[{'label': 'NEU', 'score': 0.8615884780883789}]","[{'label': 'NEU', 'score': 0.9138786196708679}]","[{'label': 'NEU', 'score': 0.943800687789917}]","[{'label': 'NEU', 'score': 0.9051357507705688}]","[{'label': 'NEU', 'score': 0.9356608986854553}]","[{'label': 'NEU', 'score': 0.9325900077819824}]","[{'label': 'NEU', 'score': 0.9410172700881958}]","[{'label': 'NEU', 'score': 0.9466707706451416}]",
158,"[{'label': 'NEU', 'score': 0.9405979514122009}]","[{'label': 'NEU', 'score': 0.9676781296730042}]","[{'label': 'NEU', 'score': 0.9271070957183838}]","[{'label': 'NEU', 'score': 0.9506795406341553}]","[{'label': 'NEU', 'score': 0.9481838345527649}]","[{'label': 'NEU', 'score': 0.9577810764312744}]","[{'label': 'NEU', 'score': 0.5180156826972961}]","[{'label': 'NEU', 'score': 0.902140736579895}]","[{'label': 'NEU', 'score': 0.9644016027450562}]","[{'label': 'NEU', 'score': 0.9432826638221741}]","[{'label': 'NEU', 'score': 0.9449333548545837}]","[{'label': 'NEU', 'score': 0.9583917260169983}]","[{'label': 'NEU', 'score': 0.9260500073432922}]","[{'label': 'NEU', 'score': 0.8835607767105103}]","[{'label': 'NEU', 'score': 0.8106690645217896}]","[{'label': 'NEU', 'score': 0.9002358913421631}]","[{'label': 'NEU', 'score': 0.951572597026825}]","[{'label': 'NEU', 'score': 0.9356757402420044}]","[{'label': 'NEU', 'score': 0.8917430639266968}]","[{'label': 'NEU', 'score': 0.8900666832923889}]","[{'label': 'POS', 'score': 0.7699407339096069}]","[{'label': 'NEU', 'score': 0.8245224356651306}]","[{'label': 'NEU', 'score': 0.961336612701416}]","[{'label': 'NEU', 'score': 0.8627840876579285}]","[{'label': 'NEU', 'score': 0.9496830105781555}]",
159,"[{'label': 'NEU', 'score': 0.9244233965873718}]","[{'label': 'NEU', 'score': 0.9185395836830139}]","[{'label': 'NEU', 'score': 0.9364708662033081}]","[{'label': 'NEU', 'score': 0.9576520919799805}]","[{'label': 'NEU', 'score': 0.9443731307983398}]","[{'label': 'NEU', 'score': 0.7720878720283508}]","[{'label': 'NEU', 'score': 0.9377871155738831}]","[{'label': 'NEU', 'score': 0.9514576196670532}]","[{'label': 'NEU', 'score': 0.9226436614990234}]","[{'label': 'NEU', 'score': 0.9324414730072021}]","[{'label': 'NEU', 'score': 0.918454647064209}]","[{'label': 'NEU', 'score': 0.9121898412704468}]","[{'label': 'NEU', 'score': 0.9136695861816406}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'NEU', 'score': 0.9143432974815369}]","[{'label': 'NEU', 'score': 0.952494740486145}]","[{'label': 'NEU', 'score': 0.8987745642662048}]","[{'label': 'NEU', 'score': 0.9542189240455627}]","[{'label': 'NEU', 'score': 0.9348296523094177}]","[{'label': 'NEU', 'score': 0.9148554801940918}]","[{'label': 'NEU', 'score': 0.8336597681045532}]","[{'label': 'NEU', 'score': 0.8981230854988098}]","[{'label': 'NEU', 'score': 0.882030189037323}]","[{'label': 'NEU', 'score': 0.9355072975158691}]","[{'label': 'NEU', 'score': 0.9015495777130127}]",
160,"[{'label': 'NEU', 'score': 0.9163364171981812}]","[{'label': 'NEU', 'score': 0.8880469799041748}]","[{'label': 'NEU', 'score': 0.9384658932685852}]","[{'label': 'NEG', 'score': 0.8941994309425354}]","[{'label': 'NEU', 'score': 0.9423888325691223}]","[{'label': 'NEU', 'score': 0.897578775882721}]","[{'label': 'NEU', 'score': 0.6713581681251526}]","[{'label': 'NEG', 'score': 0.7071617245674133}]","[{'label': 'NEU', 'score': 0.9534338116645813}]","[{'label': 'NEU', 'score': 0.9395177364349365}]","[{'label': 'NEU', 'score': 0.9550755620002747}]","[{'label': 'NEG', 'score': 0.8520901203155518}]","[{'label': 'NEU', 'score': 0.9529088139533997}]","[{'label': 'NEU', 'score': 0.8298296928405762}]","[{'label': 'NEU', 'score': 0.8776071667671204}]","[{'label': 'NEU', 'score': 0.9306350946426392}]","[{'label': 'NEU', 'score': 0.9586313366889954}]","[{'label': 'NEG', 'score': 0.8907083868980408}]","[{'label': 'NEU', 'score': 0.89558345079422}]","[{'label': 'NEU', 'score': 0.8400121927261353}]","[{'label': 'NEU', 'score': 0.8552220463752747}]","[{'label': 'NEU', 'score': 0.7908910512924194}]","[{'label': 'NEU', 'score': 0.9260451793670654}]","[{'label': 'NEU', 'score': 0.9134202599525452}]","[{'label': 'NEU', 'score': 0.7133625745773315}]",
161,"[{'label': 'NEU', 'score': 0.9667559266090393}]","[{'label': 'NEU', 'score': 0.967337429523468}]","[{'label': 'NEU', 'score': 0.8490681052207947}]","[{'label': 'NEU', 'score': 0.9634989500045776}]","[{'label': 'NEU', 'score': 0.8981481194496155}]","[{'label': 'POS', 'score': 0.6665691137313843}]","[{'label': 'NEU', 'score': 0.8681278228759766}]","[{'label': 'NEU', 'score': 0.9211425185203552}]","[{'label': 'NEU', 'score': 0.9282635450363159}]","[{'label': 'NEU', 'score': 0.9321867823600769}]","[{'label': 'NEU', 'score': 0.9561842083930969}]","[{'label': 'POS', 'score': 0.7932819724082947}]","[{'label': 'NEU', 'score': 0.8623580932617188}]","[{'label': 'NEU', 'score': 0.8913349509239197}]","[{'label': 'NEU', 'score': 0.9341749548912048}]","[{'label': 'NEU', 'score': 0.9540460109710693}]","[{'label': 'NEU', 'score': 0.8883139491081238}]","[{'label': 'NEU', 'score': 0.9228506088256836}]","[{'label': 'NEU', 'score': 0.9290212988853455}]","[{'label': 'NEU', 'score': 0.6207373738288879}]","[{'label': 'NEU', 'score': 0.8736910223960876}]","[{'label': 'NEU', 'score': 0.9362645149230957}]","[{'label': 'NEU', 'score': 0.9173237085342407}]","[{'label': 'NEU', 'score': 0.9392971396446228}]","[{'label': 'NEU', 'score': 0.9079616665840149}]",
162,"[{'label': 'NEU', 'score': 0.9358584880828857}]","[{'label': 'NEU', 'score': 0.8763827681541443}]","[{'label': 'NEU', 'score': 0.898418664932251}]","[{'label': 'NEU', 'score': 0.766606330871582}]","[{'label': 'NEU', 'score': 0.7727917432785034}]","[{'label': 'NEU', 'score': 0.9334474802017212}]","[{'label': 'NEU', 'score': 0.9304446578025818}]","[{'label': 'NEU', 'score': 0.9242801666259766}]","[{'label': 'NEG', 'score': 0.7441169023513794}]","[{'label': 'NEG', 'score': 0.7500380277633667}]","[{'label': 'NEU', 'score': 0.9303480386734009}]","[{'label': 'NEU', 'score': 0.9480915665626526}]","[{'label': 'NEU', 'score': 0.9003704190254211}]","[{'label': 'NEU', 'score': 0.9361178278923035}]","[{'label': 'NEU', 'score': 0.9586290121078491}]","[{'label': 'NEU', 'score': 0.8419491648674011}]","[{'label': 'NEU', 'score': 0.9272552132606506}]","[{'label': 'NEU', 'score': 0.9533547163009644}]","[{'label': 'NEU', 'score': 0.919217586517334}]","[{'label': 'NEU', 'score': 0.9560180306434631}]","[{'label': 'NEU', 'score': 0.9410238862037659}]","[{'label': 'NEU', 'score': 0.9446567893028259}]","[{'label': 'NEG', 'score': 0.5217623710632324}]","[{'label': 'NEU', 'score': 0.9537575840950012}]","[{'label': 'NEU', 'score': 0.9205455780029297}]",
163,"[{'label': 'NEU', 'score': 0.9336698651313782}]","[{'label': 'NEU', 'score': 0.9486996531486511}]","[{'label': 'NEU', 'score': 0.9109157919883728}]","[{'label': 'NEU', 'score': 0.9445595741271973}]","[{'label': 'NEU', 'score': 0.9635529518127441}]","[{'label': 'NEU', 'score': 0.8344289660453796}]","[{'label': 'POS', 'score': 0.9921548962593079}]","[{'label': 'NEU', 'score': 0.9165747761726379}]","[{'label': 'NEU', 'score': 0.8433294892311096}]","[{'label': 'NEU', 'score': 0.9308536052703857}]","[{'label': 'NEU', 'score': 0.8497892022132874}]","[{'label': 'NEU', 'score': 0.9421321153640747}]","[{'label': 'NEU', 'score': 0.9041702747344971}]","[{'label': 'NEU', 'score': 0.8617196083068848}]","[{'label': 'NEU', 'score': 0.8456194400787354}]","[{'label': 'NEU', 'score': 0.8101056814193726}]","[{'label': 'NEU', 'score': 0.9457958936691284}]","[{'label': 'NEU', 'score': 0.8358288407325745}]","[{'label': 'NEU', 'score': 0.8994066119194031}]","[{'label': 'NEU', 'score': 0.964415967464447}]","[{'label': 'NEU', 'score': 0.8523094058036804}]","[{'label': 'NEU', 'score': 0.9552829265594482}]","[{'label': 'POS', 'score': 0.4989575445652008}]","[{'label': 'NEU', 'score': 0.9062222242355347}]","[{'label': 'NEU', 'score': 0.9003704190254211}]",
