song,artist,counter
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,"{'ride': 12, 'woo': 8, 'night': 8, 'wanna': 7, 'eye': 7, 'meet': 6, 'spot': 6, 'get': 5, 'take': 5, 'stay': 4, 'baby': 4, 'drive': 4, 'vibe': 3, 'come': 3, 'look': 3, 'maybe': 3, 'hit': 3, 'hypnotized': 3, 'light': 3, 'man': 3, 'must': 3, 'life': 3, 'something': 3, 'even': 2, 'old': 2, 'catch': 2, 'yeah': 2, 'show': 2, 'find': 2, 'u': 2, 'wake': 1, 'slept': 1, 'day': 1, 'fuck': 1, 'young': 1, 'much': 1, 'strong': 1, 'longer': 1, 'go': 1, 'sleep': 1, 'fall': 1, 'asleep': 1, 'ahold': 1, 'feel': 1, 'move': 1, 'onward': 1, 'drunk': 1, 'text': 1, 'eyes': 1, 'hold': 1, 'caught': 1}"
Montero (Call Me By Your Name),Lil Nas X,"{'call': 15, 'mmm': 12, 'want': 6, 'need': 4, 'way': 4, 'name': 4, 'oh': 4, 'wanna': 3, 'time': 3, 'fuck': 2, 'livin': 2, 'cocaine': 2, 'drinkin': 2, 'friend': 2, 'live': 2, 'dark': 2, 'boy': 2, 'cannot': 2, 'pretend': 2, 'faze': 2, 'sin': 2, 'eve': 2, 'garden': 2, 'know': 2, 'morning': 2, 'like': 2, 'ayy': 2, 'every': 2, 'envy': 2, 'caught': 1, 'bad': 1, 'yesterday': 1, 'hit': 1, 'place': 1, 'anyway': 1, 'hopin': 1, 'could': 1, 'catch': 1, 'throwin': 1, 'smile': 1, 'face': 1, 'romantic': 1, 'talkin': 1, 'even': 1, 'try': 1, 'cute': 1, 'enough': 1, 'tonight': 1, 'lookin': 1, 'table': 1, 'see': 1, 'weed': 1, 'white': 1, 'baby': 1, 'life': 1, 'nigga': 1, 'right': 1, 'sell': 1, 'buyin': 1, 'feel': 1, 'ass': 1, 'hawaii': 1, 'jet': 1, 'lag': 1, 'fuckin': 1, 'flyin': 1, 'shoot': 1, 'child': 1, 'mouth': 1, 'ridin': 1, 'sign': 1, 'speak': 1, 'dime': 1, 'nine': 1, 'mine': 1, 'week': 1, 'incline': 1, 'god': 1, 'shinin': 1, 'leave': 1, 'actin': 1, 'hella': 1, 'elite': 1, 'never': 1, 'niggas': 1, 'league': 1, 'one': 1, 'tell': 1, 'love': 1, 'private': 1, 'care': 1, 'lyin': 1}"
Chasing After You,Ryan Hurd With Maren Morris,"{'know': 13, 'time': 10, 'every': 7, 'love': 7, 'till': 6, 'walk': 6, 'back': 6, 'come': 5, 'yeah': 4, 'feel': 4, 'chase': 4, 'always': 3, 'make': 3, 'matter': 3, 'life': 3, 'leave': 3, 'stand': 3, 'lonely': 3, 'like': 3, 'fool': 3, 'say': 3, 'do': 3, 'run': 3, 'let': 3, 'guess': 3, 'could': 3, 'wine': 2, 'go': 2, 'catch': 2, 'strong': 2, 'wind': 2, 'stay': 2, 'night': 2, 'long': 2, 'nothin': 2, 'new': 2, 'wake': 1, 'chest': 1, 'get': 1, 'way': 1, 'forget': 1, 'girl': 1, 'answer': 1, 'yes': 1, 'call': 1, 'wer': 1, 'aft': 1, 'r': 1, 'listen': 1, 'wish': 1, 'quit': 1, 'good': 1, 'turn': 1, 'would': 1, 'somethin': 1, 'bout': 1, 'think': 1}"
Girls Want Girls,Drake Featuring Lil Baby,"{'girl': 37, 'yeah': 28, 'want': 17, 'know': 15, 'woah': 14, 'ayy': 9, 'might': 9, 'go': 8, 'get': 8, 'see': 7, 'cause': 6, 'shit': 6, 'say': 6, 'come': 6, 'do': 5, 'oh': 5, 'way': 5, 'dress': 4, 'through': 4, 'talkin': 4, 'wait': 4, 'starin': 3, 'lesbian': 3, 'tryna': 3, 'work': 3, 'u': 3, 'like': 3, 'real': 2, 'leave': 2, 'crazy': 2, 'somethin': 2, 'fuck': 2, 'niggas': 2, 'need': 2, 'love': 2, 'girlfriend': 2, 'bitch': 2, 'two': 2, 'em': 2, 'match': 2, 'bring': 2, 'shh': 2, 'make': 2, 'thing': 2, 'cannot': 1, 'play': 1, 'player': 1, 'babe': 1, 'grow': 1, 'drayaface': 1, 'one': 1, 'take': 1, 'spot': 1, 'give': 1, 'away': 1, 'sorry': 1, 'fan': 1, 'catch': 1, 'day': 1, 'thinkin': 1, 'block': 1, 'fadeaway': 1, 'vib': 1, 'payday': 1, 'guess': 1, 'sam': 1, 'miami': 1, 'hotel': 1, 'room': 1, 'tell': 1, 'fell': 1, 'shotting': 1, 'throwin': 1, 'textin': 1, 'shape': 1, 'well': 1, 'stay': 1, 'curl': 1, 'gym': 1, 'surgery': 1, 'pay': 1, 'courtesy': 1, 'imagine': 1, 'curvin': 1, 'put': 1, 'overly': 1, 'handle': 1, 'business': 1, 'pretty': 1, 'keep': 1, 'fleek': 1, 'benz': 1, 'aps': 1, 'really': 1, 'call': 1, 'twin': 1, 'cool': 1, 'owner': 1, 'gon': 1, 'let': 1, 'peer': 1, 'look': 1, 'good': 1, 'people': 1, 'casamigos': 1, 'heat': 1, 'gotta': 1, 'follow': 1, 'uber': 1, 'car': 1, 'fill': 1, 'shooter': 1, 'light': 1, 'camera': 1, 'action': 1, 'movie': 1, 'drive': 1, 'coupe': 1, 'house': 1, 'party': 1, 'nobody': 1, 'eat': 1, 'pussy': 1, 'please': 1, 'along': 1, 'mind': 1, 'much': 1, 'wrong': 1, 'feel': 1, 'whatever': 1, 'dreamin': 1, 'bout': 1, 'swear': 1, 'ride': 1, 'around': 1, 'town': 1, 'lay': 1, 'wanna': 1, 'roll': 1, 'gang': 1, 'fine': 1, 'askin': 1, 'se': 1, 'settlin': 1}"
Moth To A Flame,Swedish House Mafia & The Weeknd,"{'lie': 9, 'know': 8, 'truly': 8, 'like': 5, 'oh': 4, 'woah': 3, 'one': 3, 'call': 3, 'babe': 3, 'pull': 2, 'time': 2, 'let': 2, 'cause': 2, 'seem': 2, 'good': 2, 'make': 2, 'feel': 2, 'friend': 2, 'say': 2, 'love': 2, 'true': 2, 'sleep': 2, 'picture': 2, 'keep': 2, 'reason': 2, 'cry': 2, 'tell': 2, 'heart': 2, 'hey': 2, 'moth': 1, 'flame': 1, 'back': 1, 'need': 1, 'initially': 1, 'away': 1, 'leave': 1, 'loyal': 1, 'lies': 1, 'yeah': 1, 'go': 1, 'stay': 1, 'right': 1, 'bed': 1, 'arm': 1}"
Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,"{'ayy': 22, 'let': 15, 'go': 15, 'brandon': 12, 'never': 4, 'man': 4, 'vote': 3, 'one': 3, 'worship': 3, 'need': 3, 'plan': 3, 'get': 2, 'joke': 2, 'make': 2, 'break': 2, 'dad': 2, 'number': 2, 'havin': 2, 'fun': 2, 'pow': 2, 'keep': 2, 'drum': 2, 'like': 2, 'cannon': 2, 'brrt': 2, 'goat': 1, 'eighty': 1, 'million': 1, 'laughin': 1, 'biden': 1, 'america': 1, 'em': 1, 'afraid': 1, 'god': 1, 'puttin': 1, 'gun': 1, 'government': 1, 'jesus': 1, 'vaccine': 1, 'dumb': 1, 'hey': 1, 'sleepy': 1, 'joe': 1, 'hands': 1, 'friend': 1, 'ew': 1, 'speak': 1, 'truth': 1, 'care': 1, 'offend': 1, 'sissy': 1, 'know': 1, 'underage': 1, 'kid': 1, 'say': 1, 'nick': 1, 'pandemic': 1, 'real': 1, 'ask': 1, 'question': 1, 'start': 1, 'bannin': 1, 'fact': 1}"
Thats What I Want,Lil Nas X,"{'love': 12, 'want': 10, 'need': 9, 'someone': 9, 'know': 6, 'night': 5, 'day': 4, 'way': 4, 'like': 3, 'feel': 3, 'right': 3, 'late': 3, 'dream': 3, 'fuckin': 3, 'cause': 3, 'boy': 2, 'tell': 2, 'yeah': 2, 'get': 2, 'let': 2, 'find': 2, 'lonely': 2, 'miss': 2, 'alone': 2, 'givin': 2, 'away': 2, 'mind': 2, 'one': 1, 'two': 1, 'three': 1, 'four': 1, 'cuddle': 1, 'keep': 1, 'warm': 1, 'long': 1, 'sunlight': 1, 'lie': 1, 'argue': 1, 'fight': 1, 'tonight': 1, 'afro': 1, 'black': 1, 'gold': 1, 'teeth': 1, 'dark': 1, 'skin': 1, 'lookin': 1, 'wonder': 1, 'g': 1, 'b': 1, 'see': 1, 'comin': 1, 'caus': 1, 'look': 1, 'harder': 1, 'time': 1, 'nothin': 1, 'baby': 1, 'prime': 1, 'adversary': 1, 'marry': 1, 'life': 1, 'stressin': 1, 'okay': 1, 'everything': 1, 'alright': 1, 'uh': 1, 'thing': 1, 'anything': 1, 'body': 1, 'little': 1, 'bit': 1, 'brain': 1}"
Take My Breath,The Weeknd,"{'oh': 18, 'breath': 17, 'take': 15, 'babe': 13, 'away': 10, 'say': 5, 'bring': 5, 'nobody': 5, 'uh': 4, 'feel': 4, 'well': 4, 'close': 4, 'ooh': 4, 'like': 3, 'love': 3, 'make': 3, 'last': 3, 'forever': 3, 'never': 3, 'ah': 3, 'heaven': 3, 'saw': 2, 'fire': 2, 'eye': 2, 'tell': 2, 'wanna': 2, 'yeah': 2, 'dream': 2, 'edge': 2, 'fantasy': 2, 'okay': 2, 'suddenly': 2, 'baby': 2, 'look': 1, 'thing': 1, 'try': 1, 'know': 1, 'temptation': 1, 'devil': 1, 'disguise': 1, 'risk': 1, 'alive': 1, 'offering': 1, 'sacrifice': 1, 'time': 1, 'light': 1, 'want': 1, 'hold': 1, 'tight': 1, 'pull': 1, 'closer': 1, 'heat': 1, 'thigh': 1, 'way': 1, 'young': 1, 'end': 1, 'life': 1, 'huh': 1, 'girl': 1, 'one': 1, 'pays': 1, 'price': 1, 'see': 1}"
Happier Than Ever,Billie Eilish,"{'wish': 5, 'say': 5, 'make': 5, 'cause': 5, 'could': 4, 'good': 4, 'mm': 4, 'never': 4, 'away': 3, 'happy': 3, 'ever': 3, 'explain': 3, 'fuckin': 3, 'time': 3, 'fuck': 3, 'true': 2, 'tell': 2, 'know': 2, 'friend': 2, 'relate': 2, 'talk': 2, 'shit': 2, 'bad': 2, 'everything': 2, 'ah': 2, 'give': 1, 'day': 1, 'two': 1, 'think': 1, 'something': 1, 'clever': 1, 'write': 1, 'letter': 1, 'read': 1, 'interview': 1, 'skip': 1, 'avenue': 1, 'passin': 1, 'even': 1, 'way': 1, 'ask': 1, 'asked': 1, 'cool': 1, 'tellin': 1, 'opposite': 1, 'end': 1, 'afraid': 1, 'fair': 1, 'clearly': 1, 'wer': 1, 'n': 1, 'aware': 1, 'mi': 1, 'rable': 1, 'really': 1, 'wanna': 1, 'call': 1, 'drunk': 1, 'benz': 1, 'drivin': 1, 'home': 1, 'influence': 1, 'scar': 1, 'death': 1, 'wastin': 1, 'breath': 1, 'listen': 1, 'treat': 1, 'shitty': 1, 'hate': 1, 'city': 1, 'internet': 1, 'anyone': 1, 'anything': 1, 'embarrass': 1, 'sad': 1, 'waste': 1, 'try': 1, 'feel': 1, 'every': 1, 'show': 1, 'empty': 1, 'line': 1, 'pay': 1, 'mind': 1, 'mother': 1, 'shut': 1, 'em': 1, 'kid': 1, 'ruin': 1, 'always': 1, 'misunderstood': 1, 'moment': 1, 'leave': 1, 'alone': 1, 'yeah': 1, 'goddamn': 1}"
Wockesha,Moneybagg Yo,"{'hmm': 19, 'cup': 15, 'like': 11, 'mm': 8, 'go': 6, 'get': 5, 'love': 5, 'need': 5, 'back': 4, 'every': 4, 'one': 4, 'way': 4, 'put': 3, 'minute': 3, 'do': 3, 'sittin': 3, 'time': 3, 'spend': 3, 'find': 3, 'feeling': 3, 'fuckin': 3, 'know': 3, 'pour': 3, 'feel': 3, 'nobody': 2, 'pick': 2, 'lookin': 2, 'candy': 2, 'bitch': 2, 'mad': 2, 'hunnid': 2, 'full': 2, 'nigga': 2, 'next': 2, 'runnin': 2, 'somehow': 2, 'still': 2, 'attach': 2, 'tryna': 2, 'answer': 2, 'truth': 2, 'dumb': 2, 'stupid': 2, 'rack': 2, 'ya': 2, 'liter': 2, 'sippin': 2, 'chaser': 2, 'reefer': 2, 'mind': 2, 'wockesha': 2, 'watch': 2, 'heart': 2, 'therapist': 2, 'talk': 2, 'swear': 2, 'purple': 2, 'fuck': 2, 'grown': 2, 'somebody': 2, 'stop': 2, 'yeah': 1, 'kinda': 1, 'umm': 1, 'honestly': 1, 'business': 1, 'drink': 1, 'whatever': 1, 'hell': 1, 'reaction': 1, 'popular': 1, 'successful': 1, 'lot': 1, 'thing': 1, 'ever': 1, 'probably': 1, 'haha': 1, 'keisha': 1, 'damn': 1, 'hit': 1, 'spot': 1, 'taste': 1, 'sweet': 1, 'fruit': 1, 'ooh': 1, 'wet': 1, 'water': 1, 'withdrawal': 1, 'feelin': 1, 'different': 1, 'day': 1, 'dose': 1, 'th': 1, 'n': 1, 'missin': 1, 'ghost': 1, 'min': 1, 'stampin': 1, 'priority': 1, 'status': 1, 'ha': 1, 'thumbin': 1, 'thou': 1, 'two': 1, 'catch': 1, 'cuttin': 1, 'loose': 1, 'pop': 1, 'peekaboo': 1, 'flyer': 1, 'louis': 1, 'v': 1, 'coat': 1, 'gas': 1, 'station': 1, 'coffee': 1, 'drive': 1, 'boat': 1, 'money': 1, 'buy': 1, 'happiness': 1, 'inside': 1, 'g': 1, 'head': 1, 'somethin': 1, 'eat': 1, 'thug': 1, 'lie': 1, 'high': 1, 'price': 1, 'weed': 1, 'displayin': 1, 'wear': 1, 'em': 1, 'sleeve': 1, 'see': 1, 'ring': 1, 'around': 1, 'rise': 1, 'z': 1, 'oz': 1, 'hope': 1, 'od': 1, 'keep': 1, 'sayin': 1, 'turn': 1, 'demon': 1, 'emoji': 1, 'devil': 1, 'miss': 1, 'whole': 1, 'week': 1, 'playground': 1, 'pay': 1, 'four': 1, 'zone': 1, 'strong': 1, 'home': 1, 'house': 1, 'relapsin': 1, 'try': 1, 'leave': 1, 'lone': 1, 'relapse': 1, 'girl': 1, 'street': 1, 'rare': 1, 'dark': 1, 'skin': 1, 'hair': 1, 'stingy': 1, 'hard': 1, 'share': 1, 'never': 1, 'good': 1, 'drop': 1, 'whenever': 1, 'shit': 1, 'toxic': 1, 'let': 1, 'gotta': 1, 'must': 1}"
Better Days,NEIKED X Mae Muller X Polo G,"{'well': 12, 'day': 11, 'sit': 10, 'around': 10, 'wait': 8, 'oh': 5, 'good': 4, 'get': 4, 'amen': 4, 'haze': 3, 'shade': 3, 'could': 3, 'use': 3, 'break': 3, 'uh': 3, 'feelin': 2, 'hold': 2, 'come': 2, 'know': 2, 'play': 2, 'let': 2, 'livin': 2, 'stayin': 2, 'make': 2, 'cause': 2, 'one': 2, 'lonely': 1, 'need': 1, 'someone': 1, 'baby': 1, 'yeah': 1, 'jade': 1, 'tell': 1, 'movin': 1, 'along': 1, 'since': 1, 'go': 1, 'long': 1, 'introvert': 1, 'friend': 1, 'pray': 1, 'three': 1, 'hundred': 1, 'k': 1, 'end': 1, 'remember': 1, 'last': 1, 'night': 1, 'black': 1, 'white': 1, 'dress': 1, 'back': 1, 'say': 1, 'careful': 1, 'heart': 1, 'fragile': 1, 'thinkin': 1, 'bout': 1, 'past': 1, 'lash': 1, 'see': 1, 'worry': 1, 'problem': 1, 'call': 1, 'lock': 1, 'dawg': 1, 'fan': 1, 'hang': 1, 'picture': 1, 'wall': 1, 'roll': 1, 'high': 1, 'tonight': 1, 'backseat': 1, 'maybach': 1, 'lavish': 1, 'life': 1, 'chillin': 1, 'star': 1, 'like': 1, 'satellite': 1, 'ap': 1, 'arm': 1, 'shinin': 1, 'bright': 1}"
Buy Dirt,Jordan Davis Featuring Luke Bryan,"{'buy': 10, 'dirt': 7, 'find': 4, 'get': 4, 'let': 4, 'cause': 4, 'one': 3, 'live': 3, 'without': 3, 'ring': 3, 'knee': 3, 'hit': 3, 'ground': 3, 'love': 3, 'call': 3, 'work': 3, 'throw': 3, 'little': 3, 'money': 3, 'plate': 3, 'church': 3, 'send': 3, 'prayer': 3, 'root': 3, 'deep': 3, 'add': 3, 'limb': 3, 'family': 3, 'tree': 3, 'watch': 3, 'pencil': 3, 'mark': 3, 'grass': 3, 'yard': 3, 'grow': 3, 'truth': 3, 'go': 3, 'real': 3, 'quick': 3, 'happiness': 3, 'say': 2, 'dollar': 2, 'day': 1, 'turn': 1, 'sit': 1, 'back': 1, 'rocker': 1, 'lately': 1, 'told': 1, 'chase': 1, 'sip': 1, 'coffee': 1, 'pour': 1, 'wisdom': 1, 'want': 1, 'two': 1, 'cent': 1, 'make': 1, 'count': 1, 'catch': 1, 'ladder': 1, 'tell': 1, 'thing': 1, 'matter': 1, 'put': 1, 'fence': 1, 'around': 1, 'laid': 1, 'thank': 1, 'good': 1, 'lord': 1, 'makin': 1}"
Ghost,Justin Bieber,"{'life': 11, 'miss': 10, 'oh': 5, 'know': 3, 'leave': 3, 'get': 3, 'close': 3, 'settle': 3, 'ghost': 3, 'next': 3, 'memory': 3, 'ecstasy': 3, 'na': 3, 'youngblood': 2, 'think': 2, 'always': 2, 'tomorrow': 2, 'follow': 2, 'since': 2, 'love': 2, 'want': 2, 'time': 2, 'touch': 1, 'night': 1, 'hollow': 1, 'cross': 1, 'bridge': 1, 'need': 1, 'borrow': 1, 'behind': 1, 'could': 1, 'yeah': 1, 'woah': 1}"
Lets Go Brandon,Loza Alexander,"{'fuck': 51, 'joe': 51, 'biden': 50, 'let': 26, 'go': 22, 'brandon': 20, 'know': 16, 'sayin': 12, 'ayy': 11, 'hoe': 8, 'they': 4, 'yeah': 4, 'though': 3, 'like': 3, 's': 2, 'woo': 2, 'uh': 2, 'nobody': 2, 'people': 2, 'ay': 1, 'th': 1, 'bid': 1, 'n': 1, 'say': 1, 'wit': 1, 'passion': 1, 'pull': 1, 'aston': 1, 'as': 1, 'huh': 1, 'try': 1, 'cover': 1, 'tell': 1, 'hear': 1, 'chant': 1, 'every': 1, 'post': 1, 'want': 1, 'commie': 1, 'cause': 1, 'china': 1, 'everybody': 1, 'hat': 1, 'trump': 1, 'catch': 1, 'body': 1, 'get': 1, 'treatin': 1, 'u': 1, 'squid': 1, 'game': 1, 'green': 1, 'light': 1, 'mandate': 1, 'insane': 1, 'time': 1, 'wakin': 1, 'e': 1, 'erything': 1, 'mean': 1}"
Cold As You,Luke Combs,"{'clock': 6, 'like': 4, 'cold': 4, 'whiskey': 3, 'river': 3, 'jukebox': 3, 'honky': 3, 'tonk': 3, 'sawdust': 3, 'dance': 3, 'floor': 3, 'neon': 3, 'five': 3, 'pro': 3, 'plenty': 3, 'damn': 3, 'many': 3, 'want': 3, 'one': 3, 'break': 3, 'heart': 3, 'fool': 3, 'old': 3, 'bar': 3, 'stool': 3, 'drinkin': 3, 'beer': 3, 'almost': 3, 'guy': 2, 'lose': 2, 'girl': 2, 'run': 2, 'get': 2, 'junk': 1, 'joint': 1, 'backroad': 1, 'blinkin': 1, 'window': 1, 'sign': 1, 'arrow': 1, 'gravel': 1, 'iot': 1, 'chock': 1, 'full': 1, 'toolbox': 1, 'truck': 1, 'makin': 1, 'happy': 1, 'hour': 1, 'way': 1, 'home': 1, 'bunch': 1, 'good': 1, 'time': 1, 'number': 1, 'stall': 1, 'door': 1, 'picture': 1, 'dart': 1, 'board': 1, 'cinder': 1, 'block': 1, 'wall': 1, 'ever': 1, 'clean': 1, 'still': 1, 'dirty': 1, 'do': 1}"
A-O-K,Tai Verdes,"{'a': 47, 'o': 47, 'na': 33, 'k': 30, 'uh': 16, 'mmm': 14, 'know': 13, 'world': 6, 'way': 6, 'blue': 5, 'space': 5, 'makin': 5, 'lemonade': 5, 'woo': 5, 'good': 4, 'see': 4, 'outer': 4, 'big': 3, 'head': 3, 'trouble': 3, 'come': 3, 'sugar': 3, 'gon': 3, 'live': 2, 'little': 2, 'say': 2, 'lyin': 2, 'yeah': 2, 'guitar': 1, 'sound': 1, 'sweet': 1, 'out': 1, 'hey': 1, 'lady': 1, 'feelin': 1, 'crazy': 1, 'friend': 1, 'busy': 1, 'baby': 1, 'ew': 1, 'real': 1, 'like': 1, 'taste': 1, 'nah': 1, 'let': 1, 'change': 1, 'mind': 1, 'old': 1, 'two': 1, 'four': 1, 'six': 1, 'eight': 1, 'appreciate': 1, 'put': 1, 'water': 1, 'yuh': 1, 'cause': 1, 'minute': 1, 'maid': 1, 'fuck': 1, 'hate': 1, 'shimmy': 1, 'shake': 1, 'woah': 1, 'throw': 1, 'middle': 1, 'finger': 1, 'interstate': 1, 'living': 1, 'knew': 1, 'yo': 1, 'eat': 1, 'shit': 1, 'pretend': 1, 'gourmet': 1, 'lie': 1, 'terrible': 1, 'horrible': 1, 'no': 1, 'bad': 1, 'day': 1, 'g': 1, 'always': 1, 'yes': 1, 'haha': 1, 'okay': 1, 'man': 1}"
You Should Probably Leave,Chris Stapleton,"{'probably': 13, 'leave': 12, 'know': 10, 'want': 5, 'yeah': 4, 'gonna': 4, 'say': 4, 'cause': 3, 'lead': 3, 'stay': 3, 'hard': 2, 'right': 2, 'thing': 2, 'late': 1, 'recognize': 1, 'look': 1, 'eye': 1, 'still': 1, 'time': 1, 'finish': 1, 'wine': 1, 'resist': 1, 'alright': 1, 'one': 1, 'kiss': 1, 'like': 1, 'devil': 1, 'shoulder': 1, 'keep': 1, 'whisperin': 1, 'ear': 1, 'gettin': 1, 'kinda': 1, 'wanna': 1, 'baby': 1, 'sun': 1, 'skin': 1, 'watchin': 1, 'sleep': 1, 'honey': 1, 'afraid': 1, 'wake': 1, 'oh': 1}"
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),"{'la': 58, 'woo': 23, 'leave': 13, 'door': 12, 'open': 12, 'baby': 10, 'girl': 9, 'tell': 7, 'say': 6, 'like': 6, 'feel': 6, 'want': 6, 'comin': 6, 'waitin': 6, 'get': 5, 'come': 5, 'hopin': 5, 'tryna': 4, 'lay': 3, 'arm': 3, 'way': 3, 'tonight': 3, 'doin': 2, 'oh': 2, 'plan': 2, 'sip': 2, 'drip': 2, 'look': 2, 'good': 2, 'house': 2, 'clean': 2, 'pool': 2, 'warm': 2, 'wing': 2, 'playin': 2, 'game': 2, 'every': 2, 'word': 2, 'straight': 2, 'heart': 2, 'ooh': 2, 'sweet': 2, 'tight': 2, 'uh': 2, 'unless': 2, 'smoke': 2, 'haze': 2, 'hey': 2, 'adore': 2, 'shut': 1, 'trap': 1, 'sippin': 1, 'wine': 1, 'robe': 1, 'alone': 1, 'shave': 1, 'smooth': 1, 'newborn': 1, 'dancin': 1, 'romancin': 1, 'east': 1, 'west': 1, 'mansion': 1, 'happenin': 1, 'bite': 1, 'purple': 1, 'hungry': 1, 'filet': 1, 'keep': 1, 'much': 1, 'love': 1, 'could': 1, 'makin': 1, 'shamone': 1, 'talkin': 1, 'kissin': 1, 'cuddlin': 1, 'rise': 1, 'petal': 1, 'bathtub': 1, 'let': 1, 'jump': 1, 'bubblin': 1, 'need': 1, 'see': 1, 'give': 1, 'ah': 1, 'gotta': 1, 'know': 1}"
Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,"{'thinkin': 12, 'bout': 12, 'oh': 5, 'callin': 4, 'right': 4, 'weekend': 3, 'cumberland': 3, 'lake': 3, 'one': 3, 'time': 3, 'baton': 3, 'rouge': 3, 'make': 3, 'rain': 3, 'go': 3, 'chasin': 3, 'fallin': 3, 'star': 3, 'hill': 3, 'daddy': 3, 'farm': 3, 'sorry': 3, 'blue': 3, 'girl': 2, 'heard': 2, 'day': 2, 'well': 1, 'look': 1, 'last': 1, 'call': 1, 'think': 1, 'get': 1, 'mama': 1, 'long': 1, 'saw': 1, 'sister': 1, 'circle': 1, 'k': 1, 'baby': 1, 'number': 1, 'two': 1, 'way': 1, 'see': 1, 'since': 1, 'weddin': 1, 'arm': 1, 'good': 1, 'hear': 1, 'coincidence': 1, 'mmm': 1, 'hey': 1, 'gotta': 1, 'say': 1, 'song': 1, 'put': 1, 'smile': 1, 'face': 1, 'start': 1, 'reminisce': 1, 'edge': 1, 'glad': 1, 'decide': 1, 'ever': 1, 'back': 1, 'town': 1, 'doin': 1, 'cause': 1, 'probably': 1, 'ooh': 1, 'woah': 1}"
Memory I Don't Mess With,Lee Brice,"{'leave': 8, 'girl': 8, 'memory': 6, 'mess': 6, 'one': 6, 'get': 4, 'back': 4, 'best': 3, 'obsess': 3, 'fall': 3, 'right': 3, 'slip': 3, 'always': 3, 'helpless': 3, 'hate': 3, 'help': 3, 'gotta': 3, 'u': 3, 'left': 3, 'red': 2, 'river': 2, 'footprint': 2, 'sand': 2, 'cold': 2, 'walk': 2, 'december': 2, 'warm': 2, 'sun': 2, 'still': 2, 'hand': 1, 'dress': 1, 'front': 1, 'step': 1, 'lake': 1, 'blanket': 1, 'backyard': 1, 'lie': 1, 'wide': 1, 'awake': 1, 'moonlight': 1, 'seat': 1, 'breeze': 1, 'wire': 1, 'springsteen': 1, 'speaker': 1, 'fire': 1, 'stuff': 1, 'think': 1, 'cause': 1, 'kill': 1, 'dance': 1, 'around': 1, 'good': 1, 'running': 1, 'like': 1, 'close': 1}"
