song,artist,counter
Off The Grid,Kanye West,"{'pray': 7, 'new': 5, 'hard': 5, 'live': 3, 'remember': 3, 'different': 3, 'tsk': 3, 'send': 2, 'loose': 2, 'predict': 2, 'woo': 2, 'bless': 2, 'sit': 2, 'speak': 1, 'meant': 1, 'bring': 1, 'thank': 1, 'blunt': 1, 'write': 1, 'eat': 1, 'big': 1, 'smarter': 1, 'cheap': 1, 'witnessed': 1, 'amazing': 1, 'correct': 1, 'protect': 1, 'lose': 1, 'woos': 1, 'ask': 1, 'viral': 1, 'digital': 1, 'critical': 1, 'injure': 1, 'drown': 1, 'got': 1, 'bought': 1, 'sure': 1, 'sorry': 1, 'delicate': 1, 'heavenly': 1, 'resent': 1, 'overstep': 1, 'listen': 1, 'forgive': 1, 'forbid': 1}"
Skate,Silk Sonic (Bruno Mars & Anderson .Paak),"{'ooh': 3, 'tight': 2, 'big': 1}"
Am I Dreaming,Lil Nas X Featuring Miley Cyrus,"{'forget': 6, 'relive': 3}"
Don't Go Yet,Camila Cabello,"{'early': 2, 'write': 1, 'follow': 1, 'imagined': 1, 'mesmerize': 1, 'wore': 1}"
Country Again,Thomas Rhett,"{'quit': 2, 'sure': 2, 'spend': 1, 'ooh': 1, 'thank': 1}"
Range Brothers,Baby Keem & Kendrick Lamar,"{'unleaded': 2, 'poetic': 2, 'remember': 2, 'educate': 1, 'introduce': 1, 'send': 1, 'hid': 1, 'remind': 1, 'ask': 1, 'relate': 1, 'lose': 1, 'heard': 1, 'abide': 1, 'reside': 1, 'soft': 1, 'live': 1, 'confuse': 1, 'fused': 1, 'restore': 1, 'understood': 1, 'hot': 1, 'believe': 1}"
IMY2,Drake Featuring Kid Cudi,"{'told': 4, 'suppose': 3, 'sure': 2, 'believe': 2, 'lose': 2, 'lifted': 1, 'woo': 1, 'choose': 1, 'alive': 1, 'grow': 1, 'survive': 1, 'unwind': 1, 'stuck': 1, 'sad': 1}"
Yebba's Heartbreak,Drake & Yebba,"{'choose': 1, 'swear': 1}"
Get Along Better,Drake Featuring Ty Dolla $ign,"{'suppose': 1, 'send': 1, 'apologized': 1, 'defend': 1, 'fend': 1, 'invest': 1, 'swear': 1, 'woo': 1, 'ooh': 1, 'different': 1, 'ask': 1, 'bury': 1, 'proud': 1, 'unreal': 1}"
Lalisa,Lisa,"{'ooh': 6, 'loud': 6, 'hear': 1, 'speak': 1, 'protect': 1, 'woo': 1, 'belongs': 1}"
Fountains,Drake Featuring Tems,"{'lose': 2, 'admire': 2, 'long': 2, 'suppress': 1, 'weak': 1, 'broken': 1}"
Single Saturday Night,Cole Swindell,"{'long': 3, 'beautiful': 3}"
We Didn't Have Much,Justin Moore,"{'lose': 1, 'sure': 1, 'hear': 1}"
Jail,Kanye West,"{'honest': 6, 'explain': 1, 'pray': 1, 'many': 1, 'ask': 1, 'send': 1}"
Fucking Fans,Drake,"{'worried': 3, 'ooh': 2, 'sit': 2, 'send': 2, 'happy': 2, 'sorry': 1, 'seem': 1, 'overwhelm': 1, 'suppose': 1, 'hard': 1, 'justify': 1, 'locked': 1, 'imagine': 1, 'pour': 1, 'grow': 1, 'outgrow': 1}"
The Remorse,Drake,"{'hard': 12, 'ooh': 4, 'forget': 2, 'recognize': 1, 'succeed': 1, 'speak': 1, 'enact': 1, 'dislocate': 1, 'dedicated': 1, 'sit': 1, 'sure': 1, 'loud': 1, 'hear': 1, 'convince': 1, 'off': 1, 'unlike': 1, 'guilty': 1, 'please': 1, 'certify': 1, 'owning': 1, 'owe': 1, 'soft': 1, 'ignore': 1, 'rekindle': 1, 'pray': 1, 'beautiful': 1}"
Ok Ok,Kanye West,"{'heal': 1, 'hard': 1, 'loose': 1, 'tight': 1, 'broken': 1, 'many': 1, 'sudden': 1, 'swear': 1, 'hear': 1, 'late': 1}"
Junya,Kanye West,"{'honest': 2, 'lose': 2, 'new': 1}"
Believe What I Say,Kanye West,"{'follow': 8, 'early': 3, 'involve': 3, 'believe': 3, 'ask': 2, 'agree': 2, 'deceive': 2, 'unexpected': 1, 'protect': 1, 'protected': 1, 'heard': 1, 'long': 1, 'understand': 1, 'write': 1, 'many': 1, 'big': 1, 'loved': 1, 'played': 1}"
Jonah,Kanye West,"{'forget': 2, 'lose': 2, 'big': 2, 'hard': 1, 'assure': 1, 'pour': 1, 'many': 1, 'hear': 1, 'ugly': 1, 'please': 1, 'bloody': 1, 'speak': 1}"
Jesus Lord,Kanye West,"{'many': 4, 'live': 3, 'big': 3, 'swear': 2, 'long': 2, 'bring': 2, 'bleed': 2, 'thank': 2, 'hard': 1, 'introduce': 1, 'unnoticed': 1, 'brought': 1, 'lose': 1, 'rode': 1, 'stuck': 1, 'absorb': 1, 'pregnant': 1, 'afford': 1, 'decide': 1, 'bought': 1, 'numb': 1, 'heal': 1, 'grieve': 1, 'send': 1, 'beneficent': 1, 'merciful': 1, 'confess': 1, 'shoo': 1, 'tectonic': 1, 'interstellar': 1, 'remain': 1, 'sure': 1, 'confirm': 1, 'seem': 1, 'rugged': 1, 'continue': 1, 'incarcerate': 1, 'treated': 1, 'wanted': 1, 'secure': 1, 'told': 1, 'touched': 1, 'able': 1, 'deserve': 1, 'breathe': 1}"
Motley Crew,Post Malone,"{'big': 3, 'serious': 3, 'sit': 2, 'forget': 1, 'pour': 1, 'ooh': 1}"
Remote Control,Kanye West,"{'new': 3, 'please': 1, 'ask': 1, 'big': 1, 'owe': 1, 'live': 1, 'send': 1, 'righteous': 1, 'hover': 1, 'ooh': 1, 'dabble': 1, 'blab': 1}"
God Breathed,Kanye West,"{'breathe': 25, 'got': 1, 'solve': 1, 'heal': 1, 'pray': 1, 'remember': 1, 'inhale': 1, 'big': 1, 'proud': 1}"
Heartbreak Anniversary,Giveon,"{'ooh': 13, 'walked': 2, 'remember': 2, 'deflate': 1}"
Forever After All,Luke Combs,"{'long': 2, 'new': 2, 'up': 2, 'lose': 1, 'late': 1}"
Heaven And Hell,Kanye West,"{'pray': 5, 'new': 3, 'grow': 1, 'live': 1, 'connect': 1, 'false': 1, 'bleed': 1, 'argue': 1, 'hears': 1, 'late': 1, 'sure': 1, 'bulletproof': 1, 'survive': 1, 'bless': 1}"
24,Kanye West,"{'alive': 4, 'choose': 1, 'new': 1, 'please': 1}"
Pure Souls,Kanye West,"{'send': 6, 'loose': 6, 'new': 3, 'remember': 1, 'sanctify': 1, 'understand': 1, 'forgive': 1, 'pure': 1, 'chose': 1, 'swear': 1}"
No Child Left Behind,Kanye West,{}
Donda,Kanye West,"{'meant': 2, 'hear': 1, 'thank': 1, 'many': 1, 'continue': 1, 'dangerous': 1, 'told': 1, 'describe': 1, 'different': 1, 'long': 1}"
Keep My Spirit Alive,Kanye West,"{'thank': 8, 'alive': 5, 'pray': 4, 'ooh': 2, 'spent': 1, 'bake': 1, 'reimburse': 1, 'paid': 1}"
Jail Pt 2,Kanye West,"{'honest': 6, 'threw': 2, 'explain': 1, 'taught': 1, 'hard': 1, 'busy': 1, 'corrupt': 1, 'happen': 1, 'invest': 1, 'guilty': 1}"
"I Am Not A Woman, I'm A God",Halsey,"{'new': 2, 'grows': 1, 'different': 1, 'listen': 1, 'remember': 1, 'caught': 1, 'hard': 1}"
New Again,Kanye West,"{'new': 28, 'vandalize': 5, 'evangelize': 5, 'repent': 3, 'thank': 3, 'live': 2, 'deserve': 1, 'different': 1, 'big': 1, 'insane': 1, 'accept': 1, 'please': 1, 'bring': 1}"
Lord I Need You,Kanye West,"{'different': 2, 'meant': 1, 'spend': 1, 'many': 1, 'hard': 1, 'shut': 1, 'hear': 1, 'loud': 1, 'afford': 1, 'happy': 1, 'speak': 1, 'angry': 1}"
Come To Life,Kanye West,"{'thank': 6, 'long': 3, 'sad': 2, 'write': 2, 'shut': 1, 'numb': 1, 'loosen': 1, 'deny': 1, 'align': 1, 'define': 1, 'crucify': 1, 'faze': 1, 'purify': 1, 'sanctify': 1, 'breathe': 1, 'bring': 1, 'alive': 1}"
Tell The Vision,Kanye West,"{'woo': 8, 'thank': 2, 'remember': 1, 'eat': 1, 'live': 1}"
Brutal,Olivia Rodrigo,"{'disappear': 2, 'broken': 2, 'insecure': 1, 'quit': 1, 'new': 1, 'disappoint': 1, 'enjoy': 1, 'perceive': 1, 'write': 1}"
Repeat It,Lil Tecca & Gunna,"{'involve': 6, 'unresolved': 6, 'new': 4, 'hard': 2, 'remember': 2, 'heartless': 2, 'long': 1, 'swear': 1, 'send': 1}"
Matt Hardy 999,Trippie Redd Featuring Juice WRLD,"{'big': 4, 'spend': 2, 'new': 1, 'pour': 1, 'choose': 1, 'sing': 1, 'ask': 1, 'respond': 1, 'viral': 1, 'sorry': 1, 'hard': 1}"
Blinding Lights,The Weeknd,"{'ooh': 7, 'drown': 2, 'long': 1}"
Glad You Exist,Dan + Shay,"{'ooh': 72, 'exist': 4, 'late': 1, 'caught': 1}"
Without You,The Kid LAROI,"{'bleed': 3, 'ooh': 3, 'sorry': 2, 'hard': 2, 'believe': 1, 'lose': 1}"
Astronaut In The Ocean,Masked Wolf,"{'mental': 5, 'numb': 4, 'slow': 4, 'believe': 2, 'pray': 2, 'please': 2, 'burnt': 1, 'kinetic': 1, 'deflate': 1, 'elevate': 1, 'inclined': 1}"
Rapstar,Polo G,"{'hear': 4, 'new': 3, 'drown': 3, 'loud': 3, 'fought': 2, 'near': 1, 'choose': 1, 'swear': 1, 'weary': 1, 'sure': 1, 'different': 1, 'weak': 1, 'lurk': 1, 'stuck': 1, 'ask': 1, 'seem': 1, 'explain': 1, 'rehearse': 1, 'shut': 1, 'please': 1, 'finished': 1}"
Famous Friends,Chris Young + Kane Brown,"{'big': 4, 'hear': 3, 'preach': 1, 'swear': 1, 'got': 1, 'ooh': 1}"
Lil Bit,Nelly & Florida Georgia Line,"{'big': 6, 'new': 3, 'froze': 1, 'woo': 1}"
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,"{'beautiful': 14, 'awake': 6, 'broken': 2, 'depress': 2, 'believe': 2, 'sad': 2, 'soft': 1, 'different': 1, 'prove': 1, 'lose': 1, 'hard': 1, 'toxic': 1, 'ooh': 1}"
Already Won,Rod Wave Featuring Lil Durk,"{'sure': 9, 'heard': 2, 'proud': 2, 'happy': 2, 'chasing': 2, 'lose': 2, 'remember': 2, 'late': 2, 'caught': 1, 'cellular': 1, 'listen': 1, 'sexual': 1, 'weak': 1}"
Betrayal,Trippie Redd Featuring Drake,"{'many': 3, 'complain': 2, 'financial': 2, 'new': 2, 'woo': 2, 'swear': 1, 'betray': 1, 'pray': 1, 'stayed': 1, 'betrayed': 1}"
Don't Go,"Skrillex, Justin Bieber & Don Toliver","{'hear': 4, 'ooh': 3, 'suppose': 3, 'needing': 2, 'woke': 1, 'lose': 1, 'woo': 1, 'armed': 1, 'dangerous': 1, 'long': 1, 'tangled': 1, 'proud': 1, 'become': 1, 'frozen': 1, 'please': 1, 'commit': 1, 'loaded': 1, 'late': 1}"
Tombstone,Rod Wave,"{'bury': 5, 'sure': 3, 'hard': 2, 'write': 2, 'truest': 2, 'sad': 1, 'scarred': 1, 'remember': 1, 'spend': 1, 'believe': 1}"
Visiting Hours,Ed Sheeran,"{'ask': 2, 'bring': 1, 'learn': 1, 'grow': 1, 'disappear': 1, 'remember': 1, 'create': 1, 'live': 1}"
Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,"{'shut': 1, 'spend': 1, 'swear': 1, 'blunt': 1, 'different': 1}"
Miss The Rage,Trippie Redd & Playboi Carti,"{'please': 3, 'meaty': 2, 'sit': 1, 'eat': 1}"
You,Regard x Troye Sivan x Tate McRae,"{'ooh': 17, 'strong': 6, 'sorry': 2, 'seem': 2, 'speak': 2, 'resist': 1, 'hear': 1}"
MP5,Trippie Redd Featuring SoFaygo,"{'woo': 7, 'spent': 3, 'told': 2, 'sit': 2, 'balling': 1, 'bless': 1, 'hard': 1, 'grown': 1}"
Paralyzed,Sueco,"{'paralyzed': 10, 'live': 3, 'big': 1, 'argue': 1, 'swear': 1, 'ask': 1, 'loose': 1, 'fantasize': 1, 'meditate': 1, 'paralyze': 1}"
I Guess I'm In Love,Clinton Kane,"{'seem': 1, 'lose': 1, 'sit': 1, 'ooh': 1}"
Get Ready,Rod Wave Featuring Kodak Black,"{'thankful': 3, 'proud': 3, 'many': 2, 'sing': 2, 'swear': 2, 'owe': 1, 'new': 1, 'thank': 1, 'replace': 1, 'hear': 1, 'beg': 1, 'ask': 1, 'bless': 1, 'invent': 1, 'long': 1, 'sit': 1, 'wanted': 1, 'knew': 1}"
Danny Phantom,Trippie Redd Featuring XXXTENTACION,"{'big': 5, 'insane': 1, 'bring': 1, 'irrelevant': 1}"
What's Wrong,Rod Wave,"{'ooh': 9, 'hard': 2, 'long': 1, 'many': 1, 'grow': 1, 'finished': 1, 'quit': 1, 'live': 1, 'swear': 1, 'confuse': 1, 'happy': 1, 'amuse': 1, 'ask': 1, 'angry': 1, 'taught': 1, 'scared': 1}"
Demon Time,Trippie Redd Featuring Ski Mask The Slump God,"{'big': 4, 'blunt': 2, 'corrupt': 1, 'worried': 1, 'understand': 1, 'woo': 1}"
Tick Tock,Young Thug,"{'big': 15, 'woo': 10, 'woke': 1, 'bring': 1, 'swear': 1, 'grow': 1, 'ooh': 1, 'desist': 1, 'hard': 1}"
Permission To Dance,BTS,"{'live': 3, 'ooh': 2, 'loud': 1, 'seem': 1, 'sing': 1, 'faze': 1, 'prove': 1, 'alive': 1}"
Time Heals,Rod Wave,"{'heartless': 4, 'broken': 3, 'heal': 1, 'new': 1, 'wide': 1, 'big': 1, 'long': 1, 'ask': 1}"
Mind Of Melvin,YNW Melly Featuring Lil Uzi Vert,"{'ooh': 6, 'sorry': 2, 'seem': 2, 'told': 2, 'bring': 2, 'selfish': 2, 'hot': 1, 'recognize': 1, 'swear': 1}"
Papercuts,Machine Gun Kelly,"{'shut': 2, 'blunt': 1, 'belong': 1, 'polarize': 1, 'internalize': 1, 'demonize': 1}"
SUVs (Black On Black),Jack Harlow & Pooh Shiesty,"{'remember': 2, 'extend': 2, 'smarter': 2, 'woo': 1, 'smashed': 1, 'new': 1, 'rebuild': 1, 'send': 1}"
Straightenin,Migos,"{'woo': 9, 'straighten': 5, 'sit': 2, 'amaze': 2, 'new': 2, 'lurk': 1, 'believe': 1, 'terminate': 1, 'tasmanian': 1, 'bought': 1, 'selfish': 1, 'eat': 1, 'confess': 1}"
Blame It On You,Jason Aldean,"{'long': 6, 'told': 3, 'knew': 1}"
Hats Off,"Lil Baby, Lil Durk & Travis Scott","{'easy': 4, 'proud': 2, 'loud': 2, 'owe': 2, 'big': 2, 'solve': 1, 'remember': 1, 'thinked': 1, 'bring': 1, 'richer': 1, 'ask': 1, 'freed': 1, 'sorry': 1}"
Over The Top,Smiley Featuring Drake,"{'new': 5, 'live': 3, 'swear': 2, 'hot': 2, 'many': 2, 'sure': 1, 'depend': 1, 'retire': 1, 'bury': 1, 'got': 1, 'send': 1, 'imagine': 1, 'burnt': 1, 'shattered': 1, 'hard': 1, 'remember': 1, 'sit': 1, 'please': 1, 'advanced': 1}"
Brainwashed,Tom MacDonald,"{'brainwash': 9, 'big': 4, 'asleep': 2, 'distract': 2, 'woke': 1, 'popular': 1, 'live': 1, 'dedicate': 1, 'remember': 1, 'speak': 1, 'lose': 1, 'fought': 1, 'hear': 1, 'become': 1, 'hard': 1, 'believe': 1, 'foreign': 1, 'ballistic': 1, 'comfortable': 1, 'amplify': 1, 'reinforce': 1, 'convinces': 1, 'angry': 1, 'different': 1, 'consume': 1, 'infiltrate': 1, 'indoctrinate': 1, 'fabricate': 1}"
my.life,"J. Cole, 21 Savage & Morray","{'grow': 3, 'long': 2, 'please': 1, 'early': 1, 'popped': 1, 'prosper': 1, 'big': 1, 'new': 1, 'traumatized': 1, 'participate': 1, 'believe': 1, 'send': 1, 'pray': 1, 'betray': 1, 'accept': 1, 'fail': 1, 'correct': 1, 'protect': 1}"
WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign","{'ooh': 3, 'lose': 2, 'malnourish': 2, 'drown': 2, 'bring': 2, 'hear': 1, 'listen': 1, 'exfoliate': 1, 'sit': 1, 'bright': 1, 'please': 1, 'deepest': 1, 'sonic': 1, 'speak': 1, 'proud': 1, 'beautiful': 1, 'slow': 1}"
Favorite Crime,Olivia Rodrigo,"{'fled': 1, 'bury': 1, 'bloody': 1, 'defend': 1, 'become': 1}"
Outside,MO3 X OG Bobby Billions,"{'hear': 4, 'pray': 3, 'tired': 2, 'please': 2, 'lose': 2, 'big': 2, 'believe': 2, 'told': 1, 'forgive': 1, 'insane': 1, 'prosper': 1, 'seem': 1, 'hard': 1, 'swear': 1, 'ran': 1}"
Ball If I Want To,DaBaby,"{'foreign': 3, 'hid': 1, 'evict': 1, 'impressive': 1, 'sexy': 1, 'flexible': 1, 'scared': 1}"
Next Girl,Carly Pearce,"{'hard': 3, 'remember': 3, 'happen': 3, 'late': 1}"
I Like Dat,T-Pain & Kehlani,"{'ooh': 65, 'drank': 8, 'hear': 2, 'big': 2, 'able': 2, 'tried': 2, 'bring': 2, 'live': 1, 'long': 1, 'foreign': 1}"
Steal My Love,Dan + Shay,"{'clothe': 3, 'swear': 1, 'align': 1, 'unravel': 1, 'sure': 1, 'live': 1, 'long': 1}"
5500 Degrees,"EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez","{'hot': 2, 'big': 2, 'sure': 2, 'except': 1, 'drank': 1, 'tight': 1, 'send': 1, 'starve': 1, 'dismiss': 1, 'pour': 1, 'touched': 1, 'slow': 1, 'near': 1, 'new': 1, 'different': 1, 'hear': 1, 'ooh': 1}"
My Ex's Best Friend,Machine Gun Kelly X blackbear,"{'swear': 6, 'complicate': 4, 'seem': 2, 'send': 2, 'new': 2, 'walked': 1, 'ask': 1, 'sorry': 1, 'apologize': 1, 'invisible': 1, 'revolve': 1, 'respond': 1, 'please': 1}"
NDA,Billie Eilish,"{'crave': 2, 'shut': 2, 'new': 1, 'disappear': 1, 'hard': 1}"
EPMD 2,Nas Featuring Eminem & EPMD,"{'visualize': 2, 'big': 2, 'hard': 1, 'thin': 1, 'owe': 1, 'roam': 1, 'booked': 1, 'bury': 1, 'fail': 1, 'appellate': 1, 'reminds': 1, 'please': 1, 'woo': 1, 'bring': 1, 'derange': 1, 'drank': 1, 'pray': 1, 'able': 1}"
Lose,KSI x Lil Wayne,"{'slurp': 2, 'lose': 2, 'hot': 1, 'moaning': 1}"
I Hope Ur Miserable Until Ur Dead,Nessa Barrett,"{'lose': 5, 'hear': 1, 'bleed': 1, 'loud': 1, 'forgive': 1, 'forget': 1}"
Happier,Olivia Rodrigo,"{'happy': 8, 'ooh': 7, 'selfish': 3, 'happier': 2, 'beautiful': 2, 'new': 1, 'bring': 1, 'detach': 1, 'forget': 1, 'remember': 1, 'believe': 1, 'meant': 1}"
Twerkulator,City Girls,"{'woo': 1, 'slim': 1, 'eat': 1, 'late': 1}"
Rare,Nas,"{'big': 2, 'long': 2, 'speak': 1, 'warn': 1, 'many': 1, 'easy': 1, 'brings': 1, 'hard': 1, 'contain': 1, 'evolve': 1, 'brought': 1, 'involve': 1, 'learn': 1, 'contend': 1}"
Mood,24kGoldn Featuring iann dior,"{'new': 6, 'avoid': 2, 'attached': 1, 'obvious': 1, 'confuse': 1, 'feign': 1, 'cellular': 1}"
One Too Many,Keith Urban Duet With P!nk,"{'many': 5, 'ooh': 4, 'spend': 4, 'sit': 4, 'proud': 3, 'new': 2, 'remember': 1, 'sober': 1, 'late': 1, 'hard': 1, 'swear': 1, 'stubborn': 1}"
Getting Older,Billie Eilish,"{'honest': 2, 'enjoy': 2, 'employed': 2, 'long': 2, 'thankful': 1, 'grateful': 1, 'different': 1, 'seem': 1, 'derange': 1, 'realize': 1, 'crave': 1, 'retell': 1, 'heal': 1, 'rehearsed': 1, 'ignore': 1, 'estrange': 1, 'admit': 1, 'happy': 1, 'prioritize': 1, 'depend': 1, 'ask': 1, 'afraid': 1}"
Billie Bossa Nova,Billie Eilish,"{'sorry': 2, 'strong': 2, 'warn': 1, 'happen': 1, 'lose': 1, 'different': 1, 'hard': 1}"
Oxytocin,Billie Eilish,"{'involve': 6, 'listen': 2, 'pray': 1, 'approve': 1, 'hard': 1, 'loosen': 1, 'long': 1, 'breathe': 1, 'obey': 1}"
I Didn't Change My Number,Billie Eilish,"{'believe': 1, 'easy': 1, 'deserve': 1}"
Way Less Sad,AJR,"{'happy': 10, 'sad': 10, 'insane': 4, 'shut': 2, 'enjoy': 2, 'asleep': 2, 'losing': 2, 'new': 1, 'muddy': 1, 'live': 1, 'hard': 1}"
Lost Cause,Billie Eilish,"{'ooh': 6, 'lose': 5, 'easy': 2, 'aware': 1, 'ran': 1, 'realize': 1, 'grow': 1, 'prove': 1}"
Halley's Comet,Billie Eilish,"{'ooh': 7, 'seem': 1, 'honest': 1, 'admit': 1, 'slept': 1, 'hopeless': 1, 'sit': 1}"
My Future,Billie Eilish,"{'seem': 2, 'hear': 1, 'understand': 1, 'suppose': 1, 'unhappy': 1, 'ooh': 1}"
Build A Bitch,Bella Poarch,"{'choose': 3, 'different': 3, 'big': 3, 'forgot': 2, 'ooh': 1}"
From The Garden,Isaiah Rashad Featuring Lil Uzi Vert,"{'please': 4, 'eat': 3, 'sure': 2, 'worser': 1, 'require': 1, 'swear': 1, 'early': 1, 'foreign': 1, 'hot': 1}"
Working,Tate McRae X Khalid,"{'explain': 1, 'swear': 1, 'serious': 1, 'dim': 1}"
Wants And Needs,Drake Featuring Lil Baby,"{'send': 3, 'repent': 2, 'big': 2, 'busy': 1, 'believe': 1, 'delete': 1, 'respond': 1, 'deeper': 1, 'pour': 1, 'lose': 1, 'hard': 1}"
Settling Down,Miranda Lambert,"{'ooh': 11, 'bare': 3, 'send': 1}"
Gone,Dierks Bentley,"{'long': 6, 'faster': 3, 'sadder': 3}"
Red Light Green Light,DaBaby,"{'big': 9, 'sit': 8, 'ooh': 2, 'tried': 1, 'haired': 1, 'dangerous': 1, 'spend': 1, 'tight': 1}"
Better Believe,"Belly, The Weeknd & Young Thug","{'believe': 47, 'busy': 1, 'fatal': 1, 'dirty': 1, 'happen': 1, 'confident': 1, 'cinematic': 1, 'woo': 1}"
Lick Back,EST Gee,"{'slow': 1, 'big': 1, 'many': 1, 'offs': 1, 'ask': 1, 'speak': 1, 'new': 1}"
Ski,Young Thug & Gunna,"{'woo': 12, 'eat': 2, 'cheap': 2, 'speak': 2, 'rid': 1, 'coldest': 1, 'told': 1, 'sing': 1, 'got': 1, 'grow': 1, 'new': 1}"
Minimum Wage,Blake Shelton,{'all': 1}
Still Chose You,The Kid LAROI Featuring Mustard,"{'choose': 6, 'believe': 6, 'pray': 3, 'alive': 2, 'different': 2, 'ashamed': 1, 'hard': 1, 'sure': 1, 'chose': 1}"
Drivers License,Olivia Rodrigo,"{'ooh': 12, 'imagine': 3, 'write': 3, 'hear': 2, 'excite': 1, 'insecure': 1, 'sorry': 1, 'pictured': 1}"
pov,Ariana Grande,"{'ooh': 12, 'ugly': 3, 'believe': 2, 'seem': 1, 'permeate': 1, 'receive': 1, 'scared': 1, 'grateful': 1, 'afraid': 1, 'subside': 1, 'impatient': 1, 'frozen': 1, 'deceive': 1}"
Bout A Million,Pop Smoke Featuring 21 Savage & 42 Dugg,"{'cheap': 5, 'big': 2, 'slippery': 2, 'remember': 1, 'madden': 1, 'fucked': 1, 'terrorize': 1, 'spend': 1, 'disappear': 1, 'spent': 1}"
More Time,Pop Smoke,"{'big': 3, 'speak': 1, 'hard': 1, 'tame': 1, 'sit': 1, 'new': 1, 'worried': 1, 'acquire': 1, 'relate': 1, 'woo': 1, 'beg': 1, 'pray': 1, 'sorry': 1, 'stuck': 1, 'believe': 1, 'foreign': 1, 'bleed': 1}"
transparentsoul,Willow Featuring Travis Barker,"{'knew': 1, 'scared': 1}"
Am I The Only One,Aaron Lewis,"{'near': 3, 'undone': 3, 'bleed': 1, 'brainwash': 1, 'lose': 1, 'undo': 1, 'quit': 1, 'bless': 1}"
30,Pop Smoke Featuring Bizzy Banks,"{'woo': 24, 'send': 7, 'please': 6, 'dizzy': 3, 'big': 2, 'invest': 2, 'sauced': 2, 'touched': 1, 'ask': 1, 'speak': 1, 'understand': 1, 'busy': 1, 'cracked': 1, 'new': 1}"
"Jealousy, Jealousy",Olivia Rodrigo,"{'happy': 2, 'caught': 1}"
Calling My Phone,Lil Tjay Featuring 6LACK,"{'new': 2, 'sorry': 1, 'traumatized': 1, 'explore': 1, 'applaud': 1, 'please': 1, 'lose': 1, 'ooh': 1, 'relate': 1, 'sing': 1, 'remember': 1, 'adore': 1}"
Breaking Up Was Easy In The 90's,Sam Hunt,"{'easy': 6, 'remind': 3, 'tired': 3, 'new': 1, 'faster': 1, 'convince': 1, 'asleep': 1}"
The Jackie,Bas With J. Cole & Lil TJay,"{'send': 1, 'stylish': 1, 'lavish': 1, 'apply': 1, 'got': 1}"
Follow You,Imagine Dragons,"{'follow': 15, 'disappointed': 1, 'live': 1, 'tight': 1}"
4 Da Gang,42 Dugg & Roddy Ricch,"{'hard': 2, 'imagine': 1, 'soft': 1, 'up': 1, 'quit': 1, 'bring': 1, 'big': 1, 'remain': 1, 'humble': 1, 'remember': 1, 'admit': 1, 'identify': 1, 'directed': 1}"
Wasting Time,Brent Faiyaz Featuring Drake,"{'ooh': 2, 'sit': 1, 'late': 1, 'arrange': 1, 'beautiful': 1, 'new': 1, 'swear': 1, 'require': 1, 'listen': 1, 'lapped': 1, 'attach': 1}"
All I Know So Far,P!nk,"{'loud': 3, 'proud': 3, 'afraid': 1, 'choose': 1, 'loose': 1, 'live': 1}"
Track Star,Mooski,"{'ooh': 10, 'hard': 4, 'ashamed': 3, 'happen': 2, 'involve': 2, 'commit': 2, 'late': 2, 'convenient': 2, 'lose': 2, 'ask': 1, 'speak': 1, 'choose': 1, 'easy': 1, 'follow': 1, 'broken': 1}"
Cry No More,G Herbo Featuring Polo G & Lil Tjay,"{'pour': 4, 'pray': 3, 'different': 1, 'amazing': 1, 'lose': 1, 'many': 1, 'traumatized': 1, 'bulletproof': 1, 'ignore': 1, 'live': 1, 'misled': 1, 'busting': 1, 'new': 1}"
Essence,Wizkid Featuring Tems,"{'needing': 1, 'tried': 1, 'connect': 1}"
Made For You,Jake Owen,"{'early': 1, 'pissed': 1, 'smoky': 1}"
Having Our Way,Migos Featuring Drake,"{'ooh': 2, 'awake': 1, 'spend': 1, 'many': 1, 'ups': 1, 'busy': 1, 'different': 1, 'big': 1, 'unlike': 1, 'please': 1, 'connects': 1, 'involve': 1, 'legitimate': 1, 'long': 1, 'listen': 1, 'relate': 1, 'eat': 1, 'woo': 1, 'piped': 1, 'accurate': 1, 'sit': 1, 'late': 1, 'outer': 1}"
What's Next,Drake,"{'happen': 10, 'many': 4, 'hear': 3, 'sit': 3, 'grow': 3, 'new': 2, 'humble': 1, 'hot': 1, 'crumble': 1}"
Enough For You,Olivia Rodrigo,"{'satisfy': 4, 'excite': 3, 'sorry': 2, 'wore': 1, 'looked': 1, 'tried': 1, 'hard': 1, 'emotional': 1, 'knew': 1, 'interesting': 1, 'broke': 1, 'deserve': 1}"
Tell Em,Cochise & $NOT,"{'told': 1, 'heard': 1, 'mosh': 1, 'thank': 1}"
Lumberjack,"Tyler, The Creator","{'big': 3, 'beautiful': 2, 'different': 2, 'quit': 2, 'ventilate': 1, 'celebrate': 1, 'ooh': 1, 'warm': 1, 'new': 1, 'listen': 1, 'used': 1, 'swear': 1, 'ask': 1}"
Almost Maybes,Jordan Davis,"{'sit': 3, 'hard': 2, 'spend': 1, 'loved': 1, 'happen': 1, 'sad': 1}"
