,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
148,"[{'label': 'joy', 'score': 0.4829467833042145}]","[{'label': 'anger', 'score': 0.5006677508354187}]","[{'label': 'anger', 'score': 0.8152859210968018}]","[{'label': 'anger', 'score': 0.7139285206794739}]","[{'label': 'joy', 'score': 0.4667741358280182}]","[{'label': 'joy', 'score': 0.48727795481681824}]","[{'label': 'sadness', 'score': 0.5864242911338806}]","[{'label': 'anger', 'score': 0.6436049342155457}]","[{'label': 'anger', 'score': 0.7373197674751282}]","[{'label': 'anger', 'score': 0.5526967644691467}]","[{'label': 'anger', 'score': 0.5845889449119568}]","[{'label': 'joy', 'score': 0.8443461060523987}]","[{'label': 'anger', 'score': 0.7619174122810364}]","[{'label': 'anger', 'score': 0.5345369577407837}]","[{'label': 'anger', 'score': 0.4161126911640167}]","[{'label': 'joy', 'score': 0.46706515550613403}]","[{'label': 'joy', 'score': 0.5359314680099487}]","[{'label': 'anger', 'score': 0.6493814587593079}]","[{'label': 'fear', 'score': 0.39607352018356323}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'anger', 'score': 0.6395630836486816}]","[{'label': 'anger', 'score': 0.542685329914093}]","[{'label': 'anger', 'score': 0.6747991442680359}]","[{'label': 'anger', 'score': 0.46450114250183105}]","[{'label': 'joy', 'score': 0.40054556727409363}]",
149,"[{'label': 'anger', 'score': 0.6019564270973206}]","[{'label': 'anger', 'score': 0.3709131181240082}]","[{'label': 'anger', 'score': 0.9523149132728577}]","[{'label': 'anger', 'score': 0.7665316462516785}]","[{'label': 'anger', 'score': 0.7425442934036255}]","[{'label': 'anger', 'score': 0.614170253276825}]","[{'label': 'anger', 'score': 0.5993983745574951}]","[{'label': 'joy', 'score': 0.9535692930221558}]","[{'label': 'anger', 'score': 0.5685716867446899}]","[{'label': 'joy', 'score': 0.9597948789596558}]","[{'label': 'sadness', 'score': 0.6954023241996765}]","[{'label': 'anger', 'score': 0.7705077528953552}]","[{'label': 'anger', 'score': 0.7191528677940369}]","[{'label': 'anger', 'score': 0.5271689891815186}]","[{'label': 'joy', 'score': 0.9545202255249023}]","[{'label': 'anger', 'score': 0.9222398400306702}]","[{'label': 'anger', 'score': 0.5272703170776367}]","[{'label': 'joy', 'score': 0.9130932688713074}]","[{'label': 'anger', 'score': 0.8456004858016968}]","[{'label': 'anger', 'score': 0.5238229036331177}]","[{'label': 'anger', 'score': 0.5296891331672668}]","[{'label': 'anger', 'score': 0.2648979425430298}]","[{'label': 'joy', 'score': 0.47612330317497253}]","[{'label': 'anger', 'score': 0.47519364953041077}]","[{'label': 'joy', 'score': 0.994462788105011}]",
150,"[{'label': 'anger', 'score': 0.8330594301223755}]","[{'label': 'anger', 'score': 0.769662618637085}]","[{'label': 'anger', 'score': 0.5034558773040771}]","[{'label': 'anger', 'score': 0.6528195142745972}]","[{'label': 'fear', 'score': 0.7320016026496887}]","[{'label': 'joy', 'score': 0.6199488043785095}]","[{'label': 'joy', 'score': 0.47441405057907104}]","[{'label': 'fear', 'score': 0.6635661721229553}]","[{'label': 'anger', 'score': 0.7040764689445496}]","[{'label': 'anger', 'score': 0.6843088269233704}]","[{'label': 'anger', 'score': 0.8890639543533325}]","[{'label': 'joy', 'score': 0.8853180408477783}]","[{'label': 'anger', 'score': 0.6290422677993774}]","[{'label': 'anger', 'score': 0.4517994225025177}]","[{'label': 'anger', 'score': 0.9681163430213928}]","[{'label': 'joy', 'score': 0.5180058479309082}]","[{'label': 'anger', 'score': 0.8456004858016968}]","[{'label': 'joy', 'score': 0.9002593755722046}]","[{'label': 'anger', 'score': 0.7176330089569092}]","[{'label': 'anger', 'score': 0.6782357096672058}]","[{'label': 'anger', 'score': 0.9378552436828613}]","[{'label': 'anger', 'score': 0.7280960083007812}]","[{'label': 'anger', 'score': 0.467460036277771}]","[{'label': 'joy', 'score': 0.4966396391391754}]","[{'label': 'anger', 'score': 0.4994906485080719}]",
151,"[{'label': 'anger', 'score': 0.560187578201294}]","[{'label': 'fear', 'score': 0.5939311981201172}]","[{'label': 'joy', 'score': 0.4926925003528595}]","[{'label': 'anger', 'score': 0.782974123954773}]","[{'label': 'anger', 'score': 0.7288865447044373}]","[{'label': 'joy', 'score': 0.8981873393058777}]","[{'label': 'anger', 'score': 0.8299500942230225}]","[{'label': 'anger', 'score': 0.38728025555610657}]","[{'label': 'joy', 'score': 0.6247243881225586}]","[{'label': 'anger', 'score': 0.5429710745811462}]","[{'label': 'joy', 'score': 0.5815278887748718}]","[{'label': 'fear', 'score': 0.41165444254875183}]","[{'label': 'joy', 'score': 0.39243632555007935}]","[{'label': 'fear', 'score': 0.8290756344795227}]","[{'label': 'joy', 'score': 0.41895726323127747}]","[{'label': 'joy', 'score': 0.8005135655403137}]","[{'label': 'anger', 'score': 0.779890775680542}]","[{'label': 'joy', 'score': 0.7388691902160645}]","[{'label': 'joy', 'score': 0.5056410431861877}]","[{'label': 'anger', 'score': 0.9752693772315979}]","[{'label': 'joy', 'score': 0.5521530508995056}]","[{'label': 'joy', 'score': 0.8006793856620789}]","[{'label': 'anger', 'score': 0.7520855665206909}]","[{'label': 'anger', 'score': 0.8222804069519043}]","[{'label': 'joy', 'score': 0.6755120754241943}]",
152,"[{'label': 'anger', 'score': 0.5959093570709229}]","[{'label': 'anger', 'score': 0.912356972694397}]","[{'label': 'anger', 'score': 0.6768236756324768}]","[{'label': 'anger', 'score': 0.41263577342033386}]","[{'label': 'joy', 'score': 0.880295991897583}]","[{'label': 'joy', 'score': 0.5093212127685547}]","[{'label': 'anger', 'score': 0.7896327376365662}]","[{'label': 'joy', 'score': 0.407612144947052}]","[{'label': 'joy', 'score': 0.6166179180145264}]","[{'label': 'anger', 'score': 0.6803874969482422}]","[{'label': 'joy', 'score': 0.5736467242240906}]","[{'label': 'joy', 'score': 0.9976413249969482}]","[{'label': 'anger', 'score': 0.7660733461380005}]","[{'label': 'joy', 'score': 0.9973167777061462}]","[{'label': 'anger', 'score': 0.5121343731880188}]","[{'label': 'anger', 'score': 0.7230073809623718}]","[{'label': 'anger', 'score': 0.9174736142158508}]","[{'label': 'anger', 'score': 0.37609830498695374}]","[{'label': 'anger', 'score': 0.6219105124473572}]","[{'label': 'joy', 'score': 0.5431135296821594}]","[{'label': 'anger', 'score': 0.5567749738693237}]","[{'label': 'anger', 'score': 0.7087855339050293}]","[{'label': 'anger', 'score': 0.5234147906303406}]","[{'label': 'anger', 'score': 0.9031016826629639}]","[{'label': 'anger', 'score': 0.7606695294380188}]",
153,"[{'label': 'joy', 'score': 0.40176209807395935}]","[{'label': 'anger', 'score': 0.5336498618125916}]","[{'label': 'anger', 'score': 0.6273938417434692}]","[{'label': 'joy', 'score': 0.7185524106025696}]","[{'label': 'joy', 'score': 0.8498860597610474}]","[{'label': 'anger', 'score': 0.775608241558075}]","[{'label': 'joy', 'score': 0.7460713386535645}]","[{'label': 'anger', 'score': 0.6411170363426208}]","[{'label': 'anger', 'score': 0.7877548933029175}]","[{'label': 'anger', 'score': 0.7332591414451599}]","[{'label': 'anger', 'score': 0.7098240256309509}]","[{'label': 'joy', 'score': 0.3366145193576813}]","[{'label': 'fear', 'score': 0.4899635314941406}]","[{'label': 'joy', 'score': 0.9541504383087158}]","[{'label': 'anger', 'score': 0.7735053896903992}]","[{'label': 'anger', 'score': 0.4997841417789459}]","[{'label': 'anger', 'score': 0.4962657392024994}]","[{'label': 'joy', 'score': 0.5348626971244812}]","[{'label': 'anger', 'score': 0.6529213190078735}]","[{'label': 'anger', 'score': 0.7854606509208679}]","[{'label': 'joy', 'score': 0.744489312171936}]","[{'label': 'joy', 'score': 0.5135034918785095}]","[{'label': 'joy', 'score': 0.8807297945022583}]","[{'label': 'fear', 'score': 0.38719746470451355}]","[{'label': 'joy', 'score': 0.5788993835449219}]",
154,"[{'label': 'joy', 'score': 0.36632582545280457}]","[{'label': 'joy', 'score': 0.431192010641098}]","[{'label': 'joy', 'score': 0.41548869013786316}]","[{'label': 'anger', 'score': 0.8855203986167908}]","[{'label': 'anger', 'score': 0.7951815724372864}]","[{'label': 'anger', 'score': 0.6821451187133789}]","[{'label': 'anger', 'score': 0.6928151845932007}]","[{'label': 'anger', 'score': 0.6634026169776917}]","[{'label': 'fear', 'score': 0.5111084580421448}]","[{'label': 'anger', 'score': 0.8013017773628235}]","[{'label': 'fear', 'score': 0.4260329008102417}]","[{'label': 'anger', 'score': 0.45530515909194946}]","[{'label': 'anger', 'score': 0.8021273016929626}]","[{'label': 'anger', 'score': 0.6250545978546143}]","[{'label': 'anger', 'score': 0.7833470106124878}]","[{'label': 'anger', 'score': 0.7931761741638184}]","[{'label': 'joy', 'score': 0.44740307331085205}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'joy', 'score': 0.5450074076652527}]","[{'label': 'fear', 'score': 0.5704705715179443}]","[{'label': 'anger', 'score': 0.8782445192337036}]","[{'label': 'joy', 'score': 0.4552133083343506}]","[{'label': 'fear', 'score': 0.8008081316947937}]","[{'label': 'joy', 'score': 0.8005135655403137}]","[{'label': 'joy', 'score': 0.5155122876167297}]",
155,"[{'label': 'joy', 'score': 0.729428768157959}]","[{'label': 'fear', 'score': 0.38153719902038574}]","[{'label': 'joy', 'score': 0.9939591884613037}]","[{'label': 'anger', 'score': 0.7198673486709595}]","[{'label': 'anger', 'score': 0.7708507776260376}]","[{'label': 'anger', 'score': 0.8107463121414185}]","[{'label': 'anger', 'score': 0.9337259531021118}]","[{'label': 'anger', 'score': 0.785000741481781}]","[{'label': 'fear', 'score': 0.7067834734916687}]","[{'label': 'anger', 'score': 0.9943740367889404}]","[{'label': 'anger', 'score': 0.9808148145675659}]","[{'label': 'anger', 'score': 0.8286105394363403}]","[{'label': 'anger', 'score': 0.9891652464866638}]","[{'label': 'anger', 'score': 0.7656478881835938}]","[{'label': 'anger', 'score': 0.37480810284614563}]","[{'label': 'anger', 'score': 0.9941909909248352}]","[{'label': 'anger', 'score': 0.8221461772918701}]","[{'label': 'fear', 'score': 0.4924042224884033}]","[{'label': 'anger', 'score': 0.9378552436828613}]","[{'label': 'anger', 'score': 0.8355770707130432}]","[{'label': 'joy', 'score': 0.481259822845459}]","[{'label': 'anger', 'score': 0.9249682426452637}]","[{'label': 'anger', 'score': 0.960003137588501}]","[{'label': 'anger', 'score': 0.9681163430213928}]","[{'label': 'joy', 'score': 0.7342791557312012}]",
156,"[{'label': 'anger', 'score': 0.6379759311676025}]","[{'label': 'fear', 'score': 0.885331392288208}]","[{'label': 'anger', 'score': 0.6798756122589111}]","[{'label': 'joy', 'score': 0.5509183406829834}]","[{'label': 'anger', 'score': 0.498123437166214}]","[{'label': 'anger', 'score': 0.6872549057006836}]","[{'label': 'anger', 'score': 0.7950947284698486}]","[{'label': 'joy', 'score': 0.9135875105857849}]","[{'label': 'anger', 'score': 0.7782143354415894}]","[{'label': 'anger', 'score': 0.3881763815879822}]","[{'label': 'joy', 'score': 0.9981704950332642}]","[{'label': 'anger', 'score': 0.5245370268821716}]","[{'label': 'fear', 'score': 0.6511998176574707}]","[{'label': 'fear', 'score': 0.64252769947052}]","[{'label': 'anger', 'score': 0.5272703170776367}]","[{'label': 'anger', 'score': 0.45904260873794556}]","[{'label': 'joy', 'score': 0.4778192937374115}]","[{'label': 'joy', 'score': 0.5261601805686951}]","[{'label': 'anger', 'score': 0.6396338939666748}]","[{'label': 'anger', 'score': 0.5225681662559509}]","[{'label': 'anger', 'score': 0.5175257325172424}]","[{'label': 'anger', 'score': 0.6499837636947632}]","[{'label': 'anger', 'score': 0.457250714302063}]","[{'label': 'anger', 'score': 0.40170204639434814}]","[{'label': 'anger', 'score': 0.42739543318748474}]",
157,"[{'label': 'anger', 'score': 0.5615954399108887}]","[{'label': 'anger', 'score': 0.6915760040283203}]","[{'label': 'anger', 'score': 0.4847365915775299}]","[{'label': 'joy', 'score': 0.9754551649093628}]","[{'label': 'joy', 'score': 0.6908274292945862}]","[{'label': 'anger', 'score': 0.6078581809997559}]","[{'label': 'fear', 'score': 0.515167772769928}]","[{'label': 'anger', 'score': 0.7482554912567139}]","[{'label': 'fear', 'score': 0.43713170289993286}]","[{'label': 'anger', 'score': 0.48176494240760803}]","[{'label': 'anger', 'score': 0.7143033742904663}]","[{'label': 'anger', 'score': 0.7074702382087708}]","[{'label': 'anger', 'score': 0.515551745891571}]","[{'label': 'anger', 'score': 0.7545937299728394}]","[{'label': 'anger', 'score': 0.6278949975967407}]","[{'label': 'joy', 'score': 0.5810528993606567}]","[{'label': 'anger', 'score': 0.8725427985191345}]","[{'label': 'fear', 'score': 0.8970112800598145}]","[{'label': 'fear', 'score': 0.45848438143730164}]","[{'label': 'anger', 'score': 0.917380690574646}]","[{'label': 'anger', 'score': 0.9970819354057312}]","[{'label': 'joy', 'score': 0.7213467359542847}]","[{'label': 'anger', 'score': 0.7058058381080627}]","[{'label': 'anger', 'score': 0.7774767279624939}]","[{'label': 'anger', 'score': 0.6497695446014404}]",
158,"[{'label': 'joy', 'score': 0.7292592525482178}]","[{'label': 'joy', 'score': 0.7017704844474792}]","[{'label': 'anger', 'score': 0.7612707018852234}]","[{'label': 'anger', 'score': 0.6963534355163574}]","[{'label': 'anger', 'score': 0.7640091180801392}]","[{'label': 'anger', 'score': 0.5922627449035645}]","[{'label': 'sadness', 'score': 0.5481703281402588}]","[{'label': 'anger', 'score': 0.7462165355682373}]","[{'label': 'anger', 'score': 0.6768036484718323}]","[{'label': 'anger', 'score': 0.5272703170776367}]","[{'label': 'anger', 'score': 0.3607575595378876}]","[{'label': 'fear', 'score': 0.3560822010040283}]","[{'label': 'anger', 'score': 0.7705077528953552}]","[{'label': 'anger', 'score': 0.7239267230033875}]","[{'label': 'joy', 'score': 0.63029545545578}]","[{'label': 'anger', 'score': 0.6493814587593079}]","[{'label': 'anger', 'score': 0.4267161190509796}]","[{'label': 'joy', 'score': 0.4295423924922943}]","[{'label': 'anger', 'score': 0.7520855665206909}]","[{'label': 'anger', 'score': 0.48988085985183716}]","[{'label': 'anger', 'score': 0.9743987917900085}]","[{'label': 'joy', 'score': 0.4388168454170227}]","[{'label': 'anger', 'score': 0.5175257325172424}]","[{'label': 'anger', 'score': 0.5269418954849243}]","[{'label': 'anger', 'score': 0.4805167615413666}]",
159,"[{'label': 'joy', 'score': 0.6502618789672852}]","[{'label': 'anger', 'score': 0.918961226940155}]","[{'label': 'anger', 'score': 0.5822142958641052}]","[{'label': 'anger', 'score': 0.5134525299072266}]","[{'label': 'anger', 'score': 0.4656694233417511}]","[{'label': 'fear', 'score': 0.8828654885292053}]","[{'label': 'anger', 'score': 0.7954655289649963}]","[{'label': 'anger', 'score': 0.6625669598579407}]","[{'label': 'anger', 'score': 0.8864633440971375}]","[{'label': 'anger', 'score': 0.5444519519805908}]","[{'label': 'anger', 'score': 0.6604702472686768}]","[{'label': 'anger', 'score': 0.7277388572692871}]","[{'label': 'joy', 'score': 0.7994791865348816}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'joy', 'score': 0.46533623337745667}]","[{'label': 'joy', 'score': 0.6575623154640198}]","[{'label': 'anger', 'score': 0.5685716867446899}]","[{'label': 'joy', 'score': 0.5715059041976929}]","[{'label': 'joy', 'score': 0.45339882373809814}]","[{'label': 'anger', 'score': 0.933032751083374}]","[{'label': 'joy', 'score': 0.8326691389083862}]","[{'label': 'anger', 'score': 0.46576356887817383}]","[{'label': 'joy', 'score': 0.9855555295944214}]","[{'label': 'joy', 'score': 0.7691471576690674}]","[{'label': 'anger', 'score': 0.6387021541595459}]",
160,"[{'label': 'joy', 'score': 0.47315481305122375}]","[{'label': 'anger', 'score': 0.6684738397598267}]","[{'label': 'joy', 'score': 0.35167279839515686}]","[{'label': 'sadness', 'score': 0.7190297245979309}]","[{'label': 'joy', 'score': 0.3934527635574341}]","[{'label': 'fear', 'score': 0.7369868159294128}]","[{'label': 'fear', 'score': 0.9793628454208374}]","[{'label': 'sadness', 'score': 0.7698504328727722}]","[{'label': 'anger', 'score': 0.5856255292892456}]","[{'label': 'joy', 'score': 0.4714575409889221}]","[{'label': 'anger', 'score': 0.436124324798584}]","[{'label': 'sadness', 'score': 0.8964411616325378}]","[{'label': 'anger', 'score': 0.40939125418663025}]","[{'label': 'fear', 'score': 0.9596648216247559}]","[{'label': 'anger', 'score': 0.8598272800445557}]","[{'label': 'joy', 'score': 0.4840618073940277}]","[{'label': 'anger', 'score': 0.3796221911907196}]","[{'label': 'anger', 'score': 0.4664864242076874}]","[{'label': 'fear', 'score': 0.9004113078117371}]","[{'label': 'joy', 'score': 0.9685469269752502}]","[{'label': 'joy', 'score': 0.679128110408783}]","[{'label': 'joy', 'score': 0.9567680954933167}]","[{'label': 'joy', 'score': 0.39889633655548096}]","[{'label': 'anger', 'score': 0.3553367257118225}]","[{'label': 'fear', 'score': 0.9086477756500244}]",
161,"[{'label': 'anger', 'score': 0.5353789925575256}]","[{'label': 'anger', 'score': 0.6913679242134094}]","[{'label': 'joy', 'score': 0.8996239900588989}]","[{'label': 'anger', 'score': 0.7749289870262146}]","[{'label': 'joy', 'score': 0.6659826040267944}]","[{'label': 'joy', 'score': 0.6986432075500488}]","[{'label': 'anger', 'score': 0.8723958730697632}]","[{'label': 'joy', 'score': 0.9924803972244263}]","[{'label': 'joy', 'score': 0.8486587405204773}]","[{'label': 'joy', 'score': 0.7105663418769836}]","[{'label': 'joy', 'score': 0.46683430671691895}]","[{'label': 'joy', 'score': 0.44951003789901733}]","[{'label': 'anger', 'score': 0.5783530473709106}]","[{'label': 'anger', 'score': 0.6251875758171082}]","[{'label': 'joy', 'score': 0.9038139581680298}]","[{'label': 'anger', 'score': 0.5858355760574341}]","[{'label': 'joy', 'score': 0.8047120571136475}]","[{'label': 'joy', 'score': 0.7318417429924011}]","[{'label': 'anger', 'score': 0.7196931838989258}]","[{'label': 'joy', 'score': 0.7834357619285583}]","[{'label': 'anger', 'score': 0.44809508323669434}]","[{'label': 'anger', 'score': 0.497600257396698}]","[{'label': 'joy', 'score': 0.9874605536460876}]","[{'label': 'anger', 'score': 0.6535455584526062}]","[{'label': 'joy', 'score': 0.47231417894363403}]",
162,"[{'label': 'anger', 'score': 0.7201977968215942}]","[{'label': 'anger', 'score': 0.5410587787628174}]","[{'label': 'anger', 'score': 0.6112262010574341}]","[{'label': 'joy', 'score': 0.8639245629310608}]","[{'label': 'joy', 'score': 0.9447895884513855}]","[{'label': 'anger', 'score': 0.4800443649291992}]","[{'label': 'joy', 'score': 0.5006767511367798}]","[{'label': 'fear', 'score': 0.46067893505096436}]","[{'label': 'anger', 'score': 0.44370177388191223}]","[{'label': 'sadness', 'score': 0.6954023241996765}]","[{'label': 'anger', 'score': 0.6360218524932861}]","[{'label': 'anger', 'score': 0.5257431864738464}]","[{'label': 'joy', 'score': 0.5091052651405334}]","[{'label': 'anger', 'score': 0.8978061676025391}]","[{'label': 'anger', 'score': 0.69254469871521}]","[{'label': 'fear', 'score': 0.7673478722572327}]","[{'label': 'anger', 'score': 0.5153968334197998}]","[{'label': 'anger', 'score': 0.3492935299873352}]","[{'label': 'fear', 'score': 0.5651301145553589}]","[{'label': 'anger', 'score': 0.39644455909729004}]","[{'label': 'anger', 'score': 0.542913019657135}]","[{'label': 'anger', 'score': 0.43409860134124756}]","[{'label': 'anger', 'score': 0.49875420331954956}]","[{'label': 'fear', 'score': 0.5444332957267761}]","[{'label': 'anger', 'score': 0.863402247428894}]",
163,"[{'label': 'joy', 'score': 0.6300365328788757}]","[{'label': 'anger', 'score': 0.662857711315155}]","[{'label': 'joy', 'score': 0.8260099291801453}]","[{'label': 'anger', 'score': 0.4157387316226959}]","[{'label': 'joy', 'score': 0.8978720903396606}]","[{'label': 'joy', 'score': 0.6230900287628174}]","[{'label': 'joy', 'score': 0.9979860782623291}]","[{'label': 'joy', 'score': 0.4006480574607849}]","[{'label': 'joy', 'score': 0.5101695656776428}]","[{'label': 'joy', 'score': 0.8638765215873718}]","[{'label': 'joy', 'score': 0.5043209791183472}]","[{'label': 'anger', 'score': 0.4087880253791809}]","[{'label': 'joy', 'score': 0.6530022025108337}]","[{'label': 'joy', 'score': 0.8975204229354858}]","[{'label': 'anger', 'score': 0.5630439519882202}]","[{'label': 'anger', 'score': 0.4211280643939972}]","[{'label': 'anger', 'score': 0.6960060596466064}]","[{'label': 'joy', 'score': 0.6634412407875061}]","[{'label': 'joy', 'score': 0.5555294752120972}]","[{'label': 'anger', 'score': 0.4827371835708618}]","[{'label': 'joy', 'score': 0.7476917505264282}]","[{'label': 'fear', 'score': 0.42011740803718567}]","[{'label': 'joy', 'score': 0.6380303502082825}]","[{'label': 'anger', 'score': 0.6320074796676636}]","[{'label': 'joy', 'score': 0.5091052651405334}]",
164,"[{'label': 'joy', 'score': 0.46793222427368164}]","[{'label': 'anger', 'score': 0.8174376487731934}]","[{'label': 'anger', 'score': 0.6228079795837402}]","[{'label': 'anger', 'score': 0.6853172779083252}]","[{'label': 'anger', 'score': 0.909893274307251}]","[{'label': 'joy', 'score': 0.5436163544654846}]","[{'label': 'joy', 'score': 0.4140128493309021}]","[{'label': 'anger', 'score': 0.9510350227355957}]","[{'label': 'anger', 'score': 0.772628903388977}]","[{'label': 'fear', 'score': 0.36209017038345337}]","[{'label': 'anger', 'score': 0.9788877367973328}]","[{'label': 'anger', 'score': 0.7588388919830322}]","[{'label': 'anger', 'score': 0.8036007285118103}]","[{'label': 'anger', 'score': 0.943487286567688}]","[{'label': 'anger', 'score': 0.4652724862098694}]","[{'label': 'anger', 'score': 0.4305633008480072}]","[{'label': 'anger', 'score': 0.3815311789512634}]","[{'label': 'anger', 'score': 0.9833179712295532}]","[{'label': 'sadness', 'score': 0.38338378071784973}]","[{'label': 'anger', 'score': 0.6977301239967346}]","[{'label': 'joy', 'score': 0.36568546295166016}]","[{'label': 'joy', 'score': 0.4500636160373688}]","[{'label': 'joy', 'score': 0.6530022025108337}]","[{'label': 'fear', 'score': 0.6845808625221252}]","[{'label': 'joy', 'score': 0.47315481305122375}]",
165,"[{'label': 'anger', 'score': 0.44468390941619873}]","[{'label': 'joy', 'score': 0.6876068711280823}]","[{'label': 'fear', 'score': 0.8663862347602844}]","[{'label': 'anger', 'score': 0.40848129987716675}]","[{'label': 'anger', 'score': 0.48069509863853455}]","[{'label': 'anger', 'score': 0.40618425607681274}]","[{'label': 'fear', 'score': 0.8871933221817017}]","[{'label': 'joy', 'score': 0.41551443934440613}]","[{'label': 'fear', 'score': 0.5183284878730774}]","[{'label': 'fear', 'score': 0.7208665013313293}]","[{'label': 'joy', 'score': 0.7700631022453308}]","[{'label': 'fear', 'score': 0.7313894629478455}]","[{'label': 'fear', 'score': 0.9261415600776672}]","[{'label': 'joy', 'score': 0.7432909607887268}]","[{'label': 'anger', 'score': 0.37824493646621704}]","[{'label': 'fear', 'score': 0.8828654885292053}]","[{'label': 'joy', 'score': 0.9955451488494873}]","[{'label': 'fear', 'score': 0.9086477756500244}]","[{'label': 'sadness', 'score': 0.6954023241996765}]","[{'label': 'anger', 'score': 0.5685026049613953}]","[{'label': 'fear', 'score': 0.9004113078117371}]","[{'label': 'fear', 'score': 0.515084445476532}]","[{'label': 'anger', 'score': 0.5588511824607849}]","[{'label': 'fear', 'score': 0.6845808625221252}]","[{'label': 'joy', 'score': 0.4500636160373688}]",
166,"[{'label': 'anger', 'score': 0.5116164684295654}]","[{'label': 'anger', 'score': 0.40322455763816833}]","[{'label': 'anger', 'score': 0.4480941891670227}]","[{'label': 'joy', 'score': 0.41485750675201416}]","[{'label': 'anger', 'score': 0.49114763736724854}]","[{'label': 'joy', 'score': 0.41551443934440613}]","[{'label': 'anger', 'score': 0.6255639791488647}]","[{'label': 'anger', 'score': 0.6490873098373413}]","[{'label': 'joy', 'score': 0.41163569688796997}]","[{'label': 'joy', 'score': 0.8672348260879517}]","[{'label': 'fear', 'score': 0.3402101397514343}]","[{'label': 'anger', 'score': 0.5250871181488037}]","[{'label': 'anger', 'score': 0.6661789417266846}]","[{'label': 'anger', 'score': 0.621897280216217}]","[{'label': 'joy', 'score': 0.3314498960971832}]","[{'label': 'joy', 'score': 0.4186228811740875}]","[{'label': 'anger', 'score': 0.7487792372703552}]","[{'label': 'anger', 'score': 0.490407794713974}]","[{'label': 'fear', 'score': 0.9289137125015259}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'anger', 'score': 0.5173084139823914}]","[{'label': 'joy', 'score': 0.5684480667114258}]","[{'label': 'fear', 'score': 0.766234278678894}]","[{'label': 'joy', 'score': 0.8522747755050659}]","[{'label': 'joy', 'score': 0.6340346336364746}]",
167,"[{'label': 'fear', 'score': 0.8574774265289307}]","[{'label': 'joy', 'score': 0.4672733545303345}]","[{'label': 'fear', 'score': 0.9222097396850586}]","[{'label': 'anger', 'score': 0.7774767279624939}]","[{'label': 'anger', 'score': 0.7411415576934814}]","[{'label': 'joy', 'score': 0.9318047761917114}]","[{'label': 'anger', 'score': 0.4529351592063904}]","[{'label': 'joy', 'score': 0.48942458629608154}]","[{'label': 'anger', 'score': 0.8817770481109619}]","[{'label': 'joy', 'score': 0.6160897016525269}]","[{'label': 'anger', 'score': 0.5049229860305786}]","[{'label': 'anger', 'score': 0.5775330662727356}]","[{'label': 'sadness', 'score': 0.9295026659965515}]","[{'label': 'anger', 'score': 0.7716156244277954}]","[{'label': 'anger', 'score': 0.9199656844139099}]","[{'label': 'anger', 'score': 0.5631830096244812}]","[{'label': 'fear', 'score': 0.6411527395248413}]","[{'label': 'anger', 'score': 0.4372323453426361}]","[{'label': 'joy', 'score': 0.6579949855804443}]","[{'label': 'fear', 'score': 0.855492353439331}]","[{'label': 'anger', 'score': 0.4652724862098694}]","[{'label': 'anger', 'score': 0.9632725715637207}]","[{'label': 'anger', 'score': 0.37824493646621704}]","[{'label': 'fear', 'score': 0.766234278678894}]","[{'label': 'fear', 'score': 0.4543662667274475}]","[{'label': 'anger', 'score': 0.3711687922477722}]"
168,"[{'label': 'fear', 'score': 0.7556761503219604}]","[{'label': 'fear', 'score': 0.771866500377655}]","[{'label': 'joy', 'score': 0.8344264626502991}]","[{'label': 'fear', 'score': 0.5608809590339661}]","[{'label': 'joy', 'score': 0.4784201681613922}]","[{'label': 'fear', 'score': 0.48378095030784607}]","[{'label': 'fear', 'score': 0.945713460445404}]","[{'label': 'joy', 'score': 0.9394360780715942}]","[{'label': 'anger', 'score': 0.7894155383110046}]","[{'label': 'anger', 'score': 0.5563181042671204}]","[{'label': 'fear', 'score': 0.5162851810455322}]","[{'label': 'joy', 'score': 0.4364660084247589}]","[{'label': 'joy', 'score': 0.7085496187210083}]","[{'label': 'fear', 'score': 0.3882811367511749}]","[{'label': 'anger', 'score': 0.4676845371723175}]","[{'label': 'anger', 'score': 0.5887531638145447}]","[{'label': 'anger', 'score': 0.9510907530784607}]","[{'label': 'fear', 'score': 0.8692599534988403}]","[{'label': 'joy', 'score': 0.75705885887146}]","[{'label': 'anger', 'score': 0.36948105692863464}]","[{'label': 'fear', 'score': 0.4152999520301819}]","[{'label': 'joy', 'score': 0.538544237613678}]","[{'label': 'fear', 'score': 0.4194135069847107}]","[{'label': 'joy', 'score': 0.8763158321380615}]","[{'label': 'joy', 'score': 0.7287483811378479}]",
