song,artist,counter,Vader,TextBlob,VaderBoost,TextBlobBoost,VaderPolarity,TextBlobPolarity,VaderBoostPolarity,TextBlobBoostPolarity,,FullTextBlobPolarity,FullVaderPolarity
You Right,Doja Cat & The Weeknd,"{'new': 3, 'believe': 1, 'hesitate': 1, 'choose': 1, 'connect': 1, 'belong': 1}","{'pos': 0, 'neg': 1, 'neu': 7}","{'pos': 3, 'neg': 0, 'neu': 5}","{'pos': 0, 'neg': 0.8, 'neu': 3.9}","{'pos': 3.6, 'neg': 0, 'neu': 4.0}",0.87654321,1.588235294,0.833333333,1.87804878,,1.12987013,1.084697911
Save Your Tears,The Weeknd & Ariana Grande,"{'ooh': 4, 'crowded': 1, 'happy': 1, 'caught': 1, 'realize': 1, 'late': 1, 'deserve': 1}","{'pos': 1, 'neg': 0, 'neu': 9}","{'pos': 1, 'neg': 1, 'neu': 8}","{'pos': 0.2, 'neg': 0, 'neu': 6.6}","{'pos': 1.2, 'neg': 1.2, 'neu': 6.4}",1.10989011,1,1.029850746,1,,1.01332445,1.146041507
If I Didn't Love You,Jason Aldean & Carrie Underwood,"{'easy': 3, 'new': 2, 'long': 1, 'ask': 1, 'hard': 1}","{'pos': 3, 'neg': 1, 'neu': 4}","{'pos': 5, 'neg': 1, 'neu': 2}","{'pos': 0.7, 'neg': 0.2, 'neu': 2.1}","{'pos': 6.0, 'neg': 1.2, 'neu': 1.6}",1.392156863,2.290322581,1.208333333,2.655172414,,1.221997982,1.285400659
Traitor,Olivia Rodrigo,"{'ooh': 6, 'sorry': 3, 'bring': 2, 'betray': 2, 'guilty': 1, 'talked': 1, 'ran': 1, 'quits': 1, 'sure': 1, 'betrayed': 1, 'shut': 1, 'new': 1, 'avoid': 1, 'remember': 1, 'forget': 1}","{'pos': 1, 'neg': 6, 'neu': 17}","{'pos': 2, 'neg': 4, 'neu': 18}","{'pos': 0.2, 'neg': 4.2, 'neu': 11.4}","{'pos': 2.4, 'neg': 4.8, 'neu': 14.4}",0.783549784,0.909502262,0.74522293,0.875647668,,1.019467878,1.034940601
My Universe,Coldplay x BTS,"{'bright': 1, 'different': 1}","{'pos': 1, 'neg': 0, 'neu': 1}","{'pos': 1, 'neg': 0, 'neu': 1}","{'pos': 0.2, 'neg': 0, 'neu': 0.2}","{'pos': 1.2, 'neg': 0, 'neu': 1.2}",1.909090909,1.909090909,1.666666667,1.923076923,,1.098911968,1.009082652
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,"{'woo': 8, 'hypnotized': 3, 'slept': 1, 'strong': 1, 'asleep': 1, 'caught': 1}","{'pos': 9, 'neg': 0, 'neu': 6}","{'pos': 1, 'neg': 0, 'neu': 14}","{'pos': 6.6, 'neg': 0, 'neu': 4.2}","{'pos': 1.2, 'neg': 0, 'neu': 11.6}",2.475409836,1.070921986,2.534883721,1.102564103,,1.021567218,1.067618332
Montero (Call Me By Your Name),Lil Nas X,"{'live': 2, 'faze': 2, 'caught': 1, 'speak': 1}","{'pos': 0, 'neg': 0, 'neu': 6}","{'pos': 2, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 4.8}","{'pos': 1.6, 'neg': 0, 'neu': 3.2}",1,1.487804878,1,1.484848485,,1.006574622,0.979743417
Chasing After You,Ryan Hurd With Maren Morris,"{'strong': 2, 'long': 2, 'new': 2, 'forget': 1, 'aft': 1, 'listen': 1, 'quit': 1}","{'pos': 2, 'neg': 1, 'neu': 7}","{'pos': 4, 'neg': 0, 'neu': 6}","{'pos': 0.5, 'neg': 0.8, 'neu': 3.9}","{'pos': 4.8, 'neg': 0, 'neu': 5.2}",1.12345679,1.655737705,0.9375,1.905660377,,1.082135524,1.086268871
Girls Want Girls,Drake Featuring Lil Baby,"{'bring': 2, 'grow': 1, 'sorry': 1, 'imagine': 1, 'follow': 1, 'eat': 1, 'please': 1, 'swear': 1}","{'pos': 1, 'neg': 0, 'neu': 8}","{'pos': 0, 'neg': 1, 'neu': 8}","{'pos': 0.8, 'neg': 0, 'neu': 5.8}","{'pos': 0, 'neg': 1.2, 'neu': 6.4}",1.12345679,0.89010989,1.13559322,0.844155844,,0.997127262,1.082252452
Moth To A Flame,Swedish House Mafia & The Weeknd,"{'seem': 2, 'loyal': 1}","{'pos': 1, 'neg': 0, 'neu': 2}","{'pos': 1, 'neg': 0, 'neu': 2}","{'pos': 0.2, 'neg': 0, 'neu': 1.6}","{'pos': 1.2, 'neg': 0, 'neu': 1.6}",1.476190476,1.476190476,1.117647059,1.705882353,,1.085929108,1.256081946
Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,"{'afraid': 1, 'speak': 1, 'offend': 1, 'underage': 1, 'ask': 1}","{'pos': 0, 'neg': 1, 'neu': 4}","{'pos': 0, 'neg': 1, 'neu': 4}","{'pos': 0, 'neg': 0.8, 'neu': 2.1}","{'pos': 0, 'neg': 1.2, 'neu': 3.6}",0.803921569,0.803921569,0.733333333,0.755102041,,1.006662225,1.071377587
Thats What I Want,Lil Nas X,"{'late': 3, 'warm': 1, 'long': 1, 'argue': 1, 'harder': 1, 'marry': 1}","{'pos': 1, 'neg': 1, 'neu': 6}","{'pos': 1, 'neg': 3, 'neu': 4}","{'pos': 0.8, 'neg': 0.8, 'neu': 2.6}","{'pos': 0.8, 'neg': 3.6, 'neu': 3.6}",1,0.718309859,1,0.616438356,,1.082644628,1.110149489
Take My Breath,The Weeknd,"{'bring': 5, 'ooh': 4, 'alive': 1, 'tight': 1}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 1, 'neu': 10}","{'pos': 0.2, 'neg': 0, 'neu': 7.4}","{'pos': 0, 'neg': 1.2, 'neu': 8.4}",1.099009901,0.90990991,1.026666667,0.87628866,,1.027762354,1.090307044
Happier Than Ever,Billie Eilish,"{'happy': 3, 'explain': 3, 'relate': 2, 'write': 1, 'ask': 1, 'asked': 1, 'afraid': 1, 'aware': 1, 'listen': 1, 'embarrass': 1, 'sad': 1, 'shut': 1, 'misunderstood': 1}","{'pos': 3, 'neg': 3, 'neu': 12}","{'pos': 4, 'neg': 2, 'neu': 12}","{'pos': 0.7, 'neg': 1.8, 'neu': 8.5}","{'pos': 4.8, 'neg': 2.4, 'neu': 9.6}",1,1.141843972,0.894230769,1.198347107,,1.022371365,1.015735641
Wockesha,Moneybagg Yo,"{'spend': 3, 'pour': 3, 'attach': 2, 'swear': 2, 'grown': 2, 'popular': 1, 'successful': 1, 'ooh': 1, 'different': 1, 'loose': 1, 'eat': 1, 'strong': 1, 'stingy': 1, 'hard': 1, 'toxic': 1}","{'pos': 3, 'neg': 3, 'neu': 16}","{'pos': 3, 'neg': 1, 'neu': 18}","{'pos': 0.7, 'neg': 1.3, 'neu': 11.7}","{'pos': 3.6, 'neg': 1.2, 'neu': 15.6}",1,1.104712042,0.954198473,1.142011834,,1.023094688,1.031239153
Better Days,NEIKED X Mae Muller X Polo G,"{'sit': 10, 'long': 1, 'pray': 1, 'remember': 1, 'careful': 1, 'lavish': 1, 'bright': 1}","{'pos': 3, 'neg': 0, 'neu': 13}","{'pos': 1, 'neg': 0, 'neu': 15}","{'pos': 1.3, 'neg': 0, 'neu': 10.4}","{'pos': 1.2, 'neg': 0, 'neu': 12.4}",1.229007634,1.066225166,1.123809524,1.096,,1.024829299,1.154820549
Buy Dirt,Jordan Davis Featuring Luke Bryan,"{'live': 3, 'send': 3, 'grow': 3, 'sit': 1, 'told': 1, 'pour': 1, 'laid': 1, 'thank': 1}","{'pos': 1, 'neg': 0, 'neu': 13}","{'pos': 3, 'neg': 0, 'neu': 11}","{'pos': 0.8, 'neg': 0, 'neu': 10.4}","{'pos': 2.4, 'neg': 0, 'neu': 8.8}",1.076335878,1.27027027,1.076190476,1.269662921,,1.078380144,1.031826862
Ghost,Justin Bieber,"{'follow': 2, 'borrow': 1}","{'pos': 0, 'neg': 0, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 2.4}","{'pos': 0, 'neg': 0, 'neu': 2.4}",1,1,1,1,,1.012033694,0.911504425
Lets Go Brandon,Loza Alexander,"{'woo': 2, 'hear': 1, 'insane': 1}","{'pos': 2, 'neg': 1, 'neu': 1}","{'pos': 0, 'neg': 1, 'neu': 3}","{'pos': 1.6, 'neg': 0.2, 'neu': 0.8}","{'pos': 0, 'neg': 1.2, 'neu': 2.4}",1.476190476,0.756097561,2.272727273,0.675675676,,0.836907279,0.869605713
Cold As You,Luke Combs,"{'many': 3, 'lose': 2, 'happy': 1, 'dirty': 1}","{'pos': 1, 'neg': 3, 'neu': 3}","{'pos': 4, 'neg': 1, 'neu': 2}","{'pos': 0.2, 'neg': 2.4, 'neu': 0.7}","{'pos': 4.8, 'neg': 0.8, 'neu': 1.6}",0.672131148,1.967741935,0.3125,2.6,,1.015735641,0.960660897
A-O-K,Tai Verdes,"{'woo': 5, 'outer': 4, 'big': 3, 'live': 2, 'busy': 1, 'appreciate': 1, 'knew': 1, 'eat': 1}","{'pos': 6, 'neg': 0, 'neu': 12}","{'pos': 2, 'neg': 0, 'neu': 16}","{'pos': 4.8, 'neg': 0, 'neu': 5.7}","{'pos': 1.6, 'neg': 0, 'neu': 15.6}",1.495867769,1.124223602,1.827586207,1.101910828,,0.996924023,1.012574662
You Should Probably Leave,Chris Stapleton,"{'hard': 2, 'late': 1, 'recognize': 1, 'resist': 1, 'afraid': 1}","{'pos': 0, 'neg': 2, 'neu': 4}","{'pos': 0, 'neg': 4, 'neu': 2}","{'pos': 0, 'neg': 0.5, 'neu': 2.1}","{'pos': 0, 'neg': 4.8, 'neu': 1.6}",0.672131148,0.344262295,0.814814815,0.261538462,,0.978969506,1.044395117
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),"{'woo': 23, 'warm': 2, 'ooh': 2, 'tight': 2, 'adore': 2, 'shut': 1, 'hungry': 1}","{'pos': 27, 'neg': 0, 'neu': 6}","{'pos': 2, 'neg': 2, 'neu': 29}","{'pos': 21.6, 'neg': 0, 'neu': 3.1}","{'pos': 1.6, 'neg': 2.4, 'neu': 23.6}",5.426229508,1,7.75,0.969348659,,1.030811366,1.152033447
Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,"{'sorry': 3, 'heard': 2, 'long': 1, 'hear': 1, 'reminisce': 1, 'decide': 1, 'ooh': 1}","{'pos': 0, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 3, 'neu': 7}","{'pos': 0, 'neg': 0, 'neu': 6.3}","{'pos': 0, 'neg': 3.6, 'neu': 5.6}",1,0.702970297,1,0.612903226,,1.029828486,1.029175784
Memory I Don't Mess With,Lee Brice,"{'warm': 2, 'wide': 1, 'awake': 1}","{'pos': 2, 'neg': 0, 'neu': 2}","{'pos': 2, 'neg': 0, 'neu': 2}","{'pos': 1.6, 'neg': 0, 'neu': 1.0}","{'pos': 1.6, 'neg': 0, 'neu': 2.0}",1.952380952,1.952380952,2.454545455,1.761904762,,0.982773471,0.947414549
Bubbly,Young Thug With Drake & Travis Scott,"{'new': 3, 'big': 2, 'touchable': 1, 'deranged': 1, 'contain': 1, 'ask': 1, 'drank': 1, 'broke': 1, 'please': 1, 'cheap': 1, 'speak': 1}","{'pos': 1, 'neg': 1, 'neu': 12}","{'pos': 4, 'neg': 0, 'neu': 10}","{'pos': 0.8, 'neg': 0.8, 'neu': 5.7}","{'pos': 4.8, 'neg': 0, 'neu': 9.2}",1,1.396039604,1,1.516129032,,1.016943409,1.035198874
Gyalis,Capella Grey,"{'swear': 2, 'asleep': 1, 'ask': 1, 'speak': 1, 'ooh': 1, 'grown': 1}","{'pos': 0, 'neg': 0, 'neu': 7}","{'pos': 0, 'neg': 0, 'neu': 7}","{'pos': 0, 'neg': 0, 'neu': 5.0}","{'pos': 0, 'neg': 0, 'neu': 6.0}",1,1,1,1,,1.030280091,1.022883295
I Was On A Boat That Day,Old Dominion,"{'long': 6, 'remember': 2, 'eat': 1, 'rid': 1}","{'pos': 0, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 0, 'neu': 8.0}","{'pos': 0, 'neg': 0, 'neu': 8.0}",1,1,1,1,,1.014587892,1.04576659
Family Ties,Baby Keem & Kendrick Lamar,"{'ask': 3, 'summon': 1, 'heard': 1, 'learn': 1, 'cater': 1, 'woo': 1, 'bury': 1, 'told': 1, 'offend': 1, 'unzip': 1, 'grateful': 1, 'compose': 1, 'relax': 1, 'big': 1, 'alike': 1, 'mental': 1, 'amaze': 1, 'gracious': 1, 'new': 1, 'falsify': 1, 'survive': 1, 'hard': 1, 'bring': 1}","{'pos': 5, 'neg': 3, 'neu': 17}","{'pos': 1, 'neg': 1, 'neu': 23}","{'pos': 2.9, 'neg': 1.8, 'neu': 11.4}","{'pos': 1.2, 'neg': 1.2, 'neu': 20.4}",1.099502488,1,1.082706767,1,,0.98856097,0.992737836
Have Mercy,Chloe,"{'big': 4, 'introduce': 2, 'live': 2, 'got': 2, 'bossing': 2, 'speak': 1, 'educate': 1, 'flossing': 1, 'saucing': 1}","{'pos': 0, 'neg': 0, 'neu': 16}","{'pos': 2, 'neg': 0, 'neu': 14}","{'pos': 0, 'neg': 0, 'neu': 10.6}","{'pos': 1.6, 'neg': 0, 'neu': 12.8}",1,1.141843972,1,1.124031008,,1.016187778,1.156609857
Fair Trade,Drake Featuring Travis Scott,"{'hear': 6, 'understand': 2, 'lose': 2, 'please': 2, 'forsake': 2, 'sudden': 2, 'swear': 1, 'owe': 1, 'grow': 1, 'big': 1, 'hard': 1, 'busy': 1, 'sing': 1, 'happen': 1, 'misunderstood': 1, 'eat': 1, 'bury': 1, 'early': 1, 'darker': 1, 'frequent': 1, 'slid': 1, 'repay': 1}","{'pos': 2, 'neg': 4, 'neu': 26}","{'pos': 0, 'neg': 1, 'neu': 31}","{'pos': 1.6, 'neg': 2.6, 'neu': 18.0}","{'pos': 0, 'neg': 1.2, 'neu': 26.8}",0.933554817,0.968847352,0.951690821,0.957295374,,1.047480876,1.106905519
Same Boat,Zac Brown Band,"{'believe': 2, 'agree': 1, 'disagree': 1}","{'pos': 1, 'neg': 1, 'neu': 2}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0.8, 'neg': 0.8, 'neu': 1.6}","{'pos': 0, 'neg': 0, 'neu': 3.2}",1,1,1,1,,1.016652789,1.090826521
My Boy,Elvie Shane,"{'understand': 1, 'big': 1}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 0, 'neg': 0, 'neu': 1.0}","{'pos': 0, 'neg': 0, 'neu': 2.0}",1,1,1,1,,1.025402202,1.043821209
Hurricane,Kanye West,"{'new': 4, 'drown': 2, 'hard': 2, 'warm': 1, 'lose': 1, 'early': 1, 'restart': 1, 'depend': 1, 'hungry': 1, 'write': 1, 'remember': 1, 'told': 1, 'faze': 1, 'bring': 1, 'architectural': 1, 'anonymous': 1, 'busy': 1, 'ask': 1, 'seem': 1, 'bright': 1}","{'pos': 2, 'neg': 5, 'neu': 18}","{'pos': 6, 'neg': 2, 'neu': 17}","{'pos': 1.0, 'neg': 2.9, 'neu': 9.9}","{'pos': 6.8, 'neg': 2.4, 'neu': 15.2}",0.87012987,1.209424084,0.852713178,1.248587571,,1.061991476,1.031483668
Chosen,Blxst & Tyga Featuring Ty Dolla $ign,"{'wide': 9, 'choose': 7, 'new': 2, 'forbidden': 1, 'bring': 1, 'frozen': 1, 'provoke': 1, 'woo': 1, 'cheap': 1}","{'pos': 1, 'neg': 2, 'neu': 21}","{'pos': 3, 'neg': 0, 'neu': 21}","{'pos': 0.8, 'neg': 1.6, 'neu': 10.1}","{'pos': 3.6, 'neg': 0, 'neu': 20.4}",0.956709957,1.142180095,0.93220339,1.175609756,,0.994655265,1.107719928
Baddest,"Yung Bleu, Chris Brown & 2 Chainz","{'sexy': 11, 'new': 9, 'bring': 6, 'touched': 1, 'soft': 1, 'heard': 1, 'hear': 1, 'flew': 1}","{'pos': 11, 'neg': 0, 'neu': 20}","{'pos': 20, 'neg': 0, 'neu': 11}","{'pos': 2.6, 'neg': 0, 'neu': 10.4}","{'pos': 24.0, 'neg': 0, 'neu': 9.2}",1.547263682,2.801801802,1.247619048,3.580645161,,1.037579857,0.988683516
Knowing You,Kenny Chesney,"{'alive': 3, 'sit': 1}","{'pos': 3, 'neg': 0, 'neu': 1}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0.7, 'neg': 0, 'neu': 0.8}","{'pos': 0, 'neg': 0, 'neu': 4.4}",3.727272727,1,1.777777778,1,,1.059347181,1.155382908
Memory,Kane Brown X blackbear,"{'ooh': 35, 'live': 5, 'slow': 5, 'healthy': 2, 'undo': 1, 'prove': 1, 'checked': 1}","{'pos': 2, 'neg': 0, 'neu': 48}","{'pos': 7, 'neg': 5, 'neu': 38}","{'pos': 0.5, 'neg': 0, 'neu': 38.4}","{'pos': 6.4, 'neg': 4.0, 'neu': 30.4}",1.041580042,1.046403712,1.012987013,1.069565217,,1.058508045,1.069272637
Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,"{'new': 3, 'sure': 3, 'shined': 1, 'forget': 1}","{'pos': 3, 'neg': 1, 'neu': 4}","{'pos': 6, 'neg': 0, 'neu': 2}","{'pos': 0.7, 'neg': 0.8, 'neu': 1.5}","{'pos': 7.2, 'neg': 0, 'neu': 1.6}",1.392156863,3.857142857,0.958333333,5.235294118,,1.009519277,1.152207002
Not In The Mood,"Lil Tjay, Fivio Foreign & Kay Flock","{'lose': 3, 'confuse': 3, 'prove': 3, 'breathe': 1, 'relate': 1, 'big': 1, 'heard': 1, 'promote': 1, 'entertain': 1, 'dangerous': 1, 'hot': 1, 'tried': 1, 'ran': 1}","{'pos': 2, 'neg': 7, 'neu': 10}","{'pos': 1, 'neg': 1, 'neu': 17}","{'pos': 1.6, 'neg': 5.0, 'neu': 6.9}","{'pos': 1.2, 'neg': 1.2, 'neu': 14.0}",0.707602339,1,0.716666667,1,,1.075633015,0.980588806
Pissed Me Off,Lil Durk,"{'live': 2, 'long': 1, 'hear': 1, 'lose': 1, 'happy': 1, 'hot': 1, 'different': 1}","{'pos': 1, 'neg': 1, 'neu': 6}","{'pos': 4, 'neg': 0, 'neu': 4}","{'pos': 0.2, 'neg': 0.8, 'neu': 3.7}","{'pos': 4.0, 'neg': 0, 'neu': 3.6}",1,1.975609756,0.869565217,2.081081081,,1.056785917,0.970605526
Woman,Doja Cat,"{'hear': 2, 'honest': 2, 'grow': 1, 'provide': 1, 'reciprocate': 1, 'protect': 1, 'prove': 1}","{'pos': 3, 'neg': 0, 'neu': 6}","{'pos': 2, 'neg': 0, 'neu': 7}","{'pos': 1.3, 'neg': 0, 'neu': 4.8}","{'pos': 2.4, 'neg': 0, 'neu': 5.6}",1.491803279,1.281690141,1.265306122,1.421052632,,1.017459625,1.049977283
Sand In My Boots,Morgan Wallen,"{'bring': 4, 'ask': 1, 'drank': 1}","{'pos': 0, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 4.8}","{'pos': 0, 'neg': 0, 'neu': 4.8}",1,1,1,1,,1.027192386,1.103626943
'Til You Can't,Cody Johnson,"{'long': 4, 'strong': 4, 'ask': 1, 'bring': 1, 'sorry': 1}","{'pos': 4, 'neg': 0, 'neu': 7}","{'pos': 4, 'neg': 1, 'neu': 6}","{'pos': 1.0, 'neg': 0, 'neu': 5.0}","{'pos': 4.8, 'neg': 1.2, 'neu': 4.8}",1.563380282,1.422535211,1.196078431,1.590163934,,1.055521283,1.186078567
Love Again,Dua Lipa,"{'believe': 9, 'afraid': 3, 'hear': 2, 'loud': 2, 'many': 2, 'spend': 1, 'hard': 1, 'broken': 1, 'live': 1}","{'pos': 0, 'neg': 2, 'neu': 20}","{'pos': 3, 'neg': 5, 'neu': 14}","{'pos': 0, 'neg': 1.0, 'neu': 12.1}","{'pos': 3.2, 'neg': 5.6, 'neu': 12.0}",0.909502262,0.895287958,0.924242424,0.86440678,,1.132827324,1.08855155
Whiskey And Rain,Michael Ray,"{'drown': 6, 'pour': 4, 'new': 1}","{'pos': 0, 'neg': 6, 'neu': 5}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 4.8, 'neu': 3.4}","{'pos': 1.2, 'neg': 0, 'neu': 8.0}",0.459459459,1.099009901,0.421686747,1.148148148,,1.017133067,1.005878895
One Mississippi,Kane Brown,"{'swear': 3, 'long': 1, 'many': 1}","{'pos': 0, 'neg': 0, 'neu': 5}","{'pos': 1, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 3.4}","{'pos': 1.2, 'neg': 0, 'neu': 3.2}",1,1.243902439,1,1.363636364,,0.990054699,1.015698587
Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee,"{'argue': 2, 'big': 2, 'write': 1, 'heard': 1, 'celebrate': 1, 'fresh': 1, 'bought': 1, 'send': 1, 'dismiss': 1, 'attach': 1, 'ask': 1, 'flew': 1}","{'pos': 2, 'neg': 2, 'neu': 10}","{'pos': 1, 'neg': 0, 'neu': 13}","{'pos': 1.0, 'neg': 1.6, 'neu': 6.9}","{'pos': 1.2, 'neg': 0, 'neu': 11.2}",1,1.076335878,0.930232558,1.10619469,,0.977107974,0.933097206
Too Easy,Gunna & Future,"{'different': 6, 'easy': 5, 'relaxed': 3, 'remember': 1, 'updated': 1, 'proper': 1, 'presidential': 1}","{'pos': 8, 'neg': 0, 'neu': 10}","{'pos': 5, 'neg': 0, 'neu': 13}","{'pos': 3.6, 'neg': 0, 'neu': 3.5}","{'pos': 6.0, 'neg': 0, 'neu': 13.6}",1.792079208,1.381679389,2,1.437956204,,0.988146977,0.991704687
Tequila Little Time,Jon Pardi,"{'bring': 3, 'sit': 1, 'happen': 1}","{'pos': 0, 'neg': 0, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 4.0}","{'pos': 0, 'neg': 0, 'neu': 4.0}",1,1,1,1,,0.883430475,1.08841733
Whole Lotta Money,BIA Featuring Nicki Minaj,"{'allergic': 4, 'safer': 3, 'bring': 2, 'long': 2, 'cheap': 1, 'legal': 1, 'weak': 1, 'shut': 1, 'invest': 1, 'send': 1}","{'pos': 4, 'neg': 5, 'neu': 8}","{'pos': 2, 'neg': 1, 'neu': 14}","{'pos': 1.0, 'neg': 1.2, 'neu': 5.8}","{'pos': 2.4, 'neg': 1.2, 'neu': 14.0}",0.923664122,1.066225166,0.971830986,1.078431373,,0.93065588,0.900029403
2055,Sleepy Hallow,"{'big': 1, 'energize': 1, 'stuck': 1, 'sorry': 1, 'please': 1, 'different': 1}","{'pos': 2, 'neg': 1, 'neu': 3}","{'pos': 0, 'neg': 1, 'neu': 5}","{'pos': 1.6, 'neg': 0.8, 'neu': 0.7}","{'pos': 0, 'neg': 1.2, 'neu': 4.8}",1.243902439,0.836065574,1.5,0.803278689,,1.048886475,1.15051174
Maybach,42 Dugg Featuring Future,"{'big': 2, 'taught': 1, 'ask': 1, 'foreign': 1, 'extend': 1, 'sober': 1, 'pour': 1, 'muddy': 1, 'near': 1, 'slow': 1}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 2, 'neu': 9}","{'pos': 0.8, 'neg': 0, 'neu': 6.3}","{'pos': 0, 'neg': 2.0, 'neu': 8.0}",1.099009901,0.81981982,1.125,0.801980198,,1.011853023,0.964580874
WFM,Realestk,{'understand': 1},"{'pos': 0, 'neg': 0, 'neu': 1}","{'pos': 0, 'neg': 0, 'neu': 1}","{'pos': 0, 'neg': 0, 'neu': 0.8}","{'pos': 0, 'neg': 0, 'neu': 0.8}",1,1,1,1,,1.01814882,1.09596929
Poke It Out,Wale Featuring J. Cole,"{'big': 4, 'late': 2, 'listen': 1, 'hard': 1, 'civic': 1, 'pray': 1, 'long': 1, 'winded': 1, 'new': 1, 'foreign': 1, 'live': 1, 'swear': 1, 'near': 1}","{'pos': 1, 'neg': 1, 'neu': 15}","{'pos': 2, 'neg': 4, 'neu': 11}","{'pos': 0.8, 'neg': 0.2, 'neu': 7.0}","{'pos': 2.0, 'neg': 4.8, 'neu': 10.8}",1,0.867549669,1.082191781,0.821656051,,1.018012609,1.062676277
Praise God,Kanye West,"{'new': 4, 'tame': 3, 'follow': 2, 'write': 1, 'woo': 1, 'piped': 1, 'kept': 1, 'tight': 1, 'polished': 1, 'publish': 1, 'forgive': 1, 'ask': 1, 'swung': 1, 'pray': 1}","{'pos': 3, 'neg': 0, 'neu': 17}","{'pos': 4, 'neg': 4, 'neu': 12}","{'pos': 2.4, 'neg': 0, 'neu': 10.8}","{'pos': 4.8, 'neg': 3.6, 'neu': 9.6}",1.175438596,1,1.220183486,1.090225564,,1.02468374,1.040867652
Freedom Was A Highway,Jimmie Allen & Brad Paisley,"{'ooh': 4, 'woo': 2, 'wore': 1}","{'pos': 2, 'neg': 0, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 7}","{'pos': 1.6, 'neg': 0, 'neu': 4.0}","{'pos': 0, 'neg': 0, 'neu': 5.6}",1.392156863,1,1.390243902,1,,1,1.209643606
For Tonight,Giveon,"{'honest': 4, 'deny': 4, 'long': 3, 'closed': 3, 'become': 1, 'numb': 1}","{'pos': 4, 'neg': 5, 'neu': 7}","{'pos': 4, 'neg': 1, 'neu': 11}","{'pos': 1.0, 'neg': 4.0, 'neu': 5.6}","{'pos': 4.8, 'neg': 0.8, 'neu': 8.8}",0.917355372,1.247933884,0.690721649,1.412371134,,0.913544669,1.030895984
Thot Shit,Megan Thee Stallion,"{'hot': 4, 'live': 2, 'big': 2, 'toxic': 1, 'relate': 1, 'hear': 1, 'remember': 1, 'eat': 1, 'sing': 1, 'many': 1, 'apply': 1, 'argue': 1}","{'pos': 0, 'neg': 1, 'neu': 16}","{'pos': 7, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 0.8, 'neu': 8.3}","{'pos': 7.6, 'neg': 0, 'neu': 9.2}",0.941520468,1.693069307,0.913043478,1.817204301,,0.961628651,0.979779825
Like A Lady,Lady A,"{'long': 3, 'live': 3, 'afraid': 1, 'polite': 1, 'ooh': 1, 'woo': 1}","{'pos': 1, 'neg': 0, 'neu': 9}","{'pos': 3, 'neg': 1, 'neu': 6}","{'pos': 0.8, 'neg': 0, 'neu': 6.1}","{'pos': 2.4, 'neg': 1.2, 'neu': 5.2}",1.10989011,1.281690141,1.129032258,1.184615385,,1.063251107,1.161857847
Get Into It (Yuh),Doja Cat,"{'thank': 1, 'big': 1}","{'pos': 1, 'neg': 0, 'neu': 1}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 0.8, 'neg': 0, 'neu': 0.2}","{'pos': 0, 'neg': 0, 'neu': 2.0}",1.909090909,1,3.666666667,1,,0.965679966,1.066953611
Scorpio,Moneybagg Yo,"{'hard': 5, 'violate': 2, 'ooh': 1, 'commit': 1, 'ask': 1, 'soft': 1, 'easy': 1, 'stubborn': 1, 'aggressive': 1, 'continued': 1}","{'pos': 2, 'neg': 9, 'neu': 4}","{'pos': 1, 'neg': 5, 'neu': 9}","{'pos': 1.0, 'neg': 3.3, 'neu': 2.6}","{'pos': 1.2, 'neg': 6.0, 'neu': 8.4}",0.465648855,0.716312057,0.616666667,0.668965517,,1.009401442,1.015969339
